"d3d3d4","d1d8d9","d3d3d2","d9d9d9","d9d9d8","d3d3d3","d3d3d1","d3d2d1","d3d2d2","d8d7d6","d3d2d3","d8d7d7","d13d11d10","d7d7d10","d13d11d12","d6d5d5","d6d6d6","d11d9d9","d6d6d7","d6d6d5","d6d6d8","d12d13d13","d4d5d5","d8d9d9","d8d9d8","d4d4d4","d13d13d13","d4d4d5","d11d10d9","d11d3d3","d3d1d8","d5d6d6","d4d4d1","d4d4d3","d4d4d2","d4d3d3","d3d4d4","d4d3d1","d8d8d8","d8d8d9","d10d11d10","d10d11d11","d8d8d7","d9d8d8","d9d8d9","d10d10d9","d7d9d8","d5d4d5","d10d10d11","d5d4d4","d8d10d10","d10d10d10","d11d10d10","d10d9d8","d10d9d9","d5d5d6","d11d12d12","d4d1d2","d5d5d4","d5d5d5","d10d9d10","d3d8d9","d2d3d4","d2d3d3","d10d9d11","d9d9d10","d2d2d1","d2d2d3","d2d2d2","d7d6d8","d9d10d9","d9d10d11","d8d9d10","d6d7d7","d9d10d10","d2d1d1","d6d9d9","d7d6d6","d12d12d13","d1d2d3","d6d8d9","d1d2d2","d1d1d8","d1d2d1","d1d1d2","d4d9d9","d11d11d10","d1d1d1","d7d7d8","d1d3d3","d7d7d9","d11d11d11","d7d7d6","d7d7d7"
"-0.0017857","0.030849","0.01509","0.030484","-0.00097199","-0.0010534","0.0023504","-0.012614","-0.2866","0.052457","-0.19539","-0.057062","0.08111","-0.032861","0.073539","-0.01344","-0.28721","0.14968","-0.13619","0.023358","0.082207","0.039272","-0.1813","0.13744","0.20569","-0.027396","-0.043818","-0.082578","0.035239","-0.009398","-0.0049126","-0.010584","0.032875","0.010982","0.16313","-0.0021792","-0.0094657","-0.044444","-0.06755","0.062163","-0.16365","-0.041575","-0.082897","-0.032071","-0.0068376","0.068127","-0.068306","-0.070349","0.15755","-0.45718","-0.20212","-0.15294","-0.023357","-0.016365","0.09087","-0.015963","-0.11347","0.082086","0.04732","0.10946","0.071096","0.031982","-0.028943","-0.020028","0.0077205","0.074951","0.10541","-0.03812","0.037808","-0.098464","-0.10122","-0.025351","-0.068286","0.030756","0.080741","0.16876","0.052071","0.082791","0.0036262","-0.028943","-0.00517","0.10313","-0.1487","0.015381","-0.030781","-0.06792","-0.019833","-0.12605","-0.038739","0.0027534","0.1613","0.065897","0.043087","-0.058361"
"-0.00019249","0.0021901","-0.0012225","0.0022845","0.00014021","0.0026217","0.0015263","0.023916","-0.025549","0.024464","0.0017862","0.040932","-0.012643","0.012168","0.040383","-0.031583","0.045022","0.017384","0.068555","0.013011","-0.066632","-0.019645","0.020904","-0.078074","0.12097","0.21652","0.051049","0.094031","0.11343","0.055031","-0.081695","0.21042","-0.14008","0.079613","-0.098399","0.0047518","0.1052","0.025395","-0.048881","0.19132","0.029051","0.066705","0.067182","0.11433","0.25081","-0.037904","0.14239","0.1288","0.21141","-0.097413","-0.08193","0.048168","0.2988","0.026632","-0.1667","-0.28856","-0.034184","-0.10154","-0.033262","0.11897","-0.18585","-0.031577","-0.084747","0.019707","0.088478","-0.093914","-0.06141","0.026816","-0.010659","-0.064456","0.096014","0.070517","-0.059534","0.036851","0.05717","-0.026179","-0.0464","-0.017423","0.047045","-0.084747","-0.16955","-0.058934","0.13885","0.21253","0.091701","0.13365","-0.06277","-0.0083185","-0.1347","-0.047133","0.26724","0.015384","0.10242","0.029107"
"-0.0013803","0.026842","0.019944","0.065629","-0.0014468","0.000101","0.039129","0.02016","0.0066018","0.091204","0.13647","0.12138","-0.091424","0.21679","0.45126","0.052785","0.31358","0.12698","-0.032587","0.022572","0.16006","-0.17414","0.2202","-0.12504","0.067939","-0.067798","-0.062864","0.054567","-0.19897","0.051015","0.047804","0.14268","-0.062498","-0.035414","0.14736","-0.00049429","0.02816","0.010057","-0.07693","-0.11617","-0.25534","-0.014721","-0.042693","0.0026237","-0.062995","-0.022412","-0.11304","-0.039556","0.056134","-0.14374","-0.028458","0.014908","0.080031","0.085485","-0.12042","0.039541","-0.087379","0.046965","0.061784","-0.067439","0.06556","-0.052468","0.010487","0.032636","-0.01685","-0.038543","0.053652","-0.18613","-0.072494","0.068925","-0.012507","-0.027319","-0.024618","0.067129","0.010542","-0.24621","-0.028082","-0.044331","-0.0073119","0.010487","0.099786","0.062731","0.028778","-0.043757","0.051759","-0.032502","0.065686","-0.04013","0.037482","-0.021467","0.036804","-0.040896","0.052668","-0.069648"
