-0.002289,-0.00023668,0.00034468,-0.0040404,0.00084264,-4.7116e-06,0.00091568,-3.7212e-05,0.0010334,-0.014701,0.017412,-0.019325,0.088027,0.048965,-0.015843,0.029654,-0.092138,0.076278,-0.012333,0.16365,-0.22157,0.082144,-0.014742,0.06731,0.030573,-0.0019465,-0.044322,-0.10088,0.028409,0.01905,0.042128,-0.12233,-1.4003e-05,0.039609,0.0084194,0.01662,-0.0025119,-0.0027757,-0.011881,-0.048274,0.0205,0.14926,-0.14262,-0.0015588,-0.062052,0.0006784,0.0087951,0.0089163,0.0010974,0.039092,-0.1427,-0.028737,0.010073,0.002145,0.20167,-0.0018153,-0.03489,-0.18371,-0.013819,-0.077824,-0.0041772,0.041439,0.057144,0.0020246,0.039905,3.699e-06,0.00015678,0.008126,0.00080031,0.010389,-0.67711,0.11693,0.26244,0.1077,0.018573,-0.37294,-4.8533e-15,0,0,0,0,0,0,0,0
-0.0075137,0.051772,-6.8408e-05,0.0029415,0.0014076,2.2832e-07,0.00016916,-0.96459,-0.0059191,0.013644,-0.033085,-0.047917,-0.040367,-0.011878,-0.0043587,0.12181,-0.072184,0.038892,0.013009,0.0072459,0.021646,-0.078035,0.013218,0.03734,0.013052,-0.0033933,-0.097581,0.021596,0.0044862,0.014913,-0.007657,0.026886,-0.021147,-0.022406,-0.00038123,-0.010147,0.00080881,0.0040247,0.032419,-0.0067999,-8.8939e-05,0.0007807,0.037035,-0.00015072,0.012124,0.00056085,-0.059981,-0.00050961,0.0022962,0.0042593,-0.022695,0.015199,0.01546,1.46e-05,0.0033762,-0.00063951,-0.053394,-0.0087219,-0.00050432,-0.044378,-0.014964,-0.034873,0.0026807,0.0017776,0.011401,-2.3174e-05,2.6217e-05,-0.014695,-1.9239e-06,-0.013712,0.013505,0.056197,-0.0031354,0.00098318,0.042019,0.0011761,-2.1487e-16,-5.2042e-17,-1.0864e-16,2.2204e-16,-1.3878e-17,1.8215e-17,-2.1684e-17,2.7756e-17,3.7297e-17
-0.025625,-0.0020032,-1.2677e-05,-0.019982,-0.010522,2.3322e-05,-0.00014889,-0.0029702,-0.013425,-0.022075,0.012468,-0.074183,-0.11787,0.05999,-0.16248,0.047038,0.27665,-0.070247,-0.012028,-0.26141,-0.23489,0.29591,0.079974,-0.00092838,0.0087467,-0.0030409,-0.10517,0.05969,-0.041185,-0.01105,0.21508,-0.024614,-0.10243,-0.28402,0.0024521,-0.077735,0.0089737,0.077919,0.14112,-0.0225,0.0016237,0.12094,0.34644,-0.0037015,-0.088954,0.0015235,-0.23027,-0.092005,-0.00020261,-0.37848,-0.015584,0.11041,-0.018134,0.0010877,0.14446,-0.00029988,0.16156,0.093276,0.0018286,0.074892,0.092462,-0.031969,-0.076053,0.0079519,-0.12797,0.00044138,-0.00055164,-0.0075172,0.00013134,0.015716,-0.073313,0.026053,-0.010543,0.0030273,0.0049076,-0.022137,-1.1041e-15,9.09e-16,-2.2898e-16,-3.3827e-16,-1.9429e-16,-1.5959e-16,7.3899e-16,-3.6082e-16,-1.0235e-16
-0.001652,0.012038,2.8008e-05,-0.00082511,-0.00048019,8.9335e-07,-3.4055e-07,-0.15186,-0.0021098,0.01753,-0.0070202,0.035692,0.010055,0.03349,0.027684,-0.15377,-0.014104,0.011613,0.0079727,-0.074603,-0.056375,0.082107,-0.28592,-0.25162,-0.041165,0.0087395,0.24689,-0.02798,-0.012921,0.014793,0.16227,-0.093719,0.028474,0.081391,0.00061682,0.025405,-0.0051094,-0.050676,0.068499,0.048178,0.0032447,0.055492,-0.059042,-0.00071278,-0.071085,-0.0011432,0.072544,-0.0065292,-0.0012202,0.063588,0.097142,-0.12946,-0.20817,4.4912e-05,0.0072866,0.0019135,0.14523,0.07924,0.0044447,0.14825,0.046279,0.046385,-0.029313,0.0054425,-0.089377,0.00024983,-0.00021315,0.098559,-1.2731e-05,0.12691,-0.066685,-0.2072,-0.00063013,0.031251,-0.66665,-0.013531,1.0598e-15,-1.6484e-16,-6.5745e-16,-7.2228e-16,1.0405e-15,2.1386e-17,-2.6378e-17,-1.0554e-15,-5.8913e-16
-0.48026,-0.030108,0.019831,-0.77409,-0.39553,0.00019168,-0.0067631,0.00026453,-0.030033,-0.023648,0.041146,-0.036074,-0.013345,0.014472,0.035265,0.01303,0.0094168,-0.012008,0.00012446,-0.0032924,0.036495,-0.019331,-0.0038667,0.0047212,0.00095119,-0.00012186,-0.0023584,-0.0030787,0.0056557,0.0073679,-0.011474,-0.02625,-0.0073967,0.0144,9.7596e-05,0.0047212,-0.00079201,-0.0046641,-0.025003,0.0063884,0.00094141,0.025599,-0.019264,-8.448e-05,-0.011038,-0.00015046,0.0044832,0.0010428,0.00072284,0.025536,-0.00046767,0.0057222,0.0010153,-0.00010689,-0.011844,0.00017509,-0.001649,0.0094055,0.00072783,0.0017676,-0.00302,-0.0047721,0.00041483,0.00050209,-0.0039524,9.4702e-06,-2.3552e-06,0.00010609,-2.6308e-06,0.00012509,-0.0019961,-0.00045252,-0.0029992,0.0048116,0.00023893,0.006007,1.3398e-16,-5.5841e-17,1.7551e-17,-1.6715e-17,1.6502e-17,-2.7942e-17,-1.9151e-17,1.7042e-17,-5.7375e-18
-0.00021799,-2.9788e-05,0.0033867,-0.0052265,0.011862,-0.000142,0.004749,9.4776e-06,0.00019355,0.0023207,-0.00052146,0.0015519,-0.0049875,-0.0070239,-0.0031225,-0.0023016,0.0036588,-0.21676,0.70917,0.071813,-0.040671,0.0028544,0.0016604,-0.0030184,-0.098596,0.00031555,-0.02914,-0.06234,0.032475,-0.016635,0.011251,0.0029929,0.0013537,-0.00043542,0.021872,-0.00026741,-0.0055303,0.0015952,0.0015533,-0.0013959,0.025388,-0.0014897,0.0018126,-0.00036819,0.00075832,0.0031639,0.00064998,0.00017236,0.0010477,-0.0001978,0.00074024,2.6703e-05,-0.00022594,-0.0023903,0.0039406,0.652,-0.0063647,-0.0023766,-0.022322,-0.0041771,0.012298,-0.00066804,0.00087021,-3.2454e-05,0.00022291,0.0010482,-0.0020009,-3.3346e-05,0.0022676,-1.1906e-05,0.00081958,-9.4537e-05,0.00014795,-0.00018444,-2.975e-05,9.2223e-05,1.7963e-15,-8.7526e-16,7.9488e-16,1.6102e-16,1.5714e-16,2.2371e-17,-7.5448e-17,3.2699e-16,2.2062e-16
-0.029977,-0.0036815,-0.00035218,-0.011869,-0.0079204,1.5307e-05,-0.0004883,0.0016677,0.066456,0.079663,-0.13605,0.13123,-0.10574,0.033925,-0.5075,-0.030806,-0.23435,-0.26015,-0.10889,0.18764,-0.1331,-0.10433,-0.072325,0.032854,-0.03121,0.002469,0.1002,-0.0086406,-0.032994,-0.11137,-0.10702,0.20104,0.20847,0.011865,0.0026817,0.00024313,0.0056335,0.079733,-0.20391,0.054819,-0.0050978,0.091267,0.22146,-0.0011438,-0.17424,-0.0006616,-0.029213,-0.043646,0.010467,0.27024,0.042293,0.25032,-0.013253,0.0017747,0.18247,-6.6452e-05,0.10249,0.12264,0.0048145,0.072464,0.053661,-0.083814,0.0059778,-0.0022863,0.026512,2.0611e-05,-0.00015065,-0.0049341,6.8916e-05,0.0017144,-0.011394,0.0087291,0.011567,0.0006921,-0.00079303,0.050244,4.8717e-17,-1.2059e-15,2.0879e-16,-4.2727e-16,-3.9853e-16,-1.3909e-16,3.9681e-16,5.7446e-16,1.4589e-16
-0.0013846,0.0047391,5.4249e-05,-0.0024761,-0.0013724,1.8998e-06,-4.7526e-05,0.00042543,-0.0031399,-0.018948,0.044757,0.011327,0.40667,-0.045406,-0.17221,-0.067473,0.047762,-0.085788,0.006929,-0.23399,0.1131,0.032945,-0.10606,0.0037832,0.028364,-0.0024075,-0.052995,-0.039501,0.070909,0.05931,-0.33636,0.082366,-0.12319,-0.12425,-0.0038251,0.0038662,0.0058075,0.037653,-0.00061874,-0.15042,0.0014487,0.0080789,0.042802,-0.00031858,-0.0064931,0.00064534,-0.10553,-0.090422,0.0080355,0.082289,-0.015794,-0.12511,0.14017,1.3118e-05,-0.0085583,-0.00021959,0.1019,-0.14029,-0.0091813,-0.21845,-0.064678,-0.19832,-0.006981,0.017694,0.024069,-4.4615e-06,8.3761e-05,0.051039,5.7716e-06,0.17388,-0.0273,0.086098,-0.052312,0.17924,-0.14052,0.058865,0.19742,0.13743,-0.09855,-0.30538,-0.15446,0.10219,-0.11088,0.12888,-0.093373
-0.011941,-0.0012806,0.00013033,-0.014501,-0.0084544,1.1812e-05,-0.00044829,0.00051818,-0.013611,-0.016562,-0.0031107,-0.016727,-0.095767,-0.37543,-0.1161,-0.081645,-0.12722,-0.10101,-0.041746,-0.011522,-0.12727,0.20624,0.055276,-0.083396,0.03344,-0.0018497,-0.073044,0.013261,-0.0044258,0.048565,0.13546,0.26639,-0.48506,0.068909,-0.0017935,0.013045,0.0019382,0.0031591,0.10359,-0.042724,0.0010339,-0.10302,-0.23504,0.0037152,0.32247,0.00081718,0.082505,0.053523,-0.0032468,0.18687,0.15229,0.2344,-0.018049,0.0012961,0.13973,-0.0014998,-0.0069547,-0.064836,-0.0063676,-0.061701,0.020625,0.052104,-0.025166,0.018586,-0.23311,0.0006681,-0.00053279,-0.0062713,3.3288e-05,0.00662,0.010193,0.0016773,-0.026343,0.02314,0.0030293,-0.003506,-6.5511e-16,1.9949e-16,-2.3332e-16,5.7593e-16,3.4348e-16,-8.5001e-17,6.1583e-17,-6.245e-16,2.949e-17
-0.0015102,-0.00011479,0.00048768,-0.0057387,0.0013199,-4.6917e-06,0.0013101,2.1712e-05,-0.0023461,-0.0058775,0.010935,-0.010703,-0.0082055,0.0097165,0.028538,0.012858,0.013438,-0.020233,-0.013897,-0.010646,0.092825,-0.066789,-0.020009,0.027155,0.27694,-0.00075119,0.070719,-0.523,0.01719,-0.11969,0.12996,0.17347,0.040471,-0.057997,0.024315,-0.01783,-0.0031367,0.015405,0.072601,-0.018412,0.020972,-0.057917,0.041983,-0.00023655,0.020841,0.0033163,-0.0068924,-0.0015546,-0.0018969,-0.040406,0.0014098,-0.0079905,-0.0013452,0.00017642,0.015696,0.0013859,0.0020299,-0.012044,-0.0029101,-0.0023337,0.0040077,0.0058762,-0.00040615,-0.00060348,0.0047444,6.7524e-05,-7.7543e-05,-0.00013131,0.00039197,-0.00014849,0.002501,0.00048474,0.0034116,-0.0054478,-0.00027558,-0.0066575,0.44269,0.27653,0.33422,0.2289,0.2327,0.0030553,-0.22288,-0.042945,0.06544
