-8.2974e-08,0.0056242,-0.0043475,0.00062465,-0.0013016,0.0083927,-2.083e-07,-0.013621,-0.0047896,0.015254,-0.022194,8.3332e-06,0.039249,-0.071292,0.024847,5.4454e-06,-0.28275,0.70417,0.10788,-0.33761,0.42874,0.0058039,0.023066,2.553e-07,0.012462,-0.32003,0.044225,0.026815,2.2996e-07,0.0030653,0.00030049,1.2092e-05,0.0097381,0.0033159,-0.014165,-0.014809,-1.371e-09,-0.010126,-0.0020763,0
-6.8458e-10,0.0045103,0.0013261,8.4739e-06,-0.028963,-0.0037763,8.7266e-10,-0.00033279,0.00082001,-0.0035532,-0.010187,3.2658e-06,0.20422,-0.010272,0.0003665,-8.4604e-07,0.036164,-0.031797,-0.012051,0.03034,0.019015,0.58632,-0.00063339,2.5452e-07,0.2281,-0.005398,-0.028705,0.22892,-5.2294e-07,0.048249,0.18436,-6.482e-05,0.11025,-0.056591,-0.52042,-0.40548,-3.499e-09,-0.0031965,0.13211,-1.3444e-16
-3.059e-07,0.96332,0.2356,0.00085188,0.12012,-0.042063,2.6305e-08,-0.00012068,0.0018816,-0.0082027,-0.0001015,-6.0244e-09,0.002787,0.0023874,-8.6375e-05,4.7448e-09,0.0003012,-0.0011566,-0.012043,0.0037254,-0.00027924,0.00023007,-0.00010082,-3.2013e-08,-0.005947,0.00047089,0.0038843,-0.0015742,-1.2363e-08,-0.0006267,-0.0016619,3.0876e-07,-0.0013486,0.00012333,-0.0003266,0.00050166,1.233e-11,9.8999e-05,6.0769e-05,8.9663e-18
-2.4006e-07,0.0025328,-0.0025279,0.0026348,0.0010132,-0.0018442,-4.9857e-07,-0.0083365,0.0039784,0.036262,-0.018058,1.1012e-05,-0.0050303,-0.35047,-0.0083985,-9.1944e-08,-0.04213,0.23473,0.039038,-0.23458,-0.49108,0.024025,-0.014827,-4.655e-07,0.014457,0.27082,0.24962,0.10577,-1.2037e-06,0.28275,0.023361,-0.00017264,-0.0046505,-0.53326,0.06963,0.053926,3.213e-09,0.014618,0.0064611,-1.7366e-16
-2.0665e-09,0.013285,0.0038044,1.814e-05,-0.060779,0.075204,-2.9212e-08,0.0014796,0.0031774,-0.01613,0.03402,-1.0926e-05,-0.6723,0.028772,-0.0022965,1.5399e-06,-0.062159,0.066511,-0.12858,-0.0095888,-0.023955,-0.0564,0.0010106,1.5932e-06,0.21945,0.010796,-0.43803,0.044733,2.5297e-06,0.30764,-0.28099,-3.1069e-05,0.15069,-0.021889,-0.1354,-0.049054,-6.881e-10,-0.0010616,0.2188,-7.9512e-16
-8.308e-07,0.00011941,-0.00058913,0.0098262,-4.4303e-05,-0.00011248,-2.26e-06,-0.12999,-0.0033622,-0.00033202,-0.00021302,9.2666e-06,-0.0054765,-0.018167,0.84243,-2.4088e-05,0.0015698,-0.045873,-0.018322,-0.056329,0.010305,-0.00013676,0.090943,1.7708e-05,-0.00024971,0.032,0.0085548,0.0065122,-1.9787e-06,0.013797,0.0022981,-0.00011909,-0.0019831,0.034218,-0.0014512,-0.0031918,4.8798e-08,0.5064,0.0008461,-5.2385e-16
-5.4729e-07,0.0018034,-0.0085707,0.0059175,-0.0001797,0.0001479,-1.167e-06,-0.015712,0.3763,0.069967,-0.00062993,6.5183e-06,-0.0058861,-0.3916,-0.010941,8.1542e-06,-0.43617,-0.27665,-0.023492,0.23967,0.4394,-0.013842,0.019318,4.9729e-06,0.00099619,0.17156,-0.072453,-0.035685,-1.2128e-06,-0.13041,-0.019523,-3.4599e-05,0.028276,-0.35596,0.013608,0.0080296,1.7153e-09,0.010898,0.00073091,1.4623e-15
-0.00027781,0.0075174,-0.034347,0.99897,-4.104e-05,8.5384e-05,-1.071e-05,0.02523,-0.0059957,-0.0013145,-0.0057008,4.5569e-06,-0.00012387,0.0058324,-0.0078879,1.1998e-06,0.0033915,-0.00071371,-0.00065144,-0.0029684,0.0012304,-4.3613e-05,-0.0013254,-3.0768e-06,3.7569e-05,-0.00024043,-0.00058105,-0.00027899,8.1369e-07,-0.00075091,-8.0202e-05,4.9589e-05,7.7036e-05,-0.00018968,-5.5095e-05,-5.1819e-05,-2.0548e-09,0.00018376,-6.1321e-06,-9.2607e-18
-0.0016458,-9.6573e-09,4.5011e-08,-1.5354e-06,1.4814e-10,-3.0256e-08,-0.06143,2.5589e-07,2.1146e-07,5.3212e-08,2.4086e-05,0.084783,-1.1002e-07,2.8779e-06,-1.6631e-05,-0.65495,-1.621e-05,1.2286e-06,9.0246e-07,4.1829e-06,-3.3184e-06,1.964e-07,4.7598e-05,-0.40531,7.4918e-07,-1.5461e-06,-2.0205e-06,-9.2154e-07,-0.010165,-2.8219e-06,-9.7382e-07,-0.0061314,-2.5411e-07,1.9252e-07,1.6329e-08,1.2286e-08,-0.62902,3.5521e-08,-2.1053e-11,5.1563e-16
-1.7615e-07,9.9987e-06,-5.3022e-05,0.0020976,-1.2598e-05,-4.2411e-05,-5.5792e-07,-0.044643,-0.0020659,-0.00209,0.12557,-3.7228e-05,0.0067145,0.013983,-0.11681,3.3955e-06,0.010244,0.0010029,-0.0016121,-0.012066,-0.020788,0.0019083,0.98314,0.00011513,-0.0049652,0.030995,0.0040618,0.005572,-1.7889e-06,0.0032171,0.00053722,-6.9511e-05,8.8786e-05,0.0059831,-0.00029505,-0.00013569,2.4051e-09,0.0033625,-1.4292e-05,2.827e-16
