-4.2852e-07,0.00067278,-0.010003,-0.99987,9.9759e-27,7.5905e-07,0.00015817,0.01277,0,-0.00043194,-2.3567e-21,-2.2339e-05,5.7496e-20,-9.603e-20,-1.5322e-05,8.817e-08,-2.0236e-06,-2.4756e-06,8.2089e-07,-9.2826e-06,5.1799e-06,8.5905e-09,7.2451e-07,0.00013895,-0.00021266,8.2575e-07,3.4539e-08,1.025e-08,9.0502e-06,-0.00074194,-4.5825e-07,-0.0018882,4.4784e-05,2.7152e-06,4.968e-05,-2.0941e-05,-2.0974e-06,-4.1105e-07,-6.596e-06,-1.6852e-07,-1.942e-08,-8.079e-18,0,0,0,0,0,0,0,0,0,0
-1.2378e-11,0.016032,0.00087351,8.4176e-06,-1.3878e-16,-1.1674e-11,0.003296,-1.9685e-07,0,1.8647e-08,-6.9069e-16,-0.048916,-2.4338e-17,-1.791e-16,-0.4859,2.1266e-09,0.74227,0.032291,0.0021889,-0.01656,0.042739,2.5901e-11,-0.20387,2.4654e-07,-5.7088e-07,0.12519,3.1567e-10,-0.0071172,8.1633e-08,-1.3306e-05,0.03808,-0.0045236,-0.34384,-1.8123e-06,0.10802,-1.5342e-07,-0.016981,-0.00025657,-3.8964e-08,-0.13485,-2.9579e-11,1.1105e-15,-2.1395e-16,-4.1421e-16,-2.6618e-16,2.7524e-16,2.991e-16,7.3321e-16,-1.142e-16,1.064e-16,1.647e-16,-4.6491e-16
-5.3665e-10,0.8254,0.52007,-0.0046136,-3.6429e-17,3.9179e-10,0.21619,4.7137e-06,0,-6.8451e-08,-3.4147e-16,-0.0047448,-1.4324e-17,1.7419e-17,0.019531,-7.5748e-12,-0.0043109,-0.01536,-0.0010135,0.018474,-0.020229,-2.3418e-12,0.0068338,-9.46e-09,1.4363e-08,-0.0020518,-2.8804e-12,-0.0011329,-9.434e-11,-5.9479e-08,-0.00060473,-4.4263e-05,-0.003384,-1.9136e-08,0.0011421,3.4926e-08,-0.0019838,-0.00072681,-1.3794e-09,-0.00052593,-5.6662e-13,-3.283e-17,-2.7222e-17,-2.2003e-17,5.9243e-18,-2.3266e-18,6.9844e-18,3.3791e-17,-2.3164e-18,1.4796e-18,-8.5125e-18,1.4284e-17
3.4369e-17,1.1102e-16,2.2204e-16,-1.7347e-18,-1.0175e-16,1.1161e-17,-7.0473e-18,-5.5511e-17,0,-3.1919e-16,1,-6.7789e-15,8.3054e-16,6.1079e-17,-9.7578e-17,-1.7498e-16,1.9906e-16,-1.1146e-16,-2.0136e-16,-3.799e-16,-3.7405e-16,1.1748e-16,-1.4553e-16,2.4286e-17,1.7347e-16,1.6914e-17,-1.5924e-17,-4.7937e-17,1.1709e-17,-5.5511e-17,2.4029e-17,5.5511e-17,-3.9725e-16,-2.3094e-17,-5.2042e-17,9.194e-17,1.8648e-17,-1.2085e-16,-1.2577e-17,4.2623e-18,1.8068e-17,1.3668e-16,7.5323e-18,-6.402e-17,-2.1691e-16,-6.1473e-17,-3.0684e-17,3.085e-16,5.3807e-18,-1.1201e-19,4.0454e-17,5.4182e-17
-2.5746e-12,0.0020242,-0.0046909,5.2077e-05,-4.1851e-17,-1.14e-11,-0.00080196,-1.8572e-07,0,1.5385e-08,-2.575e-16,-0.081235,5.213e-16,1.2956e-16,-0.078153,5.566e-10,0.23216,0.017064,-0.00094323,0.016467,0.017302,-1.3161e-11,0.63938,3.6254e-07,-5.1202e-08,-0.12584,-2.3639e-10,0.0066889,-6.098e-08,1.1757e-05,-0.037484,0.0050038,0.38186,2.1712e-06,-0.13164,3.0804e-08,0.034445,0.063482,2.0052e-07,-0.58141,3.7489e-11,-1.7408e-16,3.3077e-16,1.5051e-15,1.3131e-15,-7.8349e-16,1.8101e-15,4.6513e-16,1.7255e-16,-1.0512e-15,5.0365e-16,8.1108e-16
2.6888e-17,-1.3878e-17,2.7756e-17,2.1684e-19,-2.0517e-15,-9.7036e-18,1.3878e-17,0,0,1.1102e-16,-1.3341e-16,-6.9389e-17,-0.042991,-0.40349,1.4051e-16,2.4327e-15,-6.377e-16,-5.0453e-16,-1.2859e-15,6.7101e-16,-3.9527e-16,-2.1317e-16,3.175e-16,-1.7217e-16,-1.0538e-15,-2.8129e-16,-6.7876e-16,5.926e-17,-1.0656e-15,-8.6389e-16,-5.8358e-16,-3.2058e-15,5.3733e-16,2.2479e-15,-3.6126e-16,-2.6335e-16,-1.1018e-16,-8.3619e-18,6.1734e-16,-5.6704e-17,-1.9695e-16,0.85652,-0.017562,0.039308,-0.03008,-0.10462,-0.20086,0.063794,0.023725,0.001777,-0.022059,0.20628
-0.0038828,-6.9427e-12,1.4857e-10,1.8371e-08,-1.8366e-16,0.016865,-6.8338e-12,2.4211e-06,0,0.00012729,2.1312e-16,1.8339e-11,5.0543e-16,4.1892e-15,5.7781e-10,0.67955,-1.4919e-09,-3.0527e-10,5.8614e-11,-6.3e-10,3.3271e-10,-0.47064,8.5598e-11,5.519e-05,0.00024924,-3.0961e-10,0.19844,-9.5896e-13,1.3571e-05,-1.1894e-05,-2.9221e-12,-3.7704e-06,5.3845e-08,-0.0016421,-1.4714e-08,5.4454e-05,1.0926e-09,1.7325e-11,-1.9784e-05,-6.3741e-13,0.0012225,-0.15904,-0.11332,0.19214,0.016491,-0.064175,-0.40065,0.029346,0.019132,0.022626,-0.068501,0.17503
-5.5718e-12,0.0097171,0.010559,-0.00010399,7.1621e-17,2.1916e-11,-0.023494,-1.2723e-08,0,-3.5759e-09,6.2648e-17,-0.00053425,1.2208e-16,-2.6899e-15,0.13167,6.97e-12,0.054864,0.31946,0.80012,0.011007,0.21996,1.0062e-11,-0.020874,2.3442e-08,-2.9356e-08,0.005656,3.617e-12,0.35349,1.8752e-09,8.3568e-08,0.24892,0.00034846,0.026132,1.2055e-07,-0.0070981,3.1087e-08,-1.2682e-05,0.0051111,5.2706e-09,0.0023687,1.8534e-12,-1.8988e-16,1.0807e-15,1.5821e-15,-4.0424e-16,-6.3664e-16,1.7347e-18,-1.1417e-16,1.4658e-16,-4.5981e-16,3.5345e-17,1.4329e-15
0,-1.0842e-19,-2.1684e-19,0,-2.145e-15,-2.4286e-17,0,-8.6736e-19,0,1.3878e-17,2.1406e-17,-1.1102e-16,-0.043998,-0.41293,6.9389e-16,2.5405e-15,5.6379e-16,3.0878e-16,-1.5396e-16,-1.3878e-16,5.1348e-16,3.5573e-16,8.9403e-16,1.3878e-16,7.7716e-16,-1.3336e-16,6.1535e-16,5.6332e-16,-5.794e-16,-7.494e-16,-1.7922e-16,9.8532e-16,4.4279e-16,-1.6823e-15,2.3245e-16,1.8908e-16,1.1666e-16,3.2567e-16,-2.5153e-16,-1.4266e-15,-1.2541e-16,-0.17858,-0.43468,-0.65149,0.13377,0.18877,-0.091651,-0.2861,-0.033689,0.12403,-0.087404,0.11972
-1.7347e-18,-1.6941e-21,0,-2.1176e-21,-1.3479e-15,1.1102e-16,1.7347e-18,-3.2526e-19,0,0,1.1597e-16,0,-0.02768,-0.25978,-8.3267e-17,2.6283e-15,-2.047e-16,1.0061e-16,-2.2022e-15,-7.6328e-16,4.7184e-16,6.0549e-16,-4.3108e-16,8.8818e-16,-7.7716e-16,5.4123e-16,1.0233e-15,-5.513e-16,-3.1745e-16,-8.8818e-16,-5.3289e-16,1.6098e-15,-1.2282e-15,-6.3299e-15,1.2282e-15,-1.648e-16,-4.2934e-16,-3.6164e-16,3.3654e-16,1.283e-15,8.0619e-16,-0.25225,0.30921,-0.11484,0.16356,-0.35113,0.28857,0.22684,0.061949,-0.16721,0.14889,0.64852
