-0.77113,-0.63532,3.1434e-007,-1.9857e-005,-7.6845e-008,0.008469,-0.00060021,0.034075,0.014515,-0.014619,0.0035782,-2.0684e-008,-1.2831e-005,0.0010696,-1.0223e-009,-0.002025,1.706e-008,2.1762e-007,0.0017892,0.00077558,-0.0031163,-0.0037295,-0.00017838,0.0013073,0.0041357,-0.0022462,-1.0949e-009,-0.00079018,-1.2724e-007,-0.00037058,-1.0321e-005,-9.9222e-010,0.00076575,0.0001379,1.0888e-005,2.7094e-017,0
-0.0036136,-0.0019949,1.2794e-009,-2.4181e-007,-1.4139e-009,-0.00077925,-0.00048312,-0.10059,0.0020592,0.064606,-0.097651,8.5535e-008,0.02473,0.081851,4.1524e-009,-0.052274,-1.9859e-007,8.6854e-005,0.58149,-0.1684,-0.12729,0.062013,-0.0011345,-0.31265,-0.10933,-0.11224,3.7495e-009,-0.0062955,1.843e-007,-0.22184,-4.9236e-005,-3.8328e-009,-0.019457,-0.63797,-0.025164,-2.3722e-015,6.3043e-017
-0.00032043,-0.00019668,1.223e-010,-2.2191e-008,-1.2902e-010,-6.48e-005,-3.6744e-005,-0.0069469,-0.0031172,0.029806,-0.04627,4.1238e-008,0.012296,0.026241,1.6526e-009,-0.0091319,-5.6042e-008,3.4877e-006,0.017995,0.12426,-0.018631,0.00010858,-3.0707e-005,-0.012612,-0.034168,-0.21156,-8.0673e-009,-0.0025516,-6.2651e-007,0.14958,5.2345e-006,-3.6549e-011,0.019758,-0.00019336,-0.00075945,0.95447,0.0039031
-0.00048565,-0.00060781,-5.1927e-005,0.017377,7.8985e-005,0.00025853,0.99877,-0.0046065,-0.00043959,0.00044379,-0.00011478,1.4317e-005,4.4425e-007,-4.1824e-005,6.0677e-007,0.00010675,-5.6526e-006,8.3534e-006,-0.00037512,-0.00026778,-0.0011339,0.00022149,-0.025496,6.0083e-005,0.00012794,-4.2634e-005,-1.647e-006,-5.7982e-006,-0.000211,5.565e-006,-0.03846,-4.5317e-006,7.7485e-006,1.456e-007,6.6719e-009,-6.1203e-016,1.1127e-017
-0.020573,0.037512,-1.4751e-008,7.8757e-007,4.1143e-009,0.99475,-0.00027503,-0.0045941,-0.0097515,0.0075305,-0.014584,9.5933e-009,-0.069558,-0.0010901,2.548e-010,-0.0093684,2.6814e-009,-3.4342e-008,-0.00018696,-0.00025649,0.00016984,-0.0024031,-6.2852e-005,0.0001643,0.0015522,-0.0016238,-2.1458e-008,0.056153,1.6087e-007,-0.0030201,5.5457e-006,6.7767e-010,0.012391,0.00022126,-0.0033077,-1.3483e-016,-5.6514e-018
-0.013885,0.0062143,-1.3451e-009,-3.102e-007,-1.9456e-009,-0.0046585,-0.0001368,0.015374,-0.458,0.23775,0.58137,-2.3548e-007,-0.068877,0.54749,2.6534e-009,-0.16244,2.5914e-008,4.9629e-006,0.030138,0.13146,-0.063618,0.12546,0.0020736,0.066915,0.021755,0.024904,-1.7037e-008,0.044448,9.4022e-008,-0.033709,-2.6465e-005,-4.1022e-009,-0.13134,0.004984,-0.020527,1.8452e-015,4.2962e-018
-0.0031058,0.0055511,-2.1713e-009,1.0468e-007,4.9844e-010,-1.5744e-005,3.0039e-005,0.00070823,-0.054543,0.033689,0.050738,1.3029e-008,0.066735,-0.35943,2.6779e-008,-0.90051,1.3158e-007,3.2668e-006,0.018846,0.089365,0.0075922,-0.16865,-0.0037901,-0.017582,0.029093,0.035008,2.5761e-008,-0.082381,-7.5949e-007,-0.0078049,-5.343e-005,-5.4267e-009,-0.030974,0.0048483,-0.04058,-3.0125e-015,8.0976e-018
-0.027658,0.0084712,-9.2206e-010,-7.8322e-007,-4.7706e-009,-0.0095681,-0.00043447,0.0026492,-0.84503,0.076733,-0.29254,2.4862e-007,0.052363,-0.37038,1.9704e-009,0.15266,-5.7319e-008,-6.0143e-006,-0.03669,-0.10922,0.013615,0.11843,0.0029981,-0.00857,-0.037549,-0.0013187,5.3224e-009,0.010578,8.4669e-007,0.031714,7.3397e-005,6.9478e-009,0.0059076,-0.0051727,0.011422,-2.296e-015,-1.8767e-017
-4.1645e-007,-7.8245e-007,-2.3634e-006,0.00078069,3.5119e-006,4.8848e-006,0.034196,-0.00019339,-0.00013201,0.00020123,-8.4502e-005,-1.4772e-006,4.5108e-007,-5.8323e-005,5.5915e-008,0.00022958,-4.5432e-006,1.4481e-005,-0.0014155,-0.0010592,-0.0049378,0.001268,-0.15006,0.00053265,0.0013931,-0.0006526,3.9689e-005,-0.00021825,0.0046313,-0.00022381,0.98806,0.00012773,-0.00012361,-1.5008e-006,-6.6608e-008,-1.1466e-015,-1.7565e-016
-0.013534,-0.0013439,2.0193e-009,-6.1814e-007,-3.6175e-009,-0.0057931,-0.00051412,-0.05641,0.05532,0.5602,-0.61588,4.9617e-007,0.12324,0.39955,7.0931e-009,-0.14374,8.0289e-009,-1.9802e-005,-0.13529,0.088688,0.031509,-0.036271,-0.00020408,0.053833,0.047887,0.25808,8.4823e-009,0.010417,9.0363e-007,-0.062744,3.8147e-005,3.7033e-009,-0.019837,0.013583,0.0046507,2.371e-015,5.2639e-017
-0.00066737,0.0012337,-4.8569e-010,2.5562e-008,1.3009e-010,0.019624,-1.4853e-006,-1.3925e-005,0.0091613,-0.0048647,0.041299,-3.0604e-008,0.324,-0.00071598,-2.0773e-009,0.060596,2.5851e-009,-1.2266e-006,-0.0074936,-0.0097057,-0.0030913,0.023335,0.00044635,-0.0056054,-0.003427,0.012674,-2.0244e-009,0.009645,1.6422e-007,0.0044946,1.8968e-005,2.5e-009,0.055328,0.034156,-0.94016,3.9562e-015,5.0058e-017
