-1.1507e-10,0.00086278,-4.4644e-11,0.00026089,-4.1154e-06,2.7477e-12,-4.6328e-05,0.0049989,-9.2166e-11,-0.025882,0.071532,-1.4227e-14,2.453e-10,-7.2318e-11,5.0572e-10,1.3516e-10,-1.9586e-10,-0.25671,7.4551e-05,-0.033444,1.1526e-09,0.18088,-4.2118e-10,-0.14039,1.1772e-09,2.8243e-09,0.10764,-4.2318e-08,-2.6815e-08,-0.015152,0.0023743,1.316e-07,0.025285,-0.0038959,-0.073916,0.00027885,1.046e-09,5.0636e-12,0.10002,-0.036033,-6.0624e-09,0.076728,1.478e-08,8.8074e-05,1.9165e-08,-0.026919,-3.445e-05,-1.5318e-06,-0.033668,0.1085,4.129e-10,4.2831e-10,9.5299e-05,0.13094,-5.6993e-11,-0.017602,-0.00035531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.89918
-0.00035392,0.0019216,7.4354e-06,-0.024518,-0.99844,1.786e-05,0.048625,0.00045354,2.2946e-05,-1.5392e-05,-3.7037e-06,1.6553e-10,-3.1586e-06,4.2878e-07,-2.4727e-06,-6.1889e-07,1.1935e-06,2.2515e-06,-0.0097483,-6.6797e-05,1.767e-06,2.0608e-06,-1.6079e-07,3.6807e-06,-4.8113e-07,-1.3336e-06,1.6444e-05,-1.1487e-06,-2.3118e-06,-0.00031939,-0.0052222,-5.8559e-07,0.00012919,-0.00025416,-3.3117e-05,-0.0054101,-2.2057e-06,-3.9839e-09,5.4774e-06,5.7138e-06,-6.9797e-07,-1.8753e-05,-3.4003e-07,0.00025501,-6.5136e-07,-6.1813e-05,-0.00081872,-6.3073e-05,2.7416e-06,-1.2227e-06,-1.9646e-08,1.0919e-07,-0.00015035,-6.7787e-07,7.7731e-09,-4.9474e-08,7.4051e-08,-7.275e-17,2.743e-17,-1.7778e-16,-1.2208e-16,3.8055e-17,3.0466e-17,-9.602e-17,6.5052e-19,1.2794e-17,0,-6.0607e-17,4.9331e-17,2.5479e-18,9.0531e-17,5.8547e-18,9.5681e-17,7.481e-17,-3.5291e-17,1.6914e-17,9.1724e-17,-1.301e-17,-7.0473e-18,5.1012e-17,-2.6739e-17,-2.3778e-17,-3.8381e-17,-5.8547e-18,-9.5952e-18,-5.5511e-17
-4.6645e-07,1.5603e-05,2.151e-08,-0.00028006,-0.0040655,7.9639e-08,-0.0074286,-5.5711e-05,4.4873e-07,2.5582e-06,4.1287e-06,2.9719e-11,-7.4764e-07,1.7738e-07,-1.1404e-06,-2.9872e-07,6.5757e-07,-0.00016863,-0.0065842,0.0012681,1.8224e-06,7.2655e-06,-2.514e-07,0.00012895,-1.2001e-06,-3.5583e-06,-0.0014964,-5.6281e-06,-2.4887e-05,0.040252,0.77525,4.4956e-05,-0.065048,-0.13168,-0.001151,-0.025395,7.4952e-06,1.3937e-08,-4.5192e-05,0.00040164,2.1408e-06,7.265e-05,1.6687e-06,0.16891,1.0714e-06,0.00013339,0.0019155,0.00015091,0.00088835,0.00057878,7.6261e-08,-1.7194e-06,-0.58863,0.00018151,2.9222e-09,-0.00010387,0.0001356,-3.3307e-16,3.6429e-16,1.929e-15,2.6819e-15,-1.36e-15,1.0825e-15,0,-9.4369e-16,0,2.2204e-16,-2.498e-16,-1.1102e-16,-1.0408e-16,-4.1633e-17,5.3429e-16,2.7062e-16,-9.1593e-16,4.8746e-16,-1.3878e-17,-7.7716e-16,5.5511e-17,2.2204e-16,5.5511e-17,-7.841e-16,7.9624e-16,9.7145e-16,9.7145e-16,-1.1796e-16,-6.5226e-16
-4.0366e-10,0.0032085,-1.6927e-10,0.001039,-1.6537e-05,1.1285e-11,-0.00024363,0.028563,-4.475e-10,-0.32099,0.71657,-7.4472e-14,5.1694e-10,-1.9264e-11,9.8719e-11,2.4637e-11,-4.8631e-11,-0.039331,1.555e-05,-0.0085818,9.9322e-10,0.060051,-2.8924e-10,-0.17302,1.344e-09,3.0584e-09,0.1999,-8.6707e-08,-1.8075e-07,0.26116,-0.019076,-9.4539e-07,-0.12527,0.02695,0.014029,-0.00047754,-1.9718e-09,1.725e-11,0.065786,0.043053,1.9659e-09,-0.044476,-7.9714e-09,-4.3707e-05,-8.2433e-09,0.0064904,5.9075e-06,1.969e-07,0.0068837,-0.019615,-1.203e-10,3.2984e-10,5.2031e-06,0.084622,-3.1192e-11,0.074173,0.00047897,0.1392,-0.11134,-0.04116,-0.040555,0.17149,-0.062418,0.048399,0.06578,0.0079021,0.083716,-0.0041761,-0.066912,0.07914,-0.012725,-0.019843,0.013092,0.18737,-0.14065,0.041829,0.061785,0.09232,0.0071259,-0.028325,-0.0054502,-0.071073,-0.084939,-0.071862,0.0092118,0.14158
-1.7522e-10,0.0012837,-6.5908e-11,0.0003793,-5.9928e-06,4.5659e-12,-5.7857e-05,0.0058139,-1.2667e-10,-0.00546,-0.0042648,-8.4376e-15,2.3679e-10,-7.2762e-11,4.9981e-10,1.3436e-10,-2.9186e-10,-0.069012,2.3995e-05,-0.010083,-3.1811e-10,-0.098234,4.0458e-10,0.25561,-1.1127e-09,-9.0922e-10,0.13484,-5.1925e-08,-1.0693e-08,-0.063112,0.0065701,3.4917e-07,0.072121,-0.017518,-0.012727,0.00036046,1.7053e-09,-1.1554e-11,-0.023,-0.064156,-3.9349e-09,0.093224,1.8923e-08,9.9971e-05,2.5298e-08,-0.034656,-4.3506e-05,-1.9055e-06,-0.036246,0.11711,4.326e-10,5.4151e-10,0.00010599,0.15663,-6.6632e-11,-0.0096415,-0.00033794,0.37773,0.39455,0.36022,0.15849,-0.14273,-0.064796,0.23981,0.19372,-0.076479,0.19662,0.30884,-0.25198,-0.008961,-0.15802,-0.054192,0.0076475,0.014367,-0.073953,-0.078939,-0.048534,0.07265,-0.022535,-0.099571,0.02115,0.0092804,-0.037653,0.014929,-0.028344,0.028124
-2.0082e-10,0.0014713,-7.5538e-11,0.00043473,-6.8684e-06,5.233e-12,-6.6312e-05,0.0066634,-1.4518e-10,-0.0062578,-0.0048879,-9.6266e-15,2.7139e-10,-8.3394e-11,5.7284e-10,1.54e-10,-3.3451e-10,-0.079096,2.7501e-05,-0.011557,-3.6459e-10,-0.11259,4.637e-10,0.29296,-1.2753e-09,-1.0421e-09,0.15454,-5.9513e-08,-1.2255e-08,-0.072333,0.0075301,4.0019e-07,0.082659,-0.020078,-0.014587,0.00041313,1.9545e-09,-1.3243e-11,-0.02636,-0.07353,-4.5098e-09,0.10685,2.1688e-08,0.00011458,2.8994e-08,-0.03972,-4.9863e-05,-2.184e-06,-0.041542,0.13422,4.9582e-10,6.2063e-10,0.00012148,0.17952,-7.637e-11,-0.01105,-0.00038732,-0.29472,-0.46033,-0.15108,-0.45666,0.058289,-0.16345,0.15058,0.036135,-0.030385,0.081909,0.24861,-0.27073,-0.066714,-0.02526,-0.13281,0.01815,-0.063372,0.015357,-0.11277,-0.064207,-0.049917,0.0051268,-0.060452,0.0091548,0.05998,0.043752,0.056856,-0.007885,0.032233
-1.804e-09,0.0003447,2.3264e-10,-0.0029833,1.353e-05,9.2491e-10,-0.0026747,6.4334e-05,-1.373e-08,-3.5229e-05,-5.4416e-05,-5.9997e-13,1.5064e-08,-3.6246e-09,2.3464e-08,6.1682e-09,-1.3784e-08,0.0014941,0.00015306,-0.011038,-3.7885e-08,-2.6006e-05,5.4936e-09,-0.00055127,2.7781e-08,8.3098e-08,0.0039263,1.4078e-07,6.9245e-07,-0.014201,-0.023804,-1.4077e-06,-0.042287,-0.10769,-0.00075414,0.014609,6.0963e-07,3.1512e-10,0.00027905,-0.013819,-2.2905e-09,-0.022517,-1.4294e-08,-0.0013053,-9.9332e-09,0.0025396,-1.6277e-05,-1.5171e-06,-0.89441,-0.28172,1.7014e-09,-1.82e-08,-0.0062719,0.010882,1.5979e-10,-0.0079012,-0.32437,-4.4748e-15,4.8566e-15,-9.0909e-15,-6.0665e-15,1.1546e-15,-3.0563e-15,2.8296e-15,2.3753e-15,-3.8557e-15,-1.7607e-15,3.1241e-16,-3.6267e-16,-9.5486e-16,-1.5434e-15,2.5424e-15,-3.5067e-17,1.0527e-15,-1.1096e-15,-8.6297e-16,1.0339e-15,2.0131e-15,-2.1174e-16,-2.5216e-16,1.377e-15,-2.0545e-15,-4.6047e-16,-3.9023e-16,-3.9867e-16,6.1062e-16
-0.00051771,-9.8149e-10,-8.5939e-05,1.435e-08,6.0065e-07,8.8362e-05,-5.6832e-08,-6.0802e-10,0.010963,2.0924e-11,1.8068e-10,1.3133e-06,-0.26787,-0.0244,0.19889,-0.15971,-0.03709,-1.1343e-10,-9.0973e-08,-3.5492e-09,-0.13704,-5.5922e-10,0.003264,-1.0958e-09,-0.0096135,-0.063539,4.1214e-08,0.11506,-0.00038144,8.2538e-08,1.4571e-06,-0.0037461,-3.0188e-08,6.4305e-08,1.2064e-08,2.6713e-06,-0.031203,-0.0018452,6.6813e-10,1.0336e-09,0.014648,-7.7993e-10,0.026524,-1.497e-07,0.0062191,4.0234e-08,1.1578e-06,-0.0005484,9.0813e-10,-5.2559e-10,0.041081,-0.054428,1.2663e-07,6.0661e-11,-0.0061501,1.038e-12,-1.4604e-13,-0.14448,0.52846,-0.59626,-0.18284,0.024605,-0.090955,0.16268,0.13756,-0.12978,-0.06347,0.021444,-0.0074102,-0.020549,-0.052148,0.14639,0.057488,0.039543,-0.036179,-0.06404,0.042454,0.088373,-0.019095,-0.0050694,0.037771,-0.077841,-0.027925,-0.01461,-0.014576,-1.3635e-15
-8.9421e-10,0.0063351,-2.9583e-10,-0.0010256,5.1594e-05,-6.4717e-10,7.0838e-05,0.021018,2.6914e-10,-0.031631,0.060185,-9.1156e-15,8.6474e-11,4.2966e-11,-5.0711e-10,-1.7307e-10,9.9585e-10,-0.35732,4.1084e-05,-0.0068662,-9.7821e-10,0.04018,3.6329e-11,0.22142,-3.4027e-09,-9.2791e-09,-0.21964,7.5132e-08,-8.8617e-08,0.30444,-0.02588,-1.3202e-06,-0.19188,0.038657,0.024917,-0.00040819,-1.6361e-09,4.9729e-12,0.074735,0.033542,-8.5411e-09,0.033316,3.9354e-09,7.827e-05,1.2596e-09,-0.00074468,-2.6906e-06,-2.1448e-07,-0.077163,0.24397,1.2432e-09,-1.4035e-09,0.00011906,-0.27843,7.9874e-11,-0.49369,-0.003886,-0.18034,-0.032327,0.15451,0.10244,0.084788,-0.07,0.097587,0.012788,-0.24934,-0.11363,-0.064803,0.075798,-0.069523,-0.12967,0.15029,0.020754,-0.049598,-0.0070543,-0.058565,-0.04499,0.069373,-0.012901,-0.035219,0.0056341,-0.020079,0.06662,-0.0045069,-0.0082748,0.053782
-2.6647e-07,0.98128,-4.2762e-08,0.17392,-0.0026047,1.8845e-09,-0.0038278,-0.079864,-2.2082e-08,0.011669,0.0026549,-1.3531e-13,2.6122e-09,-3.8325e-10,2.2932e-09,5.8606e-10,-1.2457e-09,0.0047783,1.8519e-05,-0.0066396,-1.0991e-09,-0.0018684,1.2528e-10,-0.005328,5.166e-10,1.4575e-09,0.0050982,-3.0742e-10,7.2025e-09,-0.0048584,9.0528e-05,5.0732e-10,-0.0075664,0.0027318,0.00041384,-9.3462e-05,-3.593e-10,3.3075e-12,-0.0023607,-0.0038705,1.1639e-09,0.0039713,1.7018e-09,2.1905e-06,3.5768e-09,-0.0057517,-7.0178e-06,-2.9155e-07,0.00068489,-0.0023471,-2.3621e-11,4.6606e-11,-2.1379e-06,-0.002007,3.0359e-12,-7.3839e-05,-1.7027e-05,-1.8215e-17,-6.863e-17,-6.0715e-18,-1.1926e-17,-2.1034e-17,2.0383e-17,2.1467e-17,-2.4828e-17,-3.0791e-17,-3.2743e-17,8.4026e-18,4.0115e-17,-1.6046e-17,-1.648e-17,-1.9299e-17,3.2526e-18,-2.8189e-18,4.3756e-17,3.1225e-17,-2.2877e-17,-2.8515e-17,3.9085e-17,-1.5938e-17,4.3368e-19,3.3461e-17,1.5829e-17,-1.6643e-17,1.4664e-17,-3.8164e-17
