-1.303e-05,-0.038468,0.015214,-0.020556,0.00019018,-0.031534,0.010575,-0.34923,0.053812,-0.099357,0.049472,-0.30947,0.049277,-0.00085074,-0.22811,0.25213,-0.039507,0.19627,-0.15426,0.17372,-0.00011339,-0.29906,0.29359,-0.07315,-1.5758e-06,-0.042441,-0.1564,0.0031496,0.134,-0.058329,-0.011904,-0.084636,0.2922,0.021024,-0.023253,-0.017772,-0.00010543,-0.090859,-0.010499,0.14098,-0.0054423,-0.046544,-0.058513,-0.016281,-0.046086,-0.00014035,0.078362,0.005034,0.00014074,0.1391,-0.10711,-0.17989,-0.11375,0.19798,0.087563,0.23083,-0.061221,-0.0027573,-0.073848,0.019339,0.008748,0.025913,0.010464,0,0,0,0,0,0
-8.948e-07,-0.0035981,0.0022841,-0.0044557,4.8156e-05,-0.0099561,0.0023661,-0.0096253,-0.0012253,-0.012476,-0.056414,0.0093523,0.099114,0.00012208,0.020673,0.0041829,0.10335,0.018829,-0.023758,-0.01402,1.6567e-05,0.092961,0.047533,0.071993,3.4605e-07,0.032081,0.021824,-0.0010153,-0.030533,0.1619,-0.14122,-0.13408,0.016537,-0.053925,0.12088,0.33275,-0.0004382,-0.061146,-0.19348,-0.04627,-0.099002,0.23563,0.060487,-0.09586,0.07347,0.00018303,-0.18419,-0.21215,0.00079751,0.067374,0.32562,0.40848,0.047936,0.447,0.082849,0.23972,-0.071544,-0.0031055,-0.077178,0.044566,0.0035344,0.016113,0.0088895,5.7593e-16,7.494e-16,1.8319e-15,-1.027e-15,-4.5103e-16,2.8623e-15
-2.5088e-06,-0.0023606,0.0066078,-0.007323,5.0034e-05,-0.0038286,0.00056658,0.034868,0.032499,0.020609,-0.012294,0.020655,-0.1351,-0.00023779,-0.13537,-0.063642,0.070191,0.19699,0.050794,-0.43333,0.0004714,0.13022,0.32372,-0.3105,1.8131e-05,0.027276,0.07607,0.00026062,0.027683,0.090571,0.08569,0.018729,0.019017,-0.020473,0.00080922,-0.039905,0.0001709,0.069766,0.029353,0.070666,-0.021005,0.018212,-0.034166,0.021571,0.028096,6.3116e-05,-0.03916,-0.048318,0.00012589,-0.054417,-0.038646,0.019594,0.040165,0.0009807,-0.0076319,0.016202,0.0042795,0.00028101,0.0079413,0.0020044,0.0033014,0.0020296,0.0027017,-0.16677,-0.23481,-0.38904,0.44321,0.12729,0.080967
-1.5179e-05,-0.082111,-0.015824,-0.0064028,6.2196e-05,-0.0074018,-0.064053,-0.37503,0.24672,-0.095202,-0.0043586,0.21712,-0.3896,0.00035818,0.31634,0.11452,-0.031674,-0.064374,-0.33388,-0.037813,4.1368e-05,0.035836,-0.019021,-0.029252,-1.5911e-07,-0.022757,0.06336,0.0019101,0.098255,0.088788,0.046561,0.031692,-0.017774,-0.066157,-0.059261,0.041169,-4.3895e-05,0.061292,0.0048945,-0.12843,-0.032219,0.10769,0.18112,0.099622,0.099613,0.00022616,0.19863,-0.021429,0.00015277,0.063154,-0.020139,0.096939,0.048443,-0.18655,-0.02156,0.049188,-0.21935,-0.009097,-0.25369,0.0054769,-0.097138,0.093878,-0.016103,-1.4919e-16,6.9389e-18,2.0123e-16,1.249e-16,-2.7062e-16,-1.3461e-15
-0.0001166,-0.87685,-0.34866,0.12594,-0.00079014,0.071503,0.26894,0.090079,-0.038426,-0.014729,-0.0042764,-0.020453,-0.025474,-4.1608e-05,-0.0088093,-0.013184,-0.040985,-0.0020902,0.032754,0.01661,-3.1415e-06,0.013511,0.017065,0.012362,3.0518e-07,0.011635,0.0079472,-0.00021004,-0.010645,-0.0029714,-0.014515,-0.021833,0.0031317,-0.00022214,0.0019315,0.0033996,1.2348e-06,-0.00028509,0.00083762,0.011984,-0.00021757,-0.0062716,-0.0066471,0.0091617,-0.0046529,-1.0993e-05,-0.001216,-0.0011494,5.6082e-06,0.0018098,-0.0040859,0.0010146,0.0011401,0.002965,6.3989e-05,0.0016904,0.0028572,0.00012622,0.0034787,0.00084957,0.00064932,-0.0065006,0.0011445,-2.1684e-17,-2.4286e-17,-1.249e-16,1.8735e-16,-6.0715e-18,2.9924e-17
-2.2327e-06,-0.0038351,0.0035597,-0.0041741,2.1583e-05,0.00098446,0.0036114,-0.073026,-0.0073362,0.062319,0.059326,0.012849,0.076976,9.5586e-05,-0.0023663,-0.0743,-0.026537,-0.045267,0.052589,-0.0081588,4.1472e-05,0.16258,0.0048589,0.014562,-3.5515e-06,-0.054388,0.018793,-0.0023285,-0.098339,0.022693,0.022653,-0.12627,0.037352,0.028236,-0.31128,-0.048901,8.5705e-05,0.021226,0.15532,0.20394,0.071451,-0.20566,0.26827,-0.39802,-0.051689,-0.00037017,-0.39909,0.16495,-0.00034056,0.33742,-0.073212,0.15654,-0.017567,-0.23633,-0.0055267,0.23121,-0.09097,-0.0036682,-0.105,0.00719,-0.0041289,0.074535,-0.020535,1.919e-16,-1.236e-16,-3.0054e-16,3.7036e-16,-5.833e-17,8.2399e-16
-4.4977e-06,-0.014689,0.010354,-0.018516,0.00018487,-0.034726,0.013492,-0.17325,-0.18785,-0.27851,-0.13035,-0.032175,0.19075,-0.00027744,-0.22166,0.10748,0.22818,0.055009,0.032009,-0.0051409,4.1486e-05,0.15337,0.099811,0.21394,-4.0768e-06,0.082392,0.046705,-0.0031036,-0.13154,0.17566,-0.26078,0.11218,-0.019404,-0.022491,0.044996,0.21686,-0.00029962,0.065795,0.07572,-0.20997,-0.024991,0.16879,0.025378,0.1745,0.1309,0.00028584,-0.1267,-0.13057,0.00053368,0.087315,-0.18052,-0.16627,-0.017881,-0.40417,-0.058253,0.056732,0.040408,0.0018444,0.043861,-0.05115,0.065851,0.055181,-0.024999,2.2808e-16,1.7229e-16,2.486e-16,-3.2632e-16,-3.054e-16,3.3061e-16
-1.1442e-05,-0.06227,-0.013052,-0.00034547,2.172e-05,-0.0058537,-0.056911,-0.0061982,0.068715,0.24496,0.0049873,-0.073207,0.36834,-8.2706e-06,-0.14061,-0.041742,0.21431,0.0093423,0.13468,-0.079848,-9.4227e-05,-0.39911,-0.25203,-0.29949,2.0206e-05,0.042225,-0.075365,0.0019516,0.097602,0.025712,0.088982,0.13223,-0.12584,-0.061355,0.017734,-0.070102,0.00010579,0.11524,0.12075,-0.26974,0.057554,-0.016318,0.00013437,0.055992,0.06503,0.00019165,0.027346,-0.11427,0.00047905,0.078517,0.079146,0.10847,0.031045,-0.11754,-0.014362,0.080798,-0.22349,-0.0092959,-0.26097,-0.013114,-0.1157,0.10446,-0.027146,-1.3921e-16,-4.944e-17,-8.5001e-17,3.4521e-16,-1.9559e-16,-1.4976e-15
-2.9267e-07,-0.00048821,0.00077961,-0.0010066,8.3221e-06,-0.0011458,-0.0009819,0.003008,-0.0006522,0.00026922,0.0016054,-0.0029089,-0.0020811,-7.9126e-06,-0.0014194,0.00089535,0.00078691,-0.0020345,0.00048869,-0.0039793,8.8023e-07,-0.0012851,-0.0083946,-0.0026236,-3.1894e-08,-0.0028954,-0.0059627,-2.2522e-05,-0.00097851,-0.0031304,0.00048491,-0.0064554,-0.0040408,0.0010433,0.00099364,-0.00088024,-1.5e-05,-0.012159,-0.0032292,-0.010579,0.0038631,0.00078779,-0.0008098,-0.0022553,-0.0079362,-2.7615e-06,-0.0058488,-0.018554,6.7701e-05,0.0025778,0.012058,0.0087941,-0.011482,-0.048421,-0.0052276,0.013821,0.0098333,0.00028446,0.0050368,-0.064023,-0.027263,0.11139,0.9893,-2.1757e-15,-2.8227e-15,-2.8489e-15,3.5739e-15,-1.1322e-15,9.4732e-15
-0.0070656,3.8546e-06,-1.1599e-05,-3.3203e-05,-0.0063302,-2.8863e-05,-1.2368e-06,-3.9953e-06,-1.622e-07,2.3594e-06,2.766e-06,9.2353e-06,1.2607e-05,-0.022389,5.0381e-05,-3.7169e-05,1.7068e-06,-3.3205e-06,8.2078e-06,-1.5655e-05,-0.0092936,-1.2519e-05,1.9558e-05,1.4071e-05,-0.056401,4.0216e-06,2.1415e-05,-0.034236,0.00076489,-0.00013491,-6.3792e-05,4.8646e-05,2.1527e-05,-0.00010238,-1.9904e-05,0.00014822,0.11029,-0.00015152,3.4886e-05,5.1073e-06,-2.7092e-05,-4.6179e-05,2.232e-05,4.1413e-05,-0.0009114,0.52193,-0.00020914,0.003341,0.84253,-0.00061153,-9.2086e-06,4.5079e-05,3.1557e-05,1.9119e-05,5.6384e-05,3.0602e-06,-9.1158e-05,0.023135,-0.00073099,6.1385e-06,-1.1836e-06,-1.2175e-07,-1.531e-07,-4.1989e-16,1.0645e-16,-3.231e-16,1.3347e-16,1.3807e-16,-3.0319e-16
