-9.1734e-05,-1.9186e-05,0.00048713,-0.008242,8.0019e-05,-0.0018044,-0.00056596,0.00026043,-0.99995,-0.00023365,4.7771e-05,7.8646e-06,-5.6346e-05,0.00010269,-8.4123e-06,8.6601e-06,-3.17e-05,6.6144e-06,5.2973e-05,-0.00036813,-1.1932e-06,-1.2749e-06,-2.0141e-07,1.0506e-05,0.00013518,2.1083e-05,-5.7751e-06,-8.1553e-05,-1.0574e-05,-6.3327e-08,0.00016306,-3.2433e-06,-0.00011873,-1.2882e-05,-0.00026731,-1.0159e-05,-5.0732e-06,-9.8698e-05,-0.00022379,0.0056219,9.6615e-06,0.00010756,3.4592e-06,-0.00031891,-1.5765e-07,-4.8264e-09,-1.5094e-08,-1.2835e-16,0,0,0,0,0,0,0,0,0,0,0,0,0
-2.8431e-08,-9.1239e-09,4.952e-07,-0.0017221,3.9197e-08,-2.8248e-06,-7.0434e-05,9.0453e-06,-0.0045016,-1.9569e-06,-1.2589e-05,1.9831e-07,-5.3797e-06,1.1581e-05,-1.472e-06,1.7757e-06,-7.3848e-06,1.6317e-06,1.3521e-05,0.0049581,-3.5333e-07,-4.9982e-07,-9.6563e-08,-0.00023933,7.2571e-05,1.2179e-05,-3.8456e-06,-6.1228e-05,0.00035656,-5.9432e-08,-0.008347,0.00028981,-0.00074083,-9.1687e-05,-0.0023286,-0.00018121,-0.00010624,-0.0031567,-0.011078,-0.78997,-0.00013489,-0.00062952,-1.9027e-05,0.23432,5.3474e-07,1.516e-08,4.3853e-08,-0.1269,-0.16966,-0.051336,-0.053498,0.42547,-0.056341,-0.24957,-0.094459,-0.022869,-0.0057447,-0.011301,0.053301,-0.086273,-0.063453
-4.2763e-10,-3.6721e-10,1.6672e-07,-0.0014445,-1.2503e-08,8.406e-08,0.0063655,-0.00086151,8.0192e-05,3.3512e-08,0.0015532,-3.2935e-09,9.3877e-08,-2.0503e-07,2.7324e-08,-3.3442e-08,1.3859e-07,-3.0064e-08,-2.4288e-07,0.0050107,1.2068e-08,1.3134e-08,2.7996e-09,0.02523,-2.0243e-06,-3.8094e-07,1.3719e-07,2.4927e-06,-0.034753,3.2247e-09,0.69098,-0.014147,-1.2903e-05,-1.4758e-06,-3.384e-05,-2.0804e-06,-1.1789e-06,-3.2731e-05,-0.00010969,-0.0069647,-8.8855e-07,-2.4383e-06,-6.8855e-08,0.001111,5.2472e-10,9.224e-12,8.8543e-12,-0.27053,-0.50174,-0.076584,0.26321,-0.10855,-0.15792,0.16316,0.14467,-0.012236,-0.044,0.07131,-0.069898,0.1548,0.0043489
-1.843e-14,-3.8851e-14,3.6092e-11,-3.3595e-07,-3.5034e-12,3.9623e-10,0.0006606,0.01112,2.2706e-06,-9.0453e-10,-0.014091,-3.0613e-11,6.3875e-10,-1.3901e-09,1.8881e-10,-2.3551e-10,9.974e-10,-2.1898e-10,-1.7832e-09,3.8197e-05,9.3176e-11,1.208e-10,4.3857e-11,0.011103,6.4126e-08,1.0597e-09,2.6173e-10,2.4002e-09,0.013375,4.892e-11,0.0092291,0.43578,7.6696e-07,6.0395e-08,9.5975e-07,3.2107e-08,1.6932e-08,4.1019e-07,1.2596e-06,6.5149e-05,5.3135e-09,7.5116e-09,1.9701e-10,-1.271e-06,-2.7998e-13,-3.2526e-15,-2.4006e-16,-0.32859,0.093178,-0.02945,0.11531,0.061154,0.14497,0.17557,-0.23563,0.1749,0.036977,-0.45396,-0.46939,-0.24176,0.22505
-2.1207e-11,-2.9938e-11,2.0504e-08,-0.00018531,-1.7913e-09,8.022e-08,0.090278,0.60048,6.9498e-05,-6.4832e-08,-0.77664,-4.9944e-10,1.9509e-09,-3.223e-09,1.4639e-10,-7.0941e-11,-7.2986e-11,5.3235e-11,6.1651e-10,-2.9169e-05,-8.2802e-11,-2.6978e-10,-2.1055e-10,-0.090135,-6.3431e-07,-2.8074e-08,3.8364e-09,3.4513e-08,0.020873,8.2173e-11,0.006945,0.045991,3.6571e-08,1.5229e-09,-3.3498e-09,-2.1498e-09,-1.2819e-09,-3.811e-08,-1.3141e-07,-8.6074e-06,-1.0382e-09,-2.1419e-09,-5.7959e-11,4.8696e-07,1.1902e-13,1.4095e-15,3.654e-16,0.012944,0.028466,0.037515,-0.0052319,0.0083258,-0.077669,-0.039981,0.013724,-0.0062503,-0.016986,0.011403,-0.021819,0.077504,0.011734
-4.7858e-14,-1.0136e-13,9.4714e-11,-8.8209e-07,-9.2125e-12,1.0781e-09,0.0018557,0.036645,8.3866e-06,-1.0783e-09,-0.022004,-6.591e-11,1.5976e-09,-3.5776e-09,5.3807e-10,-7.0538e-10,3.1293e-09,-7.0288e-10,-5.8053e-09,0.00013186,3.2726e-10,4.8873e-10,1.7643e-10,0.029106,9.8444e-08,-1.3047e-08,1.1003e-08,4.1678e-07,-0.4595,-8.0974e-10,-0.034408,-0.50366,-7.64e-07,-5.6558e-08,-8.274e-07,-2.2625e-08,-1.1577e-08,-2.6376e-07,-7.7635e-07,-3.6007e-05,-2.199e-09,-1.7335e-09,-4.1995e-11,6.1108e-08,-6.5486e-15,2.4778e-16,1.5464e-15,-0.65273,0.28251,0.055333,-0.082867,-0.096991,0.064495,-0.023776,-0.01977,0.0038774,0.010112,-0.003179,0.027774,0.0014295,0.010092
-0.00048183,-3.0193e-05,-1.1078e-05,-4.0425e-07,0.00010901,-0.0065857,-7.4902e-08,7.001e-08,-0.0003112,-1.8327e-06,3.257e-08,-0.00020105,0.0067826,-0.01275,0.0013806,-0.0031668,0.0078298,-0.001899,-0.01522,-7.8548e-06,-0.0018521,0.00030915,0.00010165,9.1701e-07,-0.075144,-7.0609e-07,-3.5989e-05,0.059695,-5.4428e-07,0.00091078,1.8969e-05,-2.2065e-06,0.28856,-0.017194,0.72673,0.00086244,-0.00023895,-2.6392e-05,0.00011898,-0.0019072,-0.00020973,-0.61489,-0.020798,8.543e-05,3.3915e-08,1.2483e-05,1.9564e-07,-2.3471e-15,6.5672e-15,-7.0622e-17,-1.4117e-15,-1.3796e-15,3.189e-15,3.4774e-15,-2.4918e-15,1.2957e-15,7.6571e-16,-4.041e-15,-3.8656e-15,-3.5084e-15,2.7801e-15
-7.5814e-05,-0.026138,-0.0021044,-3.7406e-07,0.019806,0.0036615,-8.9686e-09,2.4184e-09,-8.7166e-06,-0.01886,2.4311e-09,-0.00010319,0.69554,0.31719,-0.0065639,0.13089,0.068639,0.0099688,0.013286,-3.9164e-07,0.43575,-0.051802,2.6298e-06,5.716e-09,-0.00064066,0.0087576,0.15041,-3.6236e-05,7.7345e-09,-0.40445,-7.0191e-08,2.2209e-09,0.0039554,-0.032977,-0.001445,-0.071444,-0.02961,0.030496,-0.011238,7.1639e-05,-0.070559,1.6881e-05,1.9377e-06,1.0163e-08,-4.5895e-05,0.0064457,0.00010534,3.2677e-15,3.1192e-16,3.5162e-16,-6.8928e-17,-1.4862e-15,5.1042e-16,4.0045e-16,3.8424e-16,9.4902e-17,-6.3019e-19,2.4584e-16,3.6067e-16,4.4509e-16,-7.2072e-17
-9.041e-09,-2.9378e-09,1.8265e-07,-0.00077178,1.0398e-08,-8.7911e-07,-3.1418e-05,3.917e-06,-0.0014066,-6.1181e-07,-5.7038e-06,6.1987e-08,-1.6772e-06,3.608e-06,-4.5758e-07,5.5145e-07,-2.2916e-06,5.0621e-07,4.1948e-06,0.0021746,-1.0877e-07,-1.5402e-07,-2.9674e-08,-0.0001028,2.226e-05,3.731e-06,-1.1749e-06,-1.8659e-05,0.00014916,-1.8016e-08,-0.0033312,0.00010148,-0.00020917,-2.5752e-05,-0.00064905,-4.9398e-05,-2.8848e-05,-0.0008501,-0.0029651,-0.20775,-3.3333e-05,-0.00011824,-3.3276e-06,0.7669,2.9839e-07,7.5213e-09,1.9862e-08,0.13604,0.18188,0.055035,0.057353,-0.45613,0.0604,0.26755,0.10127,0.024517,0.0061586,0.012115,-0.057142,0.092489,0.068025
-0.00509,-3.2977e-05,-1.6477e-05,-1.6144e-08,0.00016865,-0.011572,3.9697e-08,-1.65e-08,6.7569e-05,-3.1715e-06,-5.6279e-09,-0.0059306,0.02097,-0.043868,0.0052234,0.021446,-0.26093,0.052718,0.37327,-1.1078e-06,0.021569,-0.001882,-0.0014214,-4.8971e-06,0.7418,-7.7884e-05,-4.6367e-05,0.11352,-3.9173e-07,-0.00033682,8.2325e-06,-8.1098e-07,0.066421,-0.0053444,0.33066,0.0011334,-0.0003972,-0.00020854,0.00013893,-0.0012363,0.00022411,0.33054,0.0096618,-6.9972e-06,-1.1509e-09,-3.0618e-06,-4.3102e-08,4.5757e-16,3.7513e-17,6.5161e-17,-1.3219e-15,1.759e-15,-1.5417e-16,-3.7036e-16,1.1015e-16,-1.1769e-16,1.6954e-16,5.7788e-16,1.4804e-15,-4.2067e-17,-8.9382e-16
