-0.0004358,-0.0012086,0.001823,-0.0074734,0.054412,0.017897,-0.044781,0.00055814,0.99732,0.00058922,-0.0019598,-1.8379e-017
-0.17639,-0.9838,0.015261,-0.01968,-0.019267,0.0051504,0.00028772,0.00045012,-0.00047183,-0.00016149,0.00069084,-8.0802e-018
-0.00013439,-0.0014547,-0.055005,-0.0017527,-0.0035186,0.0017301,0.00035856,-0.68747,-0.00061203,0.54472,-0.4771,1.191e-015
-0.00013829,-0.0015017,-0.10353,0.0046666,0.0049243,-0.0015707,-0.00019848,0.36558,-2.0425e-005,0.73997,0.32996,0.44627
-0.98415,0.17678,-0.0019788,-0.0094036,-0.0088128,0.00084146,-0.0046993,2.2696e-005,-2.7907e-005,-6.197e-006,2.5662e-005,1.3765e-017
-0.010637,-0.012451,0.021237,-0.13281,0.79309,-0.37268,0.46201,-0.002805,-0.016897,0.00087595,-0.0037092,-4.1756e-017
-0.011839,-0.011599,0.023309,0.80757,-0.018557,0.3006,0.50569,-0.0011357,0.02431,0.00044598,-0.0018938,-4.2656e-016
-0.0063385,-0.012072,0.020835,0.20412,0.60526,0.48695,-0.59142,-0.0020438,-0.066846,0.00059326,-0.0025477,8.7238e-017
-0.0014583,-0.015823,-0.9627,0.031246,0.028056,-0.0070986,-0.0003837,0.0073967,0.00071309,-0.019865,0.077352,-0.25437
-0.0002755,-0.0029892,-0.18231,0.0058543,0.0051449,-0.0012183,5.4245e-006,-0.42933,0.00099338,-0.37423,0.21232,0.77281
-0.00025847,-0.0028028,-0.15505,0.0035987,0.0025837,-0.00043784,-3.5465e-005,0.45754,-0.0015487,-0.12361,-0.78256,0.3727
-0.0060461,-0.013075,0.022649,0.53568,-0.0079007,-0.73022,-0.42311,-0.0024271,-0.001514,0.00073592,-0.0031058,1.7795e-017
