-0.00071191,0.00010052,-0.1805,0.0033993,-0.0020793,-0.011369,0.0053876,-0.0057803,0.26731,-0.94645,-0.00034021,0.00034001,6.7785e-016,8.1897e-016,-1.9409e-016,-2.3612e-015,-1.6872e-015
-0.00033936,4.8023e-005,-0.18748,0.0014562,-0.0013889,-0.008414,0.0036508,-0.0027689,-0.3674,-0.067864,0.0012009,-0.00020305,0.89111,-0.10656,-0.06499,0.052699,-0.11286
-9.7572e-005,1.3937e-005,-0.18099,0.00021347,-0.00092404,-0.0065543,0.0028055,-0.0012503,0.0041924,0.035805,0.0010688,-0.00035425,-0.17535,-0.76815,0.095635,-0.20293,-0.54293
-7.6849e-005,1.0977e-005,-0.14255,0.00016814,-0.00072779,-0.0051623,0.0022097,-0.00098479,0.003302,0.0282,0.00084179,-0.00027902,-0.063745,-0.53943,-0.38259,0.39243,0.6192
-0.00078186,-0.0006571,-0.095879,-0.02506,0.049835,0.36056,-0.16153,0.082206,0.00028541,0.012442,-0.058687,0.018827,-0.12097,0.199,-0.50733,0.51278,-0.49631
-0.00057131,8.0523e-005,-0.0008616,0.0029596,-0.0010385,-0.0039228,0.0017971,-0.0035362,-0.89053,-0.25126,0.0002297,0.00039101,-0.37198,0.044484,0.027129,-0.021998,0.04711
-0.0014367,-0.011863,0.00040669,-0.34362,-0.23848,-0.16459,-0.54382,0.13809,-0.00094895,-0.0033701,0.45297,-0.52708,-1.9884e-016,5.1283e-016,1.9207e-016,-2.7994e-016,-7.1709e-016
-0.011618,-0.99968,-3.4873e-005,0.021043,-0.00095716,0.0011483,0.0060678,0.0029665,-1.3751e-005,-1.2942e-005,-0.0038586,8.8726e-005,8.6736e-019,-7.4593e-017,-7.2425e-017,1.2924e-016,-1.4919e-016
-0.0010841,-0.00099296,0.00026994,-0.19534,0.55984,-0.19125,0.13725,0.52424,-0.0018041,-0.0026203,-0.39104,-0.40651,2.2725e-016,-1.2143e-016,-4.082e-017,1.6122e-016,-1.0419e-016
-0.0026737,-0.010641,0.00074432,-0.6641,-0.52027,-0.042064,0.12832,0.22644,-0.0015283,-0.0017254,-0.35736,0.30156,1.5135e-016,-3.9465e-017,5.8438e-017,-1.1861e-016,7.7195e-017
-0.0014,-0.0098737,0.00035972,-0.2686,0.49505,-0.29606,-0.47187,-0.075328,-0.00033206,-0.00070577,0.10035,0.59718,-4.0983e-017,-1.8366e-016,-9.4868e-019,-2.5316e-017,1.082e-016
-0.00037842,-0.0038568,0.00010508,-0.10839,0.010001,-0.064757,-0.28845,-0.6763,0.00083484,0.003175,-0.59302,-0.30278,-3.5481e-017,-1.9028e-017,1.814e-017,6.3914e-017,3.1333e-017
-0.00049436,7.0615e-005,-0.91698,0.0010816,-0.0046818,-0.033208,0.014214,-0.006335,0.021241,0.18141,0.0054151,-0.0017949,-0.12041,0.23976,-0.028962,-0.20817,0.090684
-0.0031596,-0.011548,-0.00039366,-0.56097,0.31497,0.27701,0.45764,-0.38991,-0.00057064,-0.0013084,0.36352,-0.12494,-8.3267e-017,-8.6736e-018,-1.8258e-016,9.9204e-017,-4.7705e-018
-0.0015994,-0.001454,-0.0026584,-0.055086,0.11012,0.79658,-0.35672,0.18134,-0.0041743,-0.013756,-0.12966,0.041607,0.055275,-0.090929,0.23182,-0.23431,0.22679
-0.99992,0.011716,0.00076777,0.004529,-0.00076426,-0.0014181,0.00022583,-0.00015707,0.00044763,0.00077062,-4.1193e-005,-1.6769e-005,1.1102e-016,1.6653e-016,-1.3878e-017,2.0817e-017,9.7145e-017
-9.2019e-005,1.3144e-005,-0.17069,0.00020133,-0.00087145,-0.0061813,0.0026458,-0.0011792,0.0039538,0.033767,0.001008,-0.00033409,-0.0238,-0.016622,0.72633,0.66362,-0.029641
