-0.0021131,0.00053979,0.0061463,0.00034655,-0.051722,0.00015915,-0.03589,0.17225,-0.17233,0.17238,-0.0060973,0.022841,0.014456,0.028712,-0.34317,0.42719,0.066823,0.33561,-0.10342,-0.54018,0.094321,0.01574,0.030844,0.3338,-0.15704,-0.15398,-0.022255,-0.07775,-0.010263,0.086809,0.034008,0.015694,1.2487e-015,0,0,0,0,0,0,0,0,-0
-0.0062148,0.0014105,0.10731,0.00030371,-0.080365,0.0028752,-0.16594,-0.086321,-0.029631,-0.66169,0.0064429,0.31581,0.023175,0.031796,-0.37695,-0.16922,0.0018143,-0.021126,-0.11608,-0.1627,0.014582,0.008934,0.0059663,-0.061568,0.047775,-0.064442,0.01311,0.2796,0.30537,-0.055578,-0.016024,0.10164,-2.2268e-016,-7.7195e-016,-7.6718e-016,-1.9689e-016,9.8532e-016,-1.1727e-015,2.8103e-016,-1.301e-018,3.5794e-019,4.1633e-016
-0.025197,0.0067155,0.9331,-0.0012671,0.32354,-0.00091175,0.10888,0.029936,0.027746,0.094446,0.001322,0.017438,0.00010452,0.00080376,0.00095237,-0.012308,0.0015422,0.011414,0.0097065,-0.0049055,-0.013398,-0.0036165,0.01958,-0.00098376,-0.0026755,0.0069296,-0.00037416,0.010927,0.004085,0.0041845,0.0018754,-0.004263,5.9351e-017,-2.4446e-016,-3.1533e-016,-1.3349e-018,1.2032e-016,-6.461e-017,1.2278e-017,-4.3832e-019,-5.9051e-019,-4.6003e-017
-2.3604e-006,8.5389e-007,5.5192e-007,-0.0092323,-0.00012271,0.20321,0.0024122,-8.0528e-005,0.00083349,0.0012674,-0.00020639,-0.0044731,0.003279,0.00013806,0.00030814,-0.00085992,-0.00054318,0.0025133,-0.010168,0.00023111,0.0012938,0.00022021,-0.0018014,-0.0028516,0.0015352,-0.00012362,0.00019174,0.00056254,0.0011073,-0.0006928,-0.00026326,0.00072022,0.14718,0.67657,0.65308,0.052933,-0.12291,0.16449,-0.083991,-0.022564,-7.582e-015,-0.0017509
-0.0056659,0.001468,-0.00046882,-0.99671,-0.0025572,-0.04413,-0.0026624,0.0015607,0.00010244,0.00028914,-0.0017682,0.00094393,-0.067517,-0.0011933,-0.0034619,-0.00049033,3.3427e-005,-0.00043261,9.3585e-005,1.7697e-005,-0.00013979,2.2173e-005,0.0012992,-0.00055415,0.00037626,-0.0011725,8.3287e-006,-6.991e-005,-0.00018652,4.364e-005,8.25e-006,2.2433e-005,2.4358e-016,1.1764e-016,-1.1818e-017,-5.3722e-017,7.4729e-017,-6.0146e-017,-3.7812e-018,1.9204e-017,-1.5037e-018,1.3107e-016
-0.0022303,0.00056596,-0.00075543,0.00026165,0.0010491,0.0023372,0.0049827,-0.0060044,-0.0042841,-0.0065296,0.013735,0.030863,-0.0059098,-0.0060049,-0.011512,0.023546,0.03547,-0.14944,0.7964,-0.28037,0.25597,0.012789,-0.18792,-0.12592,0.046275,-0.0023397,-0.0022041,0.018914,0.028276,-0.022796,-0.0058324,0.016274,0.1463,-0.16293,0.19964,0.073142,0.11507,-0.10689,0.081703,-0.015514,1.0038e-015,0.12569
-0.0013813,-0.0007247,-0.00040826,0.00015191,0.00061916,-1.9945e-006,0.0036373,-0.0056714,-0.0019259,8.807e-005,-0.22539,0.0090749,-0.0050078,0.38351,0.038897,0.0045791,0.12766,-0.025357,-0.0024492,-0.0059799,-0.038713,0.25014,-0.012444,-0.044263,-0.024014,0.012997,-0.18443,0.0085458,0.018524,0.36,-0.74329,0.0025081,-5.8131e-015,3.0227e-015,3.851e-015,5.2568e-016,-2.0387e-015,1.9177e-015,-4.9139e-016,-2.2663e-016,1.7193e-017,-4.7003e-015
-2.3987e-006,8.6775e-007,5.6088e-007,-0.0093821,-0.0001247,0.20651,0.0024513,-8.1834e-005,0.00084701,0.0012879,-0.00020974,-0.0045456,0.0033323,0.0001403,0.00031314,-0.00087388,-0.00055199,0.0025541,-0.010333,0.00023486,0.0013148,0.00022378,-0.0018307,-0.0028979,0.0015601,-0.00012563,0.00019485,0.00057166,0.0011252,-0.00070404,-0.00026754,0.00073191,-0.88176,-0.17006,0.34675,0.053588,0.091612,-0.060419,0.073113,-0.036362,-3.1587e-015,0.094066
-0.0013222,0.00033644,0.0011964,-0.0047465,-0.0051352,0.11027,-0.018171,-0.00073922,-0.029478,-0.046169,0.011247,0.17058,0.0023914,-0.003209,-0.0055994,0.036467,0.022774,-0.10513,0.43064,-0.0099424,-0.055391,-0.0095292,0.075423,0.12605,-0.068172,0.0077671,-0.0085052,-0.024812,-0.048834,0.030752,0.011715,-0.032235,-0.33163,0.36932,-0.45253,-0.16579,-0.26084,0.24228,-0.1852,0.035167,-2.2613e-015,-0.28491
-0.0013035,0.00033223,-0.00045213,-0.047281,0.00039655,-0.013643,0.0025089,-0.0029374,-0.0006326,0.00068343,0.011802,-0.008635,0.70416,0.013989,0.034881,0.0016203,-0.001367,0.0020256,0.0039752,-0.0028823,0.00035446,-0.00081313,-0.0058585,0.00022519,-0.0021884,0.0031273,-0.0011737,0.00079642,0.00049565,-0.0011377,4.0118e-005,5.0982e-005,0.050031,-0.22754,0.18272,0.12591,-0.062882,0.1014,0.062107,-0.013975,-6.6107e-016,-0.61497
-0.0053062,0.0012867,0.11722,-0.0003145,-0.074235,0.0012147,-0.10826,-0.15365,-0.094168,-0.48882,0.0054024,0.0063037,-0.020862,-0.044358,0.4342,0.39492,-0.045515,-0.13973,-0.13657,0.0065293,0.28431,0.05639,-0.19303,0.099233,-0.023987,-0.12879,-0.011204,-0.3043,-0.26177,0.024757,0.0036254,-0.012569,2.1156e-015,2.5743e-015,2.0314e-015,1.2403e-016,-1.5513e-015,1.4979e-015,-4.6534e-016,-5.8113e-017,1.4143e-017,-3.8164e-016
-0.00079792,0.00020435,0.0036209,0.00010747,-0.0131,0.0028951,-0.051264,0.0046229,-0.066369,-0.10409,0.012543,0.37726,0.0077082,-0.0014995,-0.0016213,0.06283,0.017554,-0.095987,0.20055,0.26903,-0.40014,-0.036197,0.37713,0.43356,-0.21167,0.020989,-0.018077,-0.07921,-0.14655,0.097492,0.034161,-0.094226,0.14007,-0.15598,0.19113,0.070025,0.11017,-0.10233,0.07822,-0.014853,9.6717e-016,0.12034
