-0.93482,-0.3529,0.0062653,0.033285,0.00012052,-0.018012,-0.00098751,0.0019803,-0.0075415,-0.00069651,0.00052707,-5.6353e-005,0.0045225,-0.00069393,0.0011798,-0.003131,-0.0012498,0.0002284,0.00034553,0.00081761,-1.347e-005,8.673e-006,4.6834e-017,0,0,0,0,0,0
-9.0675e-007,6.1835e-007,-5.102e-006,-0.00076518,-0.19743,-0.0053495,-0.00036359,-0.0087559,-0.0044005,-0.001476,0.0086699,-0.00033064,-0.0030484,-0.0014486,-0.01015,0.00017021,0.031616,-0.015294,0.0063064,-0.004156,0.00068453,0.0018188,0.89282,-0.2247,0.072909,-0.048724,-0.31299,0.075706,0.019963
-0.0039982,-0.0018834,8.9626e-005,-0.087639,-0.00011814,0.036889,0.025881,0.024298,-0.033512,0.0042687,-0.17846,0.0067966,-0.39957,-0.10594,0.62787,-0.037174,0.023751,-0.41508,0.068587,-0.023771,-0.098025,-0.44991,1.9738e-016,-2.5067e-016,-3.1442e-016,2.4568e-016,-2.7582e-016,3.5128e-016,6.8305e-017
-0.00034774,-1.0631e-005,-8.2436e-005,-0.0086002,-0.51996,0.028229,0.029852,-0.0067594,-0.015471,0.0081314,-0.055329,-0.0032282,0.021829,0.0075867,0.069276,-0.0017121,-0.22111,0.10657,-0.04441,0.02941,-0.0051464,-0.012941,-0.3993,-0.31364,0.2723,0.061929,-0.56572,-0.0023819,-5.5144e-005
-8.5811e-007,5.8518e-007,-4.8283e-006,-0.00072413,-0.18684,-0.0050626,-0.00034408,-0.0082862,-0.0041644,-0.0013968,0.0082048,-0.0003129,-0.0028849,-0.0013709,-0.0096057,0.00016108,0.02992,-0.014474,0.0059681,-0.0039331,0.00064781,0.0017212,-0.11328,-0.17834,-0.51537,-0.74315,0.0025574,0.30024,0.10478
-9.2147e-007,6.2838e-007,-5.1848e-006,-0.00077759,-0.20064,-0.0054363,-0.00036949,-0.008898,-0.0044719,-0.0014999,0.0088106,-0.00033601,-0.0030979,-0.0014721,-0.010315,0.00017297,0.032129,-0.015543,0.0064087,-0.0042234,0.00069563,0.0018483,-0.010669,0.2699,0.15153,0.26225,0.12184,0.82872,0.30294
-0.016712,0.061891,0.99505,0.0018478,-0.00020019,0.0086521,0.0027101,-0.0016938,0.010039,-0.036371,-0.0044791,0.014554,0.022555,-0.041497,0.00037048,-0.0023871,0.00035731,-0.0066151,-0.0051889,0.0039033,-0.040724,0.0058572,-1.3403e-016,-4.8572e-017,-3.1225e-017,3.1919e-016,1.3878e-017,-4.8572e-017,-1.3878e-017
-0.0015858,0.0013828,-0.00096103,0.0010204,-0.10686,0.0031069,-0.13729,0.29011,0.20922,0.0054962,-0.008913,0.026765,-0.0068489,0.010823,-0.002234,0.0027387,0.019503,-0.0036508,0.0031852,-0.0023617,0.0017958,0.0010776,-0.013062,-0.22629,-0.68712,0.55945,-0.061259,0.010101,-0.0038667
-0.012413,0.007274,-0.0059137,0.012867,0.0002505,0.22012,-0.30115,-0.59217,0.55403,0.10069,-0.257,0.33669,-0.0051672,0.099888,0.010104,0.016225,0.046299,0.025726,0.00057649,-0.0023577,0.0097773,0.0036498,-4.0995e-016,-9.7145e-017,-2.7756e-016,-4.996e-016,1.4572e-016,1.0582e-016,2.6021e-017
-0.013242,0.0067819,-0.0059158,0.0073801,-0.0012174,0.30669,0.45314,-0.10349,0.51629,-0.092749,0.46376,-0.41575,-0.12154,-0.082538,0.026887,0.018677,-0.058556,-0.016151,0.0011768,-0.0086228,-0.0025487,-0.0089405,3.4909e-017,-2.2551e-016,1.249e-016,2.3592e-016,-2.9143e-016,1.7868e-016,4.12e-017
-0.013581,0.0053287,-0.0052927,-0.005645,-0.0040177,0.60144,0.49386,0.24126,-0.095244,0.087189,-0.43361,0.2193,0.083165,0.094432,-0.13601,0.015584,0.2184,-0.015617,0.015235,0.0029485,0.011867,0.013503,-1.3046e-015,2.1858e-016,1.4225e-016,-2.1164e-016,3.5909e-016,-2.4633e-016,-2.1684e-018
-0.0018342,-0.0011655,0.0001498,0.0027354,1.8445e-005,-0.018741,-0.0013077,0.0033431,-0.01591,-0.0019009,0.0037003,-0.00045635,0.071928,-0.0209,0.099863,0.99148,0.025728,-0.0027347,-0.003554,-0.0072923,0.00010376,-6.4102e-005,-2.2717e-016,-1.3878e-016,-2.3592e-016,-2.7756e-016,-5.7246e-017,1.6653e-016,5.5511e-017
-0.35225,0.9331,-0.064243,-0.0048515,0.00042192,-0.028438,0.0080038,0.0016734,-0.0057282,-0.01184,-0.0059597,0.0031116,0.0016357,-0.00017434,0.0010401,-0.00037434,-0.000437,0.0006771,-0.0012111,-0.00013388,-0.00072257,0.00050373,2.4861e-016,-4.8572e-017,-5.2042e-017,-3.3827e-017,1.404e-017,2.5153e-017,3.0358e-017
-0.00076036,4.0516e-005,-0.00015914,-0.026837,0.00036738,0.023565,-0.034398,-0.0022698,-0.027981,0.015152,0.03504,-0.082505,0.024432,-0.098874,0.42071,-0.057929,0.51568,0.68793,-0.21641,0.091447,-0.013231,-0.056749,2.0296e-016,-1.249e-016,-1.0452e-016,-3.1225e-016,-6.245e-017,-3.747e-016,-2.1467e-016
-0.0045131,-0.0020369,0.01431,-0.033207,0.00054531,-0.00056931,-0.01375,0.014143,-0.057924,-0.098381,-0.12485,0.035855,-0.84772,-0.064231,-0.22918,0.082526,-0.044375,0.23403,-0.086909,-0.21334,0.02625,0.27528,-1.6519e-016,-3.0271e-016,2.305e-016,-1.5959e-016,-3.0791e-016,-8.4134e-017,-4.9006e-017
-0.0011725,-0.00075243,0.00011777,-0.034714,0.00050275,-0.014452,-0.0025826,-0.0043374,0.0067457,-0.0041383,0.039516,0.01138,0.095195,0.041261,-0.26723,0.01705,-0.028136,0.22451,0.0048993,-0.67501,-0.18021,-0.61238,1.0268e-016,-3.6776e-016,-3.6776e-016,-3.4694e-017,-3.8511e-016,1.3878e-016,3.4694e-017
-0.0020348,0.0092081,0.049215,-0.00081697,0.00012499,-0.13064,0.09611,0.014607,0.03086,0.81601,0.049843,-0.043929,-0.076033,-0.087425,-0.034975,0.0057918,-0.010943,-0.026902,-0.14,-0.070336,0.50271,-0.083325,-1.3247e-017,1.1449e-016,-1.3184e-016,2.3354e-016,7.4593e-017,4.8572e-017,4.8572e-017
-7.2576e-007,4.9493e-007,-4.0836e-006,-0.00061244,-0.15803,-0.0042818,-0.00029101,-0.0070082,-0.0035221,-0.0011814,0.0069394,-0.00026464,-0.0024399,-0.0011594,-0.0081242,0.00013624,0.025306,-0.012242,0.0050476,-0.0033265,0.00054789,0.0014558,-0.001262,-0.35024,0.13524,0.031062,0.39311,0.26654,-0.77878
-0.0037535,0.0032731,-0.002269,0.003379,-0.004547,0.014088,-0.32459,0.69791,0.50091,0.014871,-0.032014,0.063788,-0.01238,0.027447,0.0074846,0.0062702,0.006388,0.010604,-0.00039504,-0.00036145,0.0033904,0.00026252,0.0055169,0.095575,0.29021,-0.23629,0.025873,-0.0042663,0.0016331
