-0.00054065,0.0093961,-0.0066412,-0.051073,0.077846,-0.23691,0.02633,-0.0071029,-0.19854,0.094044,-0.37289,0.31277,0.28618,-0.036021,-0.0025003,-0.19928,0.22389,0.23275,-0.15125,-0.35632,-0.06724,-0.012593,0.00031969,0.31646,0.05779,0.23889,-0.2645,-0.18963,-0.031362,0,0,0,0,0
-0.028277,0.011425,-0.04325,0.19501,0.19268,-0.098018,0.010764,-0.0066194,-0.30356,-0.11255,-0.15631,0.19577,0.1901,-0.036607,0.053549,0.54975,-0.061093,0.1739,0.33032,0.091083,0.13771,0.041041,-0.0050727,0.019341,-0.11633,0.0085825,-0.030176,0.46377,0.010348,5.5858e-16,3.4694e-16,-2.8623e-16,-3.1225e-17,-2.6021e-17
-0.013235,0.94275,0.31155,0.077086,-0.072752,-0.0024523,0.026312,0.028243,0.00020419,-0.0024336,0.0028006,0.016625,-0.0056184,-0.015952,0.0010029,-0.001076,0.014846,-0.015461,0.0047587,0.0088054,0.0015183,-0.0039217,0.0070364,0.0036291,-0.00018932,0.0043315,-0.0024549,-3.575e-05,-0.00064744,-4.5789e-17,-6.8492e-19,-1.6901e-18,-2.1726e-17,-2.0852e-17
-0.00045817,0.024601,0.0051887,-0.015518,0.016098,0.0029838,-0.18167,0.044396,-0.077967,0.13217,0.017147,-0.39147,0.31852,0.10016,0.25209,-0.050261,-0.30192,0.080917,-0.010164,-0.079182,-0.028881,0.27567,-0.36423,-0.050016,-0.010174,0.35259,0.18518,0.011162,-0.36651,-3.7337e-16,2.9198e-16,5.8368e-18,4.3698e-16,-5.9181e-17
-0.12069,0.29948,-0.93741,-0.010336,-0.12424,0.012334,-0.0053416,0.00040723,0.0021709,-0.007923,0.0040003,-0.0010828,-0.0021364,0.0013507,0.00098796,-0.013393,-0.00049149,-0.011933,-0.025286,-0.0073532,-0.0095585,-0.0062068,0.00079861,0.002936,-0.0063096,6.4821e-05,0.0025914,0.00030593,0.00032039,4.0115e-17,7.8015e-18,-2.3281e-17,4.5505e-18,-1.1248e-17
-0.024172,0.0056241,-0.030139,0.18682,0.14354,0.01863,-0.0022013,0.0076778,0.45596,0.34688,-0.16109,0.10875,0.099931,-0.017062,0.026826,0.29863,-0.055136,0.026018,0.095889,0.038727,0.42035,0.050351,-0.0043244,-0.033054,-0.14177,-0.037765,0.033584,-0.50874,-0.012599,-2.7372e-16,-3.248e-16,3.7843e-17,4.0923e-17,2.8224e-17
-0.0024865,0.058801,-0.024522,-0.35243,0.38811,0.43375,0.18489,-0.025997,-0.04667,0.076409,0.037495,-0.00070058,-0.14293,-0.067878,0.041612,0.0085885,-0.27647,-0.085293,0.16821,-0.083519,0.049229,-0.27268,0.25257,0.24921,-0.0017973,0.37226,0.019399,-0.002013,-0.03481,-1.8427e-16,1.272e-16,-2.2607e-16,9.851e-18,-1.6038e-19
-0.00065305,0.0085988,-0.011009,-0.072694,0.072264,-0.31639,0.026169,-0.016744,0.18571,-0.077285,0.46596,-0.029108,0.04989,0.055317,-0.047595,0.090566,0.0041913,-0.2242,0.18814,-0.0060732,0.041119,-0.16663,-0.2815,0.25394,0.0023701,-0.0014077,-0.52279,-0.0021089,-0.21801,-0.047291,-0.11871,-0.019554,0.098046,0.087817
-0.0065431,0.00099384,-0.0057567,0.070413,0.062794,0.0042418,5.2139e-05,0.0035355,0.22277,0.18061,-0.10149,0.080692,0.077556,-0.016947,0.027353,0.37936,-0.091141,-0.10154,-0.04077,0.069473,-0.81239,-0.079971,0.0058524,-0.014482,0.20761,0.0099,0.0032941,-0.077744,-0.0015602,-1.345e-16,3.2526e-19,3.536e-16,9.8446e-17,6.3534e-17
-0.00075496,0.019523,-0.0060812,-0.071507,0.071999,-0.004015,0.048446,0.034239,-0.1016,0.18916,-0.10757,-0.3873,-0.29524,0.49827,0.15214,0.24641,0.47168,0.19435,-0.11018,0.13293,0.027811,-0.17368,-0.072767,0.17783,0.015525,0.024348,8.138e-05,-0.0012046,0.0033374,4.9011e-16,1.7271e-16,2.0967e-16,-7.1008e-17,8.0095e-17
-0.00024418,0.0075151,-0.0011438,-0.022984,0.024041,0.013774,0.00017876,0.016721,0.020977,-0.040501,-0.085855,-0.3541,0.27338,-0.18293,-0.3218,0.014855,-0.03496,0.060205,-0.088957,0.23998,0.025172,-0.05493,0.021683,0.17045,0.011823,-0.0062244,-0.084484,-0.0068528,0.17931,0.33047,0.41813,-0.35489,0.22984,0.21376
-0.003012,0.072904,-0.02778,-0.35913,0.39421,0.11853,0.19038,-0.0034761,0.062249,-0.09878,-0.10787,-0.14416,-0.024752,-0.020228,-0.24182,0.088743,0.15904,0.0253,0.070387,-0.35584,-0.067533,0.38299,-0.22209,-0.30829,-0.0028197,-0.28056,-0.11728,0.00012076,0.014329,-7.2858e-17,-2.2204e-16,2.4286e-17,4.5103e-17,1.3878e-17
-0.00035326,0.0084427,-0.0035723,-0.072684,0.084121,0.21518,0.16367,-0.0044724,-0.005308,-0.00058714,0.20931,0.19741,0.33698,0.12694,0.13453,-0.059913,0.12501,0.061106,-0.13598,0.20951,0.0016045,0.0068348,-0.059021,-0.021403,0.0043821,-0.098853,0.034294,0.00093526,0.013266,-0.65476,0.37086,-0.097473,0.048805,0.072536
