-6.826e-05,-0.0024985,-0.11648,-0.59027,0.21742,-0.011669,0.45029,-0.16121,0.012904,-0.00017491,-0.13478,-0.5861,-3.0422e-16,2.831e-15
-7.691e-06,-0.00027912,0.00019738,0.00010369,0.0013445,-0.0014212,-0.001973,0.0066821,0.1307,-0.00020917,0.00049615,-0.00020545,0.065851,-0.98921
-0.00051812,-0.018982,-0.97483,0.18056,0.10105,0.00095335,-0.075589,-0.028162,0.00057889,-2.98e-06,-0.0053675,0.00035822,1.3878e-17,-2.2204e-16
-0.00012539,-0.0045768,-0.13755,-0.54674,-0.47993,0.012102,-0.19622,0.16876,-0.003373,-0.00023638,-0.52881,0.32408,1.4398e-16,-1.4988e-15
-5.8247e-05,-0.0021138,0.0014948,0.00078527,0.010182,-0.010763,-0.014942,0.050606,0.98987,-0.0015841,0.0037575,-0.001556,-0.0086952,0.13062
-2.3789e-05,-0.00087073,-0.039156,0.12068,-0.15054,0.0025296,0.24589,0.9123,-0.042047,0.00042313,0.069878,-0.24866,-1.8125e-16,7.1774e-16
-0.0040614,-0.0010385,0.00085769,0.00061686,0.0092008,0.73109,0.01382,-0.0042731,0.0093667,0.68199,0.00051825,-0.00025322,-8.097e-17,-8.0741e-16
-0.99919,0.039893,-0.00025875,-9.5457e-06,-0.00011114,-0.0042457,-6.1593e-05,1.1831e-05,-2.19e-05,-0.0013349,-9.1437e-08,1.1677e-08,1.4095e-18,1.7347e-18
-0.0013913,-0.00080668,0.00061552,0.000431,0.0063737,0.48209,0.0087912,-0.0023615,0.0045962,-0.51715,0.00066401,-0.00028047,0.70555,0.046968
-0.0013913,-0.00080668,0.00061552,0.000431,0.0063737,0.48209,0.0087912,-0.0023615,0.0045962,-0.51715,0.00066401,-0.00028047,-0.70555,-0.046968
-8.6561e-05,-0.0031526,-0.058082,0.10183,-0.16155,-0.013987,0.82478,-0.12602,0.021117,-0.00047228,0.023923,0.51264,2.1034e-16,-1.4641e-15
-3.2977e-05,-0.0012124,-0.0858,-0.54048,0.1365,0.0011615,-0.1083,0.14883,-0.012387,0.00036122,0.73963,0.3175,8.3267e-17,-2.7756e-16
-0.00015096,-0.0054926,-0.067424,0.054728,-0.80281,0.0081481,-0.00065543,-0.26792,0.020054,-0.00024455,0.38685,-0.355,-1.4989e-16,1.5118e-15
-0.039883,-0.99899,0.020122,0.00047539,0.0045781,-0.0017336,-0.0014719,0.0009599,-0.0023021,7.9921e-05,-0.00030885,0.00014384,1.3878e-17,0
