-0.0012183,0.0076972,-0.016317,0.0058479,-0.00017665,8.1634e-05,-0.0012249,0.018869,-0.0051549,0.04094,-0.0029422,0.0011124,0.0011952,0.025536,-0.045301,-0.049554,0.021689,0.06047,0.032248,-0.94802,-0.11568,-0.010462,0.0054006,0.058307,0.0016335,0.0024404,0.0054224,0.001836,-0.26713,-0.013449,-0.00025699,-7.5162e-05,-8.7045e-16
-0.3645,-0.57156,-0.43175,-0.48452,-0.32125,-0.11039,-0.01111,-0.014716,-0.028358,-0.0032011,0.022631,0.0089323,-0.0025769,-0.0053171,0.0084275,-0.021524,-0.02102,0.0013111,-0.014102,-0.000568,0.0023463,-0.0082059,-0.018063,6.7752e-05,-0.015912,0.0019623,0.015532,-0.0028557,0.00014074,-0.00051706,-0.0014006,-0.0057102,1.8832e-16
-0.24517,0.78699,-0.27765,-0.49033,-0.011087,0.0010287,-0.0034479,0.032989,-0.0062913,0.035777,-0.002022,0.0005028,0.00042664,0.0079189,-0.007514,-0.006921,0.002249,0.0052076,0.0014566,0.013519,0.0025341,0.00074204,-0.00043878,-0.0049762,-0.00012344,-0.00017729,-0.0003742,2.076e-05,-0.0071805,-0.0033852,-9.3016e-05,-0.00013346,-2.1018e-18
-0.024159,-0.0081365,-0.0019797,-0.0016037,-0.0028817,0.013925,0.0077218,0.1537,0.25323,-0.11506,0.068593,-0.59961,-0.18012,-0.12035,-0.17175,-0.26155,0.10618,-0.44305,0.097645,-0.038111,0.24834,-0.16479,0.084503,-0.016221,-0.078173,-0.036448,-0.25035,-0.0051309,-0.0048299,0.033175,0.0078721,0.053964,-1.7369e-15
-0.024752,0.02729,0.0018832,-0.0030433,0.0017283,-0.0017637,0.028083,-0.67025,0.15109,-0.18397,0.023256,-0.03137,-0.009347,0.20836,-0.067568,-0.044995,0.0012392,-0.10858,-0.065101,-0.01196,-0.03794,-0.060769,0.036761,0.29945,-0.0011108,0.0084864,-0.0077401,-0.00069323,0.084861,-0.56592,-0.0022409,-0.01956,4.5864e-16
-0.00010121,-0.00027185,-0.00024559,-0.00028377,0.00010413,0.0053087,0.0036095,-0.0007011,-0.0035973,0.00010384,0.0052817,0.0028429,-0.0047515,-0.00048088,0.0042718,-0.0068312,-0.0080086,0.0025946,-0.0058666,-0.00032443,0.0019879,0.011243,0.025643,0.0013552,0.010733,-0.0021951,-0.023665,-0.078147,-0.00079171,0.0037532,-0.0060205,-0.066225,-0.99383
-0.056215,-0.089907,-0.069477,-0.078395,0.12014,0.95112,0.17363,-0.0033429,-0.033917,0.0068021,0.072034,0.0071102,0.0081387,0.0032453,0.047401,-0.061593,-0.044823,-0.00050032,-0.0069261,-0.00081567,0.0048812,-0.0001557,-0.01093,-0.0026352,0.014035,-0.036258,0.055556,-0.0060366,0.00056575,-0.0062721,0.0058543,0.09539,3.312e-16
-0.020315,-0.026442,-0.018384,-0.020349,0.034971,0.055665,-0.33039,0.069046,0.51342,0.026195,0.097501,0.14262,0.29158,-0.08376,-0.18357,0.083051,-0.0074459,-0.096689,0.17341,0.0011615,0.002584,0.12671,0.35905,-0.042165,0.32897,-0.067251,0.27254,0.053408,0.0035072,-0.012029,-0.27713,-0.0074966,1.1226e-15
-0.011326,-0.015925,-0.011615,-0.012979,0.028606,0.011724,0.0060004,0.082735,0.52379,0.040569,0.023858,0.13393,0.38573,0.030005,0.26201,-0.065925,0.17739,0.13562,-0.28818,-0.01267,0.062971,0.13732,-0.10156,0.049847,-0.2252,0.029381,-0.40374,-0.0048954,-0.0041766,0.012153,0.29564,0.05848,-2.3871e-15
-0.00090706,-0.0024363,-0.002201,-0.0025431,0.00093317,0.047576,0.032349,-0.0062833,-0.032239,0.00093059,0.047335,0.025478,-0.042583,-0.0043096,0.038284,-0.061221,-0.071773,0.023253,-0.052576,-0.0029076,0.017816,0.10076,0.22981,0.012145,0.096189,-0.019672,-0.21209,-0.70036,-0.0070953,0.033636,-0.053955,-0.59351,0.11089
