-0.050505,0.0071249,0.96523,-0.0048515,0.080873,-0.06088,0.018853,-0.080099,0.11315,-0.12198,0.024178,0.040901,-0.032841,0.026758,0.017337,0.0019388,-0.040133,-0.040029,0.019916,0.015471,0.0097834,0.00051478,-0.05094,-0.0036689,-0.054679,0.040593,0.0026041,0.00082274,0.013731,0.0037303,0.01659,0.057118,-0.041359,-2.9834e-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.00082597,0.0022701,0.003194,0.029002,0.0048277,0.0052449,0.073271,-0.040633,-0.029695,0.1488,0.037886,-0.1095,-0.0063835,0.16637,-0.0084005,-0.022774,0.051308,0.012405,0.01997,0.015148,0.058451,0.0058261,-0.20702,-0.1047,-0.16743,0.063862,0.0062344,-0.016865,-0.0047444,0.12689,0.15959,-0.15498,0.063827,-0.86119,-0.086419,-0.037447,0.08788,0.066905,-0.0075319,-0.0081315,-0.0034449,-0.0037597,0.026406,0.012355,-0.019927,-2.436e-05,-0.017562,0.0094515
-0.01223,-0.00022699,0.15914,0.0074161,-0.084281,0.022769,-0.16696,0.016521,-0.23815,0.20388,-0.43315,-0.015884,0.063451,-0.18426,-0.054883,-0.012903,0.19169,0.025153,0.036001,-0.071833,0.049915,0.0052026,0.10783,-0.1376,0.15764,-0.13956,-0.014235,-0.05619,-0.099311,-0.063832,-0.11229,-0.22118,0.64134,2.5983e-14,1.5422e-15,-2.0556e-16,4.1633e-17,9.1246e-16,1.0042e-15,6.2038e-16,6.5919e-16,1.7597e-16,-2.2031e-16,-4.4626e-16,6.0282e-17,1.6308e-17,6.2016e-17,-1.7239e-16
-0.015317,0.021239,0.0090255,0.2668,-0.76147,-0.22746,-0.015758,-0.27706,-0.12052,-0.17635,0.070152,-0.011957,-0.047371,0.027359,0.034313,-0.020664,0.060227,0.044784,-0.028443,0.019013,0.0021578,-0.021195,-0.03734,0.056256,-0.1048,0.032923,0.00053048,-0.063411,0.046787,0.056717,-0.07476,0.048235,0.025029,0.017291,-0.19965,-0.026665,-0.10771,-0.18211,-0.074816,-0.057187,-0.021075,-0.017401,-0.034584,0.13737,-0.080881,-0.0084289,-0.017712,-0.0089364
-0.00099823,-1.2351e-05,0.012858,0.0014661,-0.016953,0.0055302,-0.052188,0.02961,-0.055333,0.01855,0.13782,0.10317,-0.043582,0.099953,0.031116,0.0042623,-0.12603,0.13168,0.034435,-0.056159,0.029399,0.001787,-0.0024708,0.031897,0.014427,-0.11429,0.009533,0.036084,0.02849,-0.032234,-0.016661,-0.046155,0.071532,-0.14162,0.41482,0.0066537,-0.72092,-0.21635,0.24808,-0.024279,0.068827,0.13598,-0.051022,-0.1915,-0.0042224,0.030854,-0.0054305,-0.046358
-0.0095319,-0.00043827,0.030239,-0.0032338,-0.0032979,0.048541,0.023573,0.2688,-0.12397,-0.27234,0.39213,-0.33917,0.53044,-0.056165,-0.051452,0.0038526,0.21049,-0.15161,0.010533,0.0020511,-0.037193,0.0040499,-0.079274,-0.10168,-0.046996,-0.11094,0.018639,0.039604,0.12879,-0.098721,-0.054662,0.1159,0.1823,0.0035324,-0.11808,-0.042551,-0.12499,0.10483,-0.083658,0.055381,-0.074079,-0.024307,-0.089354,-0.17264,0.007234,0.013699,0.052557,0.033594
-7.4776e-05,0.0092323,-0.00056714,0.040207,0.0036428,0.0072229,-0.011377,0.0024868,0.0065184,-0.028735,-0.00058741,0.018824,-0.0043919,-0.032222,0.00021077,0.0010762,0.010864,0.019738,-0.02567,-0.0043429,0.0020539,-0.12008,0.0088268,0.016177,-0.021569,0.0025642,-0.010528,-0.27901,0.20131,0.25186,-0.4093,-0.0018263,-0.035422,-0.027327,0.054342,0.3237,-0.019039,0.4271,0.076794,-0.48077,0.012508,0.14836,0.14627,-0.1198,-0.12471,-0.073025,-0.047364,0.13911
-0.0038233,-5.4813e-05,-0.00019494,0.017258,-0.20801,-0.039671,-0.0042595,0.28098,0.38211,0.21721,0.01831,-0.081574,-0.036137,-0.087639,-0.12614,0.10472,-0.19521,-0.13533,-0.051559,-0.18121,0.11335,-0.019492,-0.0777,0.18434,-0.24283,0.07023,-0.0059098,-0.10462,-0.091636,-0.20651,-0.056355,0.11352,0.16881,-0.0025887,0.15797,-0.051834,-0.034886,0.25209,-0.11812,0.090654,0.3406,-0.051854,-0.17461,0.16195,-0.1739,-0.035732,-0.026581,-0.044454
-0.00013296,-7.6259e-06,-0.00015343,-2.7778e-05,0.00023862,-9.9824e-06,-0.00049561,-0.00042306,0.00037972,-0.00014113,-0.00023911,0.00010182,9.0642e-06,0.00040713,0.00016816,-0.00078749,-0.00050683,-0.0002548,-0.00055986,-0.00044674,-0.00014772,-5.341e-05,6.1669e-05,-0.00080467,-0.0042143,-0.00047256,-0.067357,0.0084714,0.0065346,-0.001027,-0.0012826,-0.0012501,0.00049695,-0.048506,0.0060013,0.69843,-0.13119,0.088791,0.050301,0.17529,-0.21732,-0.41952,-0.24088,0.2427,0.23991,-0.0214,-0.010859,-0.22022
-0.0016275,0.022954,0.0018526,-0.073512,-0.11944,0.49329,0.1185,-0.15059,0.074702,-0.051714,0.0053363,0.070932,-0.014191,0.028223,0.0062052,-0.0076293,0.0061448,-0.045127,0.032822,-0.023749,0.001067,0.0043901,-0.029664,-0.030444,-0.0053802,-0.014527,0.0011015,0.0059327,-0.008515,-0.019774,-0.024478,0.074998,0.072081,0.021805,-0.22356,0.020705,-0.24051,0.17968,0.12122,0.30303,0.20182,-0.061836,0.54893,0.15276,0.13733,-0.022196,0.014228,0.17702
