"X_100.csv","X_101.csv","X_129.csv","X_130.csv","X_131.csv","X_132.csv","X_160.csv","X_161.csv","X_162.csv","X_163.csv","X_191.csv","X_192.csv","X_193.csv","X_194.csv","X_222.csv","X_223.csv","X_224.csv","X_225.csv","X_253.csv","X_254.csv","X_255.csv","X_256.csv","X_284.csv","X_285.csv","X_286.csv","X_287.csv","X_315.csv","X_316.csv","X_317.csv","X_318.csv","X_346.csv","X_347.csv","X_348.csv","X_349.csv","X_36.csv","X_37.csv","X_377.csv","X_378.csv","X_379.csv","X_38.csv","X_380.csv","X_39.csv","X_408.csv","X_409.csv","X_410.csv","X_411.csv","X_439.csv","X_440.csv","X_441.csv","X_442.csv","X_470.csv","X_471.csv","X_472.csv","X_473.csv","X_5.csv","X_501.csv","X_502.csv","X_503.csv","X_504.csv","X_532.csv","X_533.csv","X_534.csv","X_535.csv","X_563.csv","X_564.csv","X_565.csv","X_566.csv","X_594.csv","X_595.csv","X_596.csv","X_597.csv","X_6.csv","X_67.csv","X_68.csv","X_69.csv","X_7.csv","X_70.csv","X_8.csv","X_98.csv","X_99.csv","Y_100.csv","Y_101.csv","Y_129.csv","Y_130.csv","Y_131.csv","Y_132.csv","Y_160.csv","Y_161.csv","Y_162.csv","Y_163.csv","Y_191.csv","Y_192.csv","Y_193.csv","Y_194.csv","Y_222.csv","Y_223.csv","Y_224.csv","Y_225.csv","Y_253.csv","Y_254.csv","Y_255.csv","Y_256.csv","Y_284.csv","Y_285.csv","Y_286.csv","Y_287.csv","Y_315.csv","Y_316.csv","Y_317.csv","Y_318.csv","Y_346.csv","Y_347.csv","Y_348.csv","Y_349.csv","Y_36.csv","Y_37.csv","Y_377.csv","Y_378.csv","Y_379.csv","Y_38.csv","Y_380.csv","Y_39.csv","Y_408.csv","Y_409.csv","Y_410.csv","Y_411.csv","Y_439.csv","Y_440.csv","Y_441.csv","Y_442.csv","Y_470.csv","Y_471.csv","Y_472.csv","Y_473.csv","Y_5.csv","Y_501.csv","Y_502.csv","Y_503.csv","Y_504.csv","Y_532.csv","Y_533.csv","Y_534.csv","Y_535.csv","Y_563.csv","Y_564.csv","Y_565.csv","Y_566.csv","Y_594.csv","Y_595.csv","Y_596.csv","Y_597.csv","Y_6.csv","Y_67.csv","Y_68.csv","Y_69.csv","Y_7.csv","Y_70.csv","Y_8.csv","Y_98.csv","Y_99.csv"
"0.078327","0.10015","0.096053","0.095051","0.099749","0.10106","0.078078","0.078686","0.085151","0.094309","0.095705","0.096186","0.094285","0.10219","0.084374","0.074896","0.079431","0.095851","0.080983","0.085952","0.088452","0.086444","0.083251","0.074238","0.080114","0.09702","0.095791","0.094729","0.092471","0.088372","0.09346","0.093381","0.090717","0.083038","0.094844","0.094335","0.10215","0.095793","0.089574","0.09936","0.095724","0.093688","0.066769","0.094808","0.087073","0.093014","0.096134","0.096229","0.094079","0.10067","0.095665","0.095522","0.093995","0.095133","0.078081","0.095408","0.10119","0.095827","0.10142","0.077265","0.091903","0.083441","0.085113","0.10059","0.099425","0.09738","0.099907","0.084019","0.084204","0.081555","0.081313","0.10071","0.081565","0.087239","0.095534","0.093866","0.098955","0.091512","0.091553","0.096028","-0.055448","-0.059273","-0.063104","-0.068458","-0.064064","-0.06173","-0.073963","-0.068915","-0.056123","-0.069027","-0.062004","-0.063535","-0.064036","-0.076637","-0.059564","-0.042748","-0.058282","-0.046268","-0.046044","-0.05959","-0.065557","-0.071108","-0.057409","-0.059395","-0.058083","-0.050539","-0.075783","-0.070193","-0.076231","-0.071232","-0.058753","-0.060619","-0.049696","-0.058934","-0.063902","-0.061502","-0.073936","-0.063161","-0.07222","-0.063365","-0.075739","-0.060092","-0.076084","-0.061946","-0.062738","-0.070072","-0.062097","-0.07262","-0.074559","-0.075316","-0.07566","-0.073957","-0.074981","-0.074848","-0.072142","-0.074404","-0.058517","-0.074928","-0.07349","-0.057004","-0.053931","-0.053611","-0.051261","-0.06091","-0.061205","-0.074202","-0.075334","-0.059065","-0.045468","-0.057421","-0.053302","-0.064276","-0.058445","-0.059967","-0.060061","-0.072889","-0.054685","-0.07229","-0.052797","-0.057848"
"-0.022123","-0.014488","-0.0018887","-0.010258","0.0025765","-0.0034044","-0.035982","-0.025885","-0.0064127","0.0025904","-0.0057058","-0.0055816","0.0093621","-0.0044533","-0.040168","-0.048114","-0.024911","-0.02211","-0.033636","0.0022836","0.0040503","-0.0011886","-0.039234","-0.037503","-0.023792","-0.021263","0.00017074","-0.0051578","0.0092862","0.00774","-0.028572","-0.030842","-0.014012","-0.038618","0.0037419","-0.0026254","-0.010096","-0.01297","0.0094289","0.0014036","-0.0056366","-0.0004609","-0.035404","-0.0046877","0.017575","-0.0026933","0.00026969","-0.0061099","0.0062618","-0.0015836","-0.0062659","0.0040151","0.0089416","-0.006144","-0.026662","-0.0032425","-0.0057293","0.0026066","-0.0070492","-0.032471","-0.028576","-0.015064","-0.019755","-0.0016864","-0.0041726","0.00078888","-0.002198","-0.036345","-0.036804","-0.018766","-0.040402","-0.010633","-0.040358","-0.018371","0.0006089","0.0046763","-0.00084141","0.0041874","-0.023525","-0.022632","0.14","0.14566","-0.064474","-0.10038","-0.089373","-0.064859","-0.10383","-0.09711","0.14458","-0.10472","-0.07167","-0.08846","-0.089789","-0.078465","0.14148","0.11721","0.14907","-0.081833","0.11507","0.0062696","-0.085449","-0.085006","0.13643","0.14895","0.13915","0.12212","-0.098382","-0.087243","-0.09335","-0.087984","0.14116","0.14562","0.11156","0.14578","-0.078386","-0.079997","-0.10377","-0.06542","-0.095573","-0.082487","-0.08698","-0.061533","-0.092994","-0.057439","-0.081327","-0.098432","-0.078735","-0.10328","-0.11095","-0.084455","-0.09947","-0.099392","-0.091198","-0.098991","-0.11365","-0.10252","0.14827","-0.10509","-0.090621","0.14387","0.13267","0.14948","0.15001","-0.069653","-0.048231","-0.10397","-0.08218","0.14313","0.12622","0.14351","0.14639","-0.062611","0.14782","0.1478","0.14863","-0.10749","-0.087734","-0.10699","0.14394","0.1403"
"-0.068754","0.016332","0.017749","0.010859","0.037737","0.031093","-0.092375","-0.093059","-0.015305","0.017917","0.020616","0.019947","0.023577","0.034089","-0.077595","-0.086279","-0.080671","-0.0030031","-0.065868","0.023175","0.020341","0.022788","-0.086868","-0.1055","-0.083197","0.0084728","0.010941","0.009054","0.011655","0.030554","-0.016914","-0.010933","-0.035319","-0.077577","0.0124","0.0026745","0.03037","0.027521","0.027334","0.038039","0.02021","0.0074839","-0.098535","0.0074533","0.022968","-0.0060977","0.01844","0.017002","0.022242","0.033798","0.018008","0.013289","0.024765","0.018109","-0.081271","0.017098","0.02467","0.021911","0.026048","-0.092762","0.010169","-0.035885","-0.028835","0.034106","0.030732","0.021685","0.024277","-0.082229","-0.066875","-0.046494","-0.085439","0.035487","-0.081412","-0.027303","0.0098389","0.020369","0.027639","-0.0012615","-0.032793","-0.0053409","-0.01197","-0.052453","0.1854","-0.098759","0.14727","0.17827","-0.0837","-0.096738","-0.038759","-0.092616","0.15609","0.16073","0.1425","-0.1038","-4.6056e-005","0.094327","-0.063556","-0.12174","0.11311","0.12663","-0.10872","-0.10783","-0.032252","-0.038233","0.016358","-0.031129","-0.088581","-0.10272","-0.1073","-0.091054","-0.035567","-0.062666","0.09097","-0.062343","0.15993","0.17538","-0.077457","0.17537","-0.066368","0.171","-0.097088","0.17686","-0.084763","0.19326","0.16133","-0.019675","0.18113","-0.0053014","-0.072626","-0.083624","-0.10504","-0.10348","-0.084679","-0.11011","-0.028858","-0.07317","-0.063745","-0.076802","-0.10079","-0.036231","-0.063742","-0.063832","-0.066673","0.1911","0.18828","-0.046256","-0.055826","-0.026201","0.078047","-0.016793","-0.059604","0.11431","-0.058565","-0.062584","-0.017503","-0.041912","-0.11735","-0.0059515","-0.0065304","-0.046366"
