1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:20.0	12:0.0
1:1.0	2:0.0	3:0.0	4:1.0	5:0.0	6:12.0	7:0.0	8:0.0	9:0.0	10:0.0	11:16.0	12:0.0
1:0.0	2:0.0	3:1.0	4:0.0	5:1.0	6:0.0	7:0.0	8:0.0	9:13.0	10:0.0	11:5.0	12:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:20.0	12:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:40.0	12:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:18.0	12:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:11.0	12:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:18.0	10:1.0	11:20.0	12:1.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:12.0	12:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:40.0	12:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:21.0	12:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:1.0	6:0.0	7:0.0	8:0.0	9:13.0	10:0.0	11:6.0	12:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:14.0	12:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:40.0	12:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:14.0	12:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:7.0	7:1.0	8:1.0	9:0.0	10:0.0	11:5.0	12:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:15.0	12:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:15.0	12:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:14.0	12:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:7.0	7:1.0	8:1.0	9:0.0	10:0.0	11:4.0	12:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:14.0	12:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:17.0	12:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:30.0	12:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:16.0	12:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:5.0	7:1.0	8:1.0	9:0.0	10:0.0	11:10.0	12:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:40.0	12:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:6.0	10:1.0	11:12.0	12:1.0
1:0.0	2:0.0	3:0.0	4:0.0	5:1.0	6:0.0	7:0.0	8:0.0	9:11.0	10:0.0	11:27.0	12:1.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:62.0	12:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:20.0	12:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:30.0	12:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:11.0	10:1.0	11:17.0	12:1.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:19.0	12:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:23.0	12:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:13.0	10:1.0	11:15.0	12:1.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:40.0	12:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:20.0	12:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:40.0	12:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:13.0	10:1.0	11:15.0	12:1.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:10.0	12:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:1.0	6:0.0	7:0.0	8:0.0	9:8.0	10:0.0	11:1.0	12:0.0
1:0.0	2:0.0	3:1.0	4:0.0	5:1.0	6:0.0	7:0.0	8:0.0	9:9.0	10:0.0	11:29.0	12:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:10.0	12:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:5.0	10:1.0	11:13.0	12:1.0
1:0.0	2:0.0	3:0.0	4:1.0	5:0.0	6:7.0	7:0.0	8:1.0	9:0.0	10:0.0	11:25.0	12:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:1.0	6:0.0	7:0.0	8:0.0	9:9.0	10:0.0	11:1.0	12:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:17.0	12:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:30.0	12:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:15.0	12:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:12.0	7:1.0	8:1.0	9:0.0	10:0.0	11:5.0	12:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:18.0	12:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:19.0	12:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:13.0	12:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:14.0	12:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:17.0	12:0.0
1:0.0	2:1.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:19.0	12:0.0
1:1.0	2:0.0	3:0.0	4:0.0	5:0.0	6:6.0	7:1.0	8:0.0	9:0.0	10:0.0	11:11.0	12:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:40.0	12:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:20.0	12:0.0
1:0.0	2:0.0	3:1.0	4:0.0	5:1.0	6:0.0	7:0.0	8:0.0	9:13.0	10:0.0	11:15.0	12:0.0
