1:0.0	2:0.0	3:0.0	4:13.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0
1:0.0	2:0.0	3:0.0	4:14.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0
1:0.0	2:5.0	3:0.0	4:10.0	5:0.0	6:1.0	7:0.0	8:0.0	9:0.0	10:1.0
1:0.0	2:30.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0
1:0.0	2:1.0	3:0.0	4:14.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:1.0
1:0.0	2:6.0	3:0.0	4:8.0	5:2.0	6:0.0	7:1.0	8:0.0	9:0.0	10:0.0
1:0.0	2:26.0	3:0.0	4:10.0	5:1.0	6:0.0	7:0.0	8:1.0	9:1.0	10:1.0
1:0.0	2:20.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0
1:0.0	2:40.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0
1:0.0	2:62.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0
1:0.0	2:7.0	3:0.0	4:12.0	5:1.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0
1:0.0	2:30.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0
1:0.0	2:15.0	3:0.0	4:13.0	5:0.0	6:1.0	7:0.0	8:0.0	9:0.0	10:1.0
1:1.0	2:0.0	3:0.0	4:17.0	5:0.0	6:1.0	7:0.0	8:0.0	9:0.0	10:0.0
1:0.0	2:23.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0
1:0.0	2:30.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0
1:0.0	2:28.0	3:0.0	4:10.0	5:0.0	6:1.0	7:0.0	8:0.0	9:0.0	10:1.0
1:0.0	2:6.0	3:0.0	4:10.0	5:0.0	6:2.0	7:1.0	8:0.0	9:0.0	10:1.0
1:0.0	2:30.0	3:0.0	4:8.0	5:1.0	6:0.0	7:1.0	8:0.0	9:0.0	10:0.0
1:0.0	2:23.0	3:0.0	4:5.0	5:1.0	6:0.0	7:0.0	8:0.0	9:0.0	10:1.0
1:0.0	2:0.0	3:0.0	4:10.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0
1:0.0	2:10.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0
1:0.0	2:40.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0
1:0.0	2:3.0	3:0.0	4:5.0	5:1.0	6:0.0	7:0.0	8:0.0	9:0.0	10:1.0
1:0.0	2:20.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0
1:0.0	2:34.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0
1:0.0	2:11.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0
1:0.0	2:17.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0
1:0.0	2:30.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0
1:0.0	2:0.0	3:0.0	4:15.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0
1:0.0	2:0.0	3:0.0	4:19.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0
1:0.0	2:0.0	3:0.0	4:18.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0
1:0.0	2:0.0	3:0.0	4:19.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0
1:0.0	2:11.0	3:0.0	4:1.0	5:0.0	6:0.0	7:1.0	8:0.0	9:0.0	10:0.0
1:0.0	2:0.0	3:0.0	4:14.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0
1:0.0	2:17.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0
1:0.0	2:20.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0
1:0.0	2:18.0	3:1.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0
1:1.0	2:1.0	3:0.0	4:34.0	5:2.0	6:0.0	7:2.0	8:0.0	9:0.0	10:0.0
1:0.0	2:8.0	3:0.0	4:11.0	5:0.0	6:1.0	7:0.0	8:0.0	9:0.0	10:0.0
1:0.0	2:30.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0
