1:0.0	2:20.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0
1:0.0	2:26.0	3:0.0	4:2.0	5:0.0	6:1.0	7:1.0	8:0.0	9:0.0	10:0.0
1:0.0	2:20.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0
1:0.0	2:10.0	3:0.0	4:8.0	5:0.0	6:1.0	7:1.0	8:0.0	9:0.0	10:0.0
1:0.0	2:20.0	3:0.0	4:17.0	5:0.0	6:1.0	7:1.0	8:0.0	9:0.0	10:1.0
1:0.0	2:0.0	3:0.0	4:17.0	5:1.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0
1:0.0	2:11.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0
1:0.0	2:40.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0
1:0.0	2:8.0	3:0.0	4:3.0	5:1.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0
1:0.0	2:40.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0
1:0.0	2:21.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0
1:0.0	2:20.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0
1:0.0	2:14.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0
1:0.0	2:40.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0
1:0.0	2:0.0	3:0.0	4:14.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0
1:0.0	2:2.0	3:0.0	4:10.0	5:0.0	6:1.0	7:1.0	8:0.0	9:0.0	10:0.0
1:0.0	2:1.0	3:0.0	4:13.0	5:0.0	6:1.0	7:0.0	8:0.0	9:0.0	10:0.0
1:0.0	2:0.0	3:0.0	4:15.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0
1:0.0	2:14.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0
