"d16d16d15","d18d18d18","d16d16d16","d18d18d17","d16d16d17","d9d9d9","d19d18d18","d20d20d20","d18d18d19","d19d19d18","d19d20d19","d19d19d19","d15d16d16","d17d18d18","d18d17d17","d16d17d17","d18d17d18","d19d19d20","d17d16d16","d15d15d16","d15d15d15","d20d20d19","d16d15d15","d17d17d18","d17d17d17","d20d19d19","d17d17d16","d20d19d18","d19d20d20","d18d19d19","d9d18d18"
"-0.018938","-0.047801","-0.57414","0.033269","-0.031479","0.0023563","-0.0077413","-0.01029","0.0078636","0.010562","0.0063701","-0.051918","-0.012949","0.051276","0.005431","-0.026623","-0.008328","-0.0017032","-0.017213","-0.026054","-0.051037","0.0062562","-0.014291","0.005755","0.80873","-0.0033529","-0.027696","0.0011925","-0.0050424","-0.01466","0.0048474"
"-0.0072107","0.77619","-0.51967","0.017035","-0.032822","3.4607e-05","0.014107","0.033443","0.021582","0.018461","-0.00067966","0.12016","-0.0038959","0.02734","-0.0012532","-0.02549","0.040647","-0.0098309","-0.018709","-0.0097071","-0.0079303","-0.0033342","-0.0049953","0.018977","-0.32225","0.0072843","-0.036869","-0.00070355","0.011948","-0.0047061","7.1194e-05"
"0.022586","-0.4809","-0.41525","-0.020147","0.0017056","-0.0017564","-0.00016054","0.50447","0.14405","0.036144","0.0055573","0.40043","0.015181","-0.015425","0.05401","-0.0037948","-0.05589","0.024945","0.030373","0.059094","0.18464","0.022557","0.021108","0.11073","-0.27793","0.089517","-0.03717","0.0052505","0.11362","0.00051696","-0.0036133"
