"d7d15d15","d9d9d9","d9d9d8","d8d7d14","d8d13d14","d7d14d15","d6d5d6","d6d5d5","d6d5d4","d6d5d1","d16d17d17","d10d17d17","d9d17d17","d20d4d5","d3d6d6","d18d18d20","d14d14d15","d14d14d13","d14d14d14","d3d4d5","d13d13d13","d18d20d20","d11d10d9","d13d13d14","d13d13d12","d3d4d4","d8d8d8","d8d8d9","d10d11d10","d8d8d7","d10d11d11","d10d10d9","d10d10d11","d5d4d4","d10d10d10","d20d20d20","d5d5d6","d11d12d12","d19d20d19","d5d5d4","d5d5d5","d15d16d17","d15d16d16","d5d5d1","d16d14d14","d18d19d20","d9d9d10","d20d17d1","d5d4d1","d6d7d8","d13d12d12","d6d15d15","d8d9d10","d6d7d7","d13d12d13","d14d13d13","d6d7d6","d13d14d14","d13d14d15","d7d7d5","d20d1d5","d7d12d12","d7d7d8","d7d7d6","d7d7d7","d1d8d8","d12d12d1","d19d19d18","d1d4d1","d8d7d6","d19d19d19","d1d4d5","d8d7d7","d6d5d20","d7d7d11","d6d6d1","d17d18d18","d7d7d12","d6d6d6","d6d4d1","d6d6d7","d6d6d5","d18d17d17","d12d12d6","d1d5d6","d18d17d18","d12d13d13","d19d19d20","d4d5d5","d4d5d6","d8d9d9","d6d12d12","d17d16d15","d13d13d1","d17d16d16","d17d16d17","d16d15d15","d4d4d4","d4d4d5","d7d7d15","d5d6d6","d12d11d11","d5d6d5","d15d14d13","d5d6d7","d4d3d4","d8d5d7","d4d3d1","d4d2d4","d15d16d20","d9d8d7","d15d14d14","d9d8d8","d1d6d7","d1d6d6","d20d1d4","d16d16d15","d18d18d18","d18d18d17","d16d16d16","d16d16d17","d18d18d19","d10d9d8","d11d10d10","d10d9d9","d11d10d11","d20d18d4","d4d1d3","d4d1d4","d16d16d14","d4d1d6","d20d18d18","d13d1d6","d16d5d5","d12d6d7","d7d6d7","d9d10d9","d9d10d11","d15d15d16","d9d10d10","d15d15d15","d15d15d14","d12d12d12","d17d17d18","d19d1d5","d7d6d5","d12d12d11","d17d17d17","d12d5d7","d7d6d6","d17d17d16","d12d12d13","d7d6d4","d8d12d12","d1d2d4","d14d15d15","d20d19d20","d7d8d8","d11d11d10","d1d3d5","d1d3d4","d11d11d12","d1d3d3","d11d11d11","d14d15d16","d17d1d5","d7d8d9"
"1.5501e-015","1.5816e-015","1.5355e-007","2.1531e-008","1.3911e-010","1.8135e-005","4.2929e-016","5.944e-014","2.2254e-013","2.0059e-027","0.021182","0.0013983","1.0358e-066","2.2643e-061","7.6951e-014","0.0011017","0.0097882","0.0097882","0.10907","2.9619e-051","0.096484","4.3628e-012","0.0013983","0.0097882","0.0083899","8.6006e-080","0.0087481","9.7384e-009","1.2728e-090","2.3634e-007","4.1576e-014","9.4149e-012","2.97e-011","0.0013983","1.882e-011","8.4912e-008","9.3267e-009","5.9023e-005","1.9306e-012","2.9752e-041","5.963e-022","0.0027965","0.015575","5.6469e-015","0.0013983","1.3073e-008","1.4894e-009","2.0213e-005","6.3595e-016","3.6433e-007","0.0041949","2.0935e-058","2.6299e-017","0.0076483","0.0013983","0.0083899","3.5712e-049","0.011184","0.0041949","1.2191e-049","1.5638e-010","0.0055932","1.894e-007","2.0265e-010","0.055944","1.7691e-058","0.0013983","0.0013983","1.3181e-041","9.6461e-048","0.0013983","2.2544e-059","1.1357e-006","2.5153e-061","0.0013983","3.4177e-058","0.0034065","0.0013983","0.0045499","0.0013983","0.0015684","7.6914e-016","0.0053602","0.0013983","0.0017524","0.0013939","0.0083899","8.0643e-005","3.4601e-006","3.681e-040","3.874e-010","0.0013983","0.0027966","0.0013983","0.0063911","2.2634e-074","0.015381","1.4286e-080","7.2554e-011","0.0013976","1.1498e-013","7.5046e-009","2.0031e-062","0.0027966","0.0001343","2.8114e-080","8.274e-046","4.2347e-048","2.1207e-063","1.7165e-057","1.6305e-015","0.012585","3.0622e-009","3.7457e-015","0.0027966","8.5969e-010","0.016779","0.019749","0.008405","0.041586","0.014928","0.0024736","1.5083e-011","4.6016e-015","5.7399e-008","1.661e-059","7.8378e-009","1.2214e-014","1.9414e-008","0.0013983","1.4064e-059","0.0013962","0.0041949","9.1766e-059","0.0013983","7.247e-015","3.8356e-094","2.3131e-011","0.025169","2.2148e-007","0.086615","0.013983","0.19856","0.014171","3.5646e-014","1.3096e-015","7.8233e-007","0.00084816","0.0013983","8.4704e-009","0.020401","0.0097882","2.2593e-036","0.0027966","0.0013983","0.020974","1.0488e-007","0.0032111","2.8776e-013","2.208e-013","8.8649e-062","0.0014739","3.6809e-050","2.8852e-014","0.0041949","0.0013974","0.00099198"
"0.0009788","0.021044","0.0053834","0.00048939","0.0004894","0.00048305","0.0014682","0.002447","0.0009788","0.0009788","2.0784e-010","3.9204e-029","2.3093e-083","0.0004894","0.0004894","0.00059321","1.2726e-010","3.5168e-074","2.2898e-041","0.0004894","9.096e-038","0.0004894","1.2828e-012","4.256e-068","8.6423e-083","0.0004894","0.020429","0.004894","0.0004894","0.0039151","0.009788","0.0053834","0.007341","2.5091e-011","0.36558","0.00048937","0.0039152","0.0029157","0.0004894","0.0014682","0.0068516","2.3073e-065","0.001059","0.0004894","6.115e-083","0.0004894","0.0053834","0.00048233","0.0014682","0.0019575","9.8245e-085","0.0004894","0.0009788","0.003196","9.4496e-083","6.9413e-038","0.0004894","5.8326e-040","5.0018e-076","0.0004894","0.0009788","8.5172e-078","0.0039151","0.0034258","0.012721","0.0004894","2.2334e-084","8.3552e-085","0.0004894","0.0004894","2.8761e-085","0.0004894","0.0039148","0.0004894","9.8205e-077","0.0004894","0.0011508","3.123e-073","0.019452","1.851e-011","0.0043451","0.0014682","1.3821e-014","6.6296e-085","0.0013443","1.5315e-006","1.9698e-075","0.00046118","0.0034246","0.0004894","0.0078304","1.6771e-084","2.7303e-031","9.5591e-067","1.0702e-077","4.7401e-084","4.4502e-068","0.0004894","0.0004894","2.5156e-007","0.0039152","0.0019576","0.0004894","1.7175e-072","0.0014212","0.0004894","0.0004894","0.0004894","0.0004894","0.0004894","0.0009788","3.0603e-077","0.004894","0.0004894","6.7088e-070","0.0004894","2.266e-077","8.6913e-011","1.6685e-016","3.1319e-011","2.7677e-007","0.00060247","0.0009788","0.011746","0.0058728","0.0004894","0.0004894","0.0009788","0.00048939","6.5095e-069","0.0004894","7.5434e-007","3.9737e-068","0.0004894","2.4722e-085","0.0004894","0.0004894","0.0009788","6.0576e-012","0.0078303","2.9583e-028","2.3153e-040","1.3214e-008","2.5109e-008","0.0004894","0.0004894","0.0019573","4.6069e-018","8.6699e-086","0.0034258","2.0969e-067","4.8517e-069","0.0009788","1.0133e-065","1.5254e-011","3.8837e-012","0.00048936","0.0037702","0.0068516","0.0004894","0.0004894","0.00046295","0.0004894","0.37194","7.5266e-035","3.0897e-007","0.00063161"
"1.9741e-023","0.00064889","3.6494e-025","1.5206e-017","3.4294e-016","8.1605e-047","3.316e-078","1.256e-071","1.7262e-075","7.3952e-077","0.0076884","8.9226e-015","0.0006487","7.2343e-078","5.5349e-076","3.9394e-020","9.3847e-012","2.7805e-013","1.9376e-011","7.937e-076","5.1697e-010","1.7442e-016","1.4869e-080","3.8445e-011","8.025e-016","2.3552e-074","1.5548e-015","2.4923e-025","4.1916e-080","4.5694e-055","3.2322e-053","1.6595e-024","8.6929e-055","1.725e-079","3.05e-023","3.2348e-017","1.5542e-028","3.4535e-072","8.647e-020","6.1082e-074","3.8243e-074","7.1226e-008","0.0011013","1.2144e-082","2.9369e-015","1.2345e-018","2.4489e-024","1.6175e-047","8.7448e-075","4.1702e-026","1.1119e-032","1.5659e-083","7.615e-075","3.9485e-014","8.069e-012","2.4175e-011","2.5903e-086","1.1378e-006","1.0111e-013","3.9729e-076","1.699e-020","6.5785e-016","1.4556e-024","1.2943e-073","3.2519e-013","1.9244e-084","8.4144e-026","5.2037e-014","7.4961e-078","1.3861e-074","2.8788e-014","9.2333e-077","8.6261e-026","1.3381e-077","4.0575e-021","2.1993e-085","0.0014352","1.3611e-008","2.0682e-013","4.7454e-079","3.2431e-010","1.9406e-075","0.0014055","4.4562e-029","3.9889e-031","1.5728e-028","3.172e-015","6.6773e-047","8.0858e-024","2.042e-078","5.6031e-025","7.9827e-029","7.8461e-011","1.4763e-008","0.008063","0.0006487","7.5996e-010","6.118e-075","2.6571e-016","1.6248e-028","2.609e-022","1.4954e-075","1.6103e-075","1.1839e-013","1.5823e-017","1.2168e-075","1.9132e-081","1.9776e-074","8.3299e-075","6.4626e-084","2.2484e-082","6.9888e-016","3.1436e-026","1.4646e-082","2.2904e-012","3.0981e-016","4.5319e-007","0.021976","0.0032365","0.055308","0.0092919","7.9776e-015","1.8618e-073","2.9802e-053","4.3701e-027","1.0253e-078","1.4515e-018","2.2149e-073","1.0941e-018","8.0418e-009","1.1621e-079","1.8053e-028","7.0234e-010","4.9467e-084","4.2942e-070","4.0595e-082","3.3014e-050","2.1902e-074","1.3954e-007","4.7544e-024","3.7229e-005","1.3049e-010","5.3194e-023","0.0031564","4.5201e-020","4.4575e-083","4.033e-071","0.87795","6.4365e-069","1.4649e-074","0.0074019","8.7915e-013","2.6971e-077","3.1778e-011","3.5343e-079","1.2261e-007","3.4975e-019","3.8153e-012","1.142e-054","2.9717e-079","2.2242e-074","5.1628e-021","4.4918e-076","1.527e-049","6.8194e-014","8.733e-029","5.0167e-047"
