"d3d3d4","d9d9d9","d3d3d3","d9d9d8","d10d10d10","d10d9d9","d5d5d5","d10d9d10","d6d6d6","d9d9d10","d5d9d9","d2d2d1","d2d2d3","d2d2d2","d9d10d9","d8d9d9","d9d10d10","d2d1d1","d4d4d4","d5d3d3","d1d2d2","d4d4d3","d1d2d1","d1d1d2","d4d3d3","d3d4d4","d8d8d8","d1d1d1","d8d8d9","d9d8d8","d10d10d9","d7d7d7"
"2.5794e-240","0.50862","8.1473e-18","0.00066313","0.16844","0.016578","9.3057e-24","0.0013263","3.6788e-240","0.0092838","0.00066313","0.0013263","0.00066313","0.049735","0.0019894","0.00066313","0.011273","0.0019894","3.1352e-239","1.2857e-240","0.00066313","1.3775e-236","0.00066313","0.0013263","2.0416e-235","4.9902e-236","0.19562","0.019231","0.00066313","0.00066313","0.0079576","3.1861e-239"
"0","6.902e-46","6.1605e-40","0","0","0","1","0","0","0","6.5633e-29","0","0","0","0","0","0","0","0","9.2771e-24","0","0","0","0","0","0","0","0","0","0","0","0"
"0.0003003","3.425e-152","0.1961","3.6013e-158","1.2585e-161","1.661e-162","6.7538e-30","8.2403e-163","0.38198","3.4976e-162","6.3072e-167","1.7887e-194","7.7708e-77","1.0724e-89","5.8586e-164","1.2603e-155","1.5928e-160","7.7518e-85","0.38198","0.0003003","2.5336e-200","0.0009009","2.8348e-199","2.1606e-82","0.0006006","0.0009009","1.1169e-147","2.3226e-88","1.1342e-157","2.7497e-156","3.2183e-163","0.036937"
