"d9d9d9","d19d19d18","d19d19d19","d17d18d18","d18d17d17","d16d17d17","d18d17d18","d9d17d17","d19d19d20","d17d16d16","d16d15d15","d13d13d13","d13d13d12","d12d11d11","d12d11d12","d19d20d20","d10d11d10","d10d11d11","d10d10d9","d18d18d18","d16d16d15","d10d10d11","d16d16d16","d18d18d17","d16d16d17","d20d20d20","d19d18d18","d10d10d10","d18d18d19","d19d18d19","d11d10d10","d10d9d9","d19d20d19","d11d12d12","d15d16d16","d18d19d20","d9d9d10","d15d15d16","d15d15d15","d9d10d10","d10d18d18","d20d20d19","d17d17d18","d12d12d12","d20d19d19","d17d17d17","d12d12d11","d17d17d16","d12d12d13","d11d11d10","d11d11d12","d11d11d11","d18d19d19"
"0.00046178","0.009772","0.10284","0.014891","0.016752","0.0074453","0.00046533","0.00046533","0.001396","0.0065147","0.00093067","2.0443e-142","3.1305e-143","7.6074e-141","4.7351e-140","0.0023267","3.193e-144","4.1429e-138","3.819e-110","0.34435","0.00093067","2.8886e-138","0.12657","0.013495","0.0060493","0.005584","0.014891","7.7789e-032","0.011168","0.00046533","1.8492e-140","5.9346e-146","0.00093067","1.3131e-142","0.00093067","0.00046533","5.4647e-109","0.00093067","0.0023267","1.8858e-147","0.00046533","0.0018613","0.016287","2.254e-141","0.002792","0.26757","6.9323e-142","0.005584","8.4525e-143","1.5015e-139","2.975e-141","1.7115e-137","0.012099"
"5.1346e-182","2.3777e-191","1.5692e-191","2.8552e-190","2.7028e-190","1.6136e-189","3.3323e-191","1.3674e-191","2.9771e-191","8.5176e-189","1.2204e-185","0.0024598","0.00081995","0.0081995","0.00081995","4.9213e-192","0.00081995","0.004553","2.4438e-188","1.6393e-190","6.08e-189","0.0040113","7.3081e-188","2.8258e-188","1.3877e-190","1.0086e-192","9.6694e-190","1.3011e-010","1.2542e-190","4.031e-197","2.2158e-007","1.2567e-187","2.3532e-191","0.0040997","4.5355e-186","1.012e-191","1.6431e-187","1.89e-188","8.9769e-186","1.4379e-189","1.2695e-190","9.6702e-192","6.8994e-191","0.24271","9.2429e-192","7.4189e-189","0.0057396","1.8489e-188","0.00081995","0.0025762","0.0057396","0.71664","2.7396e-190"
"0.0096709","1.7721e-190","6.4019e-053","3.3476e-044","5.9586e-047","6.2743e-040","2.5975e-180","1.7701e-033","1.1987e-193","2.9599e-189","8.8781e-191","8.2394e-196","7.2007e-196","8.7602e-028","1.6764e-182","6.7413e-045","1.4938e-026","0.0047747","0.0021473","4.4322e-050","6.2895e-192","0.0065576","8.9417e-043","7.4354e-055","5.1236e-190","1.9929e-194","1.0183e-056","0.95875","2.5494e-040","5.2724e-197","0.0085887","0.0010736","1.6612e-189","1.2145e-042","1.9393e-191","1.5647e-194","0.0021473","8.7093e-192","3.8664e-191","0.0010736","2.8768e-023","5.9605e-044","8.3418e-056","7.4194e-035","2.717e-190","1.9451e-042","4.2838e-022","8.6065e-039","2.3105e-196","0.0052158","4.2299e-024","1.4044e-010","4.1861e-189"
