"d9d9d9","d3d3d3","d9d9d8","d5d10d10","d8d9d9","d10d10d10","d9d10d10","d8d9d8","d10d9d9","d4d4d4","d5d5d5","d5d6d6","d6d6d6","d9d9d10","d8d8d8","d8d8d9","d9d8d8","d10d10d9","d9d8d9","d7d7d7"
"0.6509","1.4973e-272","1.6803e-07","0.0008941","0.0035764","0.19044","0.0080469","3.0494e-14","0.012517","2.384e-262","5.3357e-22","3.0892e-267","3.3301e-259","0.0071528","8.728e-11","0.0030901","0.0062515","0.0071528","1.9559e-32","0.10997"
"5.0715e-15","0.017349","0.0057827","1.3035e-39","2.1243e-08","2.2918e-53","3.0232e-54","0.00096381","1.3044e-263","2.047e-258","0.59852","2.566e-32","1.471e-59","6.284e-265","0.37299","0.0034156","7.7527e-06","2.723e-54","0.00096381","8.8071e-266"
"1.4532e-138","1.0264e-141","3.7979e-137","3.4928e-143","2.5805e-138","1.0409e-138","6.2609e-139","1.5908e-137","3.8469e-139","0.22138","5.3414e-29","0.00029206","0.77833","1.3122e-139","1.6471e-139","2.1692e-134","8.4589e-137","1.7305e-137","3.6313e-143","9.6954e-136"
