"d5d4d5","d9d9d9","d9d9d8","d5d4d4","d3d3d3","d10d10d10","d10d9d8","d10d9d9","d5d5d6","d5d5d4","d5d5d5","d8d7d7","d10d9d10","d6d6d6","d6d6d7","d6d6d5","d9d9d10","d4d5d4","d4d5d5","d9d10d9","d8d9d9","d6d7d7","d5d8d8","d9d10d10","d8d9d8","d4d4d4","d7d6d6","d4d4d5","d5d6d6","d6d8d8","d4d4d3","d3d4d4","d7d8d8","d8d8d8","d8d8d9","d7d7d8","d8d8d7","d9d8d8","d10d10d9","d9d8d9","d7d7d7"
"0.00053629","5.0391e-160","1.859e-153","0.006148","1.0918e-153","1.5418e-161","1.9618e-157","5.3056e-159","0.0021452","0.0031436","0.96426","2.9775e-159","2.5329e-160","0.01019","1.2701e-130","0.0026815","1.1771e-158","3.1805e-09","0.0063545","1.7936e-158","4.2484e-153","2.1076e-88","3.0303e-34","4.2131e-161","2.3122e-165","1.2179e-09","5.3377e-85","0.0040076","0.00053629","8.3415e-169","3.3122e-154","2.202e-154","4.0998e-159","3.3567e-57","6.5212e-159","6.6239e-156","5.4911e-162","7.1118e-154","3.3267e-159","7.2054e-161","8.9079e-96"
"9.3438e-177","0.25228","0.016864","9.0816e-164","3.1655e-168","0.038661","0.0013105","0.019658","5.4618e-75","2.0227e-164","7.2544e-90","0.007208","0.0013105","0.019002","0.00065527","6.0245e-75","0.014416","4.7586e-167","2.8666e-162","0.0078632","0.016025","0.0039316","6.8262e-92","0.015071","0.0013105","1.8871e-167","0.0013105","1.1313e-167","1.1532e-99","0.00065527","7.5413e-169","4.2697e-169","0.010484","0.26991","0.019658","0.0052422","0.0078632","0.020312","0.01245","0.0013101","0.23524"
"5.9094e-24","5.8096e-17","0.00057731","0.00024489","0.0050245","6.5159e-29","1.6103e-93","2.7211e-14","4.8061e-133","0.00097676","4.6611e-21","8.4796e-16","2.4812e-17","3.5387e-82","1.2021e-134","1.9183e-133","3.1785e-12","0.00091355","0.00098256","2.2562e-15","0.00070557","5.5815e-81","0.00045677","3.7874e-18","5.7462e-46","0.41338","1.5059e-132","0.00069756","1.4362e-132","4.7303e-61","0.00045677","0.00045677","3.5047e-16","0.57421","4.3263e-11","4.1921e-17","2.3306e-43","0.00091479","6.7664e-14","2.986e-07","2.9326e-25"
