"d3d3d4","d1d5d5","d3d3d2","d9d9d9","d3d3d3","d9d9d8","d3d3d1","d11d11d1","d3d2d1","d3d2d2","d1d4d4","d3d2d3","d8d7d7","d1d4d5","d4d6d6","d6d5d5","d7d7d12","d6d6d6","d6d6d7","d6d6d5","d9d6d6","d4d5d4","d4d5d5","d4d5d6","d5d1d4","d8d9d9","d5d1d5","d3d1d1","d3d1d3","d3d1d2","d3d4d5","d4d4d4","d4d4d5","d5d3d3","d4d4d1","d12d11d11","d5d6d6","d5d6d5","d4d4d3","d4d3d3","d4d3d4","d3d4d4","d4d3d1","d4d3d2","d8d8d8","d10d11d10","d10d11d11","d1d6d7","d8d8d7","d10d10d11","d5d4d4","d10d10d10","d11d10d10","d5d5d6","d11d12d12","d5d5d4","d4d1d3","d5d5d5","d2d3d2","d2d3d1","d2d3d4","d2d3d3","d11d4d5","d10d8d8","d2d2d1","d2d2d3","d2d2d2","d6d6d11","d6d7d7","d2d1d2","d2d1d1","d6d7d6","d12d12d12","d7d6d6","d12d12d11","d5d11d1","d1d2d3","d1d2d2","d1d2d1","d1d1d2","d1d1d3","d2d4d5","d1d1d4","d7d8d8","d1d3d5","d11d11d10","d1d1d1","d1d3d4","d7d7d8","d1d3d3","d11d11d12","d1d3d2","d11d11d11","d7d7d6","d7d7d7"
"0.0090643","0.0012086","0.0060429","0.083996","0.038674","0.00060429","0.0030214","0.00060429","0.00060429","0.0048343","0.00060429","0.0018129","0.0021376","0.0012086","0.00060429","0.0096686","1.8634e-012","0.19035","0.00060429","0.0072514","0.00060429","0.00060429","0.00846","0.00060429","0.00060429","0.0012086","0.00060429","0.0018129","0.0018129","0.00060429","0.0030214","0.12267","0.010273","0.00060429","0.00060429","5.5884e-031","0.0096686","0.00060429","0.010877","0.0072514","0.00060429","0.0078557","0.0012086","0.00060429","4.7196e-011","1.0949e-194","1.7028e-192","0.00060429","0.001395","4.2262e-193","0.011481","1.2932e-189","1.9162e-194","0.00846","5.3983e-187","0.010877","0.0012086","0.21392","0.0012086","0.00060429","0.0024171","0.00423","0.00060398","9.6477e-185","0.0030214","0.00423","0.00846","0.00060427","0.0030214","0.0024171","0.0060429","0.00060429","5.5664e-049","0.0024171","2.2201e-185","0.00060429","0.0030214","0.0036257","0.00060429","0.0048343","0.0018129","0.0012086","0.00060429","0.0036257","0.00060429","2.2724e-192","0.00846","0.00060402","1.3478e-013","0.0018129","1.1914e-183","0.00060429","6.6184e-028","0.0030214","0.12146"
"1.0595e-173","1.4219e-175","9.5194e-176","1.4162e-029","3.8163e-175","4.5936e-015","3.4289e-173","1.3795e-116","2.1739e-176","2.1737e-177","6.8029e-169","8.92e-175","0.0022194","7.18e-171","1.5466e-172","4.0055e-168","0.00064096","2.2124e-127","5.9441e-176","1.3427e-126","8.4147e-177","9.7881e-179","4.5371e-159","8.6097e-173","1.2383e-171","6.5117e-020","1.4045e-179","8.6774e-171","9.7164e-176","8.4804e-180","1.5803e-127","1.08e-147","3.143e-134","4.6307e-169","3.8474e-161","0.0044867","5.0444e-158","7.7244e-117","6.4973e-135","1.1523e-175","1.496e-181","6.8724e-174","3.9107e-172","1.7239e-169","0.29228","6.8398e-113","1.4816e-108","3.1417e-160","0.0010842","2.1271e-108","1.6574e-135","1.6828e-025","9.273e-107","2.2759e-133","0.0044867","4.8061e-130","1.1713e-171","6.3114e-134","8.1619e-179","6.0532e-170","1.3062e-173","1.475e-174","1.0117e-146","0.00064096","2.6265e-175","4.174e-175","5.9921e-176","2.0233e-147","1.1242e-174","1.1219e-175","1.5126e-176","9.6642e-172","0.67942","9.6201e-164","0.0057686","2.4863e-176","1.5346e-172","3.6131e-174","3.5409e-175","1.9627e-174","2.2785e-174","8.8804e-177","2.6969e-173","2.3893e-012","4.3839e-117","8.6834e-110","1.3092e-173","3.13e-147","0.0032048","1.0975e-175","0.0057686","2.9881e-172","2.6194e-006","8.0347e-174","8.9538e-008"
"2.1425e-191","7.3556e-194","2.749e-195","1.568e-201","1.3086e-194","2.047e-252","5.2917e-197","1.0268e-036","5.0074e-244","2.8416e-208","3.9604e-156","2.1277e-202","1.3599e-225","7.2102e-203","1.0746e-204","9.111e-196","1.4284e-245","2.4106e-024","1.3285e-198","1.511e-021","2.9983e-179","1.043e-238","4.567e-031","4.4881e-205","3.9636e-203","1.9556e-253","2.2271e-211","1.4626e-197","6.979e-208","3.0812e-248","1.725e-023","1.5192e-041","4.5357e-025","6.3842e-202","6.3953e-224","2.1202e-031","1.3985e-027","2.5509e-037","1.2081e-032","1.4316e-199","9.7108e-214","1.8565e-186","8.4965e-178","1.2713e-203","1.5108e-057","0.002765","0.0073733","1.0907e-223","3.4933e-245","0.00553","1.2557e-032","0.4894","0.0036866","3.8612e-023","7.4374e-041","5.9967e-025","3.2681e-195","9.5023e-031","5.2492e-208","5.9468e-204","1.5507e-196","3.7587e-185","4.6186e-007","1.9842e-037","7.3946e-196","1.955e-200","1.0552e-204","2.3878e-008","7.1822e-183","2.4555e-216","6.4643e-203","6.0096e-203","2.6935e-048","2.8568e-193","1.456e-033","2.9471e-238","1.0204e-195","1.1649e-184","1.0371e-238","1.3045e-199","1.3545e-195","1.2225e-204","9.1964e-207","9.253e-228","6.1187e-037","0.01106","9.3525e-201","4.1084e-007","4.2572e-246","3.5297e-190","8.0022e-034","8.424e-193","0.48018","1.086e-182","5.0333e-190"
