9999 0:0.7315913912313874 1:0.8396092510719132 2:0.48762450951034175 3:0.7154562922605613 4:1.0 5:0.5517019813189123 6:0.5576649958769886 7:0.7004417668464389 8:0.6602636331210248 9:0.78543975822308 10:0.7653792285684433 11:0.7069217787880208 12:0.6264894253905189 13:0.6727198721046523 14:0.6533532816883503 15:0.5822554445032208 16:0.5756919909043691 17:0.6556673278167318 18:0.7796212139401235 19:0.6405801835852832 20:0.6294002199941084 21:0.7127280701276637 22:0.5849346970057115 23:0.623147803146562 24:0.7710375136392376 25:0.6126121458408729 26:0.6495421266708286 27:0.50965749655381 28:0.6553147054539862 29:0.56445385551918 30:0.6237170572021019 31:0.5936494690566053 32:0.6998473942506428 33:0.601543017121084 34:0.6557887971051093 35:0.7849851122213312 36:0.5904396536567575 37:0.7205589479881607 38:0.6822573648845739 39:0.7650832445951645 40:0.5775762793293603 41:0.6057834209733991 42:0.5706554163504769 43:0.5588636474118855 44:0.8263583334695195 45:0.5386544385330996 46:0.544249119181384 47:0.5681968299311821 48:0.7805703989955214 49:0.6575807028067295 50:0.6889910396490465 51:0.5636151308323836 52:0.6251811002391854 53:0.6321355220737076 54:0.47483852045552954 55:0.6156119764636443 56:0.5571913633744897 57:0.7648664412396946 58:0.8375095805234587 59:0.6065462707813005
9999 0:0.5024752637049523 1:0.5476902992778646 2:0.4469000469417898 3:0.4484963392319099 4:0.5517019813189123 5:1.0 6:0.2826526170211612 7:0.37938086532731274 8:0.6877969983396541 9:0.5818687061588111 10:0.582444146412838 11:0.42270349320001693 12:0.2861167047609886 13:0.3663072558331704 14:0.43900131350459504 15:0.3900576287706138 16:0.5111708007902999 17:0.3848319234144046 18:0.5267410328076876 19:0.4040842392310512 20:0.39580466932995195 21:0.4384613503459768 22:0.6314659306341885 23:0.39706170493331716 24:0.5469762025484031 25:0.5701752473782116 26:0.5444518547027628 27:0.4954825849529292 28:0.6899452136936675 29:0.5818608775303173 30:0.6515667175716328 31:0.5560891602861872 32:0.5831599883680403 33:0.5658425045896863 34:0.5469773073218112 35:0.45760668339914545 36:0.4956900664071806 37:0.5190347803342674 38:0.5302299712229777 39:0.5238958879815481 40:0.5540298359996708 41:0.6291493754052606 42:0.5425182516106971 43:0.5354950689538445 44:0.4733335245533139 45:0.5640046515193902 46:0.550391461411143 47:0.5191673854167997 48:0.5600231431041309 49:0.49784423100512587 50:0.444003339023637 51:0.5127268499135699 52:0.5324694425423215 53:0.41591763870703424 54:0.4994749482859549 55:0.557253443436385 56:0.5136084346724812 57:0.484909882245902 58:0.5524844098073526 59:0.6319995673598895
9999 0:0.5478289089366162 1:0.5014354370597042 2:0.3906828008035116 3:0.4616781289506907 4:0.5576649958769886 5:0.2826526170211612 6:1.0 7:0.5518079512410403 8:0.38688742145488203 9:0.4388213396325294 10:0.4460902159599569 11:0.5363790895860019 12:0.7172436125514787 13:0.667338582233132 14:0.5651123083789681 15:0.5772294122701775 16:0.42595230638600445 17:0.5439773774757527 18:0.5569298540927474 19:0.5945219855482948 20:0.5909907128657539 21:0.5841302834416682 22:0.33926117422174185 23:0.5665122840594263 24:0.46542363826899547 25:0.3578594237717551 26:0.35492529640929477 27:0.394045070773346 28:0.2892206351957306 29:0.28751836932301655 30:0.31451176957831867 31:0.3090513948393166 32:0.3371358417608131 33:0.3058201200214531 34:0.3952013852004501 35:0.4634187991117491 36:0.4188301028077085 37:0.5346564268648347 38:0.41763657639275037 39:0.4848693405106981 40:0.2876668003218545 41:0.28873724250181826 42:0.3098834725010051 43:0.292702529329087 44:0.5084505655628339 45:0.3443476072192391 46:0.32503527883165845 47:0.431848854900649 48:0.441269197327006 49:0.5089764141674846 50:0.5731402941344022 51:0.42240359098869307 52:0.4056201783993931 53:0.5294661047544743 54:0.31770763072190167 55:0.36068219506313476 56:0.37150557822278046 57:0.5592948443380285 58:0.6368471190553198 59:0.34047687552064343
9999 0:0.6830988854025558 1:0.6793935125636843 2:0.6448949276174896 3:0.7360901605117269 4:0.7004417668464389 5:0.37938086532731274 6:0.5518079512410403 7:1.0 8:0.508524355136044 9:0.5953797380487367 10:0.5654279175042642 11:0.6884043902792403 12:0.5861476980005407 13:0.6103992513038454 14:0.5026847757229449 15:0.4922261343980292 16:0.5695873529316171 17:0.7146838767776572 18:0.6200908585072068 19:0.6400372662036288 20:0.5392694642586405 21:0.6627585075834703 22:0.520542502787376 23:0.56636963185006 24:0.6206660279416707 25:0.5050733991604337 26:0.5396126339668722 27:0.6069298125028426 28:0.47874785472009446 29:0.40068403170275985 30:0.46726143531608927 31:0.5023430448021002 32:0.49920472756730827 33:0.5013804713575548 34:0.5850834675486718 35:0.6894978331969528 36:0.5815585037279806 37:0.7251747044280469 38:0.6083369362491023 39:0.5962634415526356 40:0.4406672334515878 41:0.4683105647030191 42:0.5394541980636806 43:0.5351577842194853 44:0.6806636106129518 45:0.4809464261785496 46:0.49177482379842097 47:0.47619845615163636 48:0.5997477201374126 49:0.5050988458279277 50:0.605530440671472 51:0.4211457180100673 52:0.5827708274594557 53:0.501175314293065 54:0.46640315469152105 55:0.5272252014025252 56:0.49319214511966336 57:0.6927762443118888 58:0.6879398495159657 59:0.5556051880541534
9999 0:0.604282870729944 1:0.6443283611654423 2:0.6468380414963776 3:0.5027949701341691 4:0.6602636331210248 5:0.6877969983396541 6:0.38688742145488203 7:0.508524355136044 8:1.0 9:0.8345393152941435 10:0.8128994201379879 11:0.571156426486123 12:0.41043847645750475 13:0.4314799055388916 14:0.5000255289756501 15:0.4536881908453739 16:0.7460700700537272 17:0.4543648589222531 18:0.6294764555941421 19:0.4506053929940213 20:0.42764727853374834 21:0.4554187976480303 22:0.8314219406780684 23:0.4556645963329288 24:0.5953445760098918 25:0.7868415558406232 26:0.7534681874166045 27:0.6487916647607392 28:0.8607342866028402 29:0.7410018989626725 30:0.8757550720003887 31:0.742182641497013 32:0.8260056875620565 33:0.8149500304475964 34:0.7753075538864573 35:0.5735115399243166 36:0.7398567644737938 37:0.6005506653877245 38:0.7686130474854567 39:0.5567359541633895 40:0.7562561935325174 41:0.7922499418254939 42:0.7693451475222621 43:0.726921597504718 44:0.6481472366133415 45:0.779434025005751 46:0.7417910549451449 47:0.680341896493358 48:0.6012121945998632 49:0.5374066037481838 50:0.49102150959891705 51:0.7199261395496865 52:0.7106668341299782 53:0.4781664666957005 54:0.6637355125638996 55:0.782762632335991 56:0.717169485153109 57:0.5641422800414613 58:0.7173369338876073 59:0.847889449313858
9999 0:0.6670246905271072 1:0.7125363952196786 2:0.6400234098332006 3:0.6056691052377434 4:0.78543975822308 5:0.5818687061588111 6:0.4388213396325294 7:0.5953797380487367 8:0.8345393152941435 9:1.0 10:0.8530842392708131 11:0.655963646466369 12:0.5014080098011096 13:0.5281673726745887 14:0.5392897614871152 15:0.4835212344519235 16:0.7146100478427578 17:0.5389344380788932 18:0.6470154051713597 19:0.5203166795976648 20:0.5302843878766721 21:0.5517227606199749 22:0.7717845260885664 23:0.5198787606850229 24:0.6665579963372368 25:0.7805822014387058 26:0.7921103452416608 27:0.6527623252562154 28:0.8027507365282247 29:0.735991570127617 30:0.784734812363626 31:0.7606679939569362 32:0.8010968593305055 33:0.7464387442004508 34:0.7885788120698525 35:0.7301644114172304 36:0.7399608279780103 37:0.6527744972622359 38:0.8191030282128691 39:0.6511142886406911 40:0.6846254716567157 41:0.7598247029853582 42:0.756683218296011 43:0.7251271056001027 44:0.7471257150590298 45:0.6935869493961127 46:0.6941732090009802 47:0.6556441449950099 48:0.6404394770468659 49:0.5600969659381619 50:0.5657781951135555 51:0.7393534470719203 52:0.7149382821001968 53:0.5243865654934811 54:0.6314749647888525 55:0.7393001371362681 56:0.6901650498589703 57:0.6863107485716072 58:0.7626212354817891 59:0.7850394546929681
9999 0:0.612312786920663 1:0.707749583418804 2:0.5985040389617815 3:0.5813517738398627 4:0.7653792285684433 5:0.582444146412838 6:0.4460902159599569 7:0.5654279175042642 8:0.8128994201379879 9:0.8530842392708131 10:1.0 11:0.6015847493283898 12:0.5064744222962614 13:0.5158879794117956 14:0.5100178511782574 15:0.47121374301447966 16:0.6566221366694085 17:0.5453511932458002 18:0.6886548513521659 19:0.5146459494035611 20:0.5098172371815257 21:0.5417411377013619 22:0.7161532451390163 23:0.4934111840153229 24:0.6609547314490404 25:0.6674991833328054 26:0.7425790733902206 27:0.5856649464232845 28:0.7278044161260239 29:0.6781183206215293 30:0.7611552006788396 31:0.707713772657729 32:0.7615490523707771 33:0.6893703271000539 34:0.7513024756473192 35:0.6577360371196405 36:0.6910591485286 37:0.6369028975897895 38:0.797265905843198 39:0.635436846766848 40:0.6624100042870842 41:0.6851945950171702 42:0.6618985503194883 43:0.6575939828599944 44:0.6851427330380887 45:0.6748351494140352 46:0.6366995827213321 47:0.6105102166645664 48:0.6037739035480079 49:0.5830530753074068 50:0.530864387633336 51:0.700742940986415 52:0.76384502781974 53:0.4973399455566946 54:0.6175349318747051 55:0.7004997096127676 56:0.68726986911816 57:0.5973621643977214 58:0.7465229879296352 59:0.7309383206561956
9999 0:0.6125277898041329 1:0.6416407519191145 2:0.3058805406208932 3:0.56318516187268 4:0.6294002199941084 5:0.39580466932995195 6:0.5909907128657539 7:0.5392694642586405 8:0.42764727853374834 9:0.5302843878766721 10:0.5098172371815257 11:0.5410154030013925 12:0.6684144320748553 13:0.6708450369658858 14:0.7049481505033752 15:0.7037077215781264 16:0.46052021463111226 17:0.5936329879424944 18:0.7025207140113169 19:0.648778213638595 20:1.0 21:0.6362230034338867 22:0.42198462904391976 23:0.7797832523804207 24:0.6306580834280866 25:0.44926761501103624 26:0.5060963083904869 27:0.3433884773403832 28:0.41327049041323277 29:0.38798568914813525 30:0.4228124019236037 31:0.3808643947909886 32:0.40620195731345704 33:0.3627767148429863 34:0.5147520691841698 35:0.5576468063692935 36:0.3396769815819253 37:0.5931088906884175 38:0.4498317360328001 39:0.6358159271442427 40:0.3576606913795427 41:0.3602422166671967 42:0.4179993465075037 43:0.41003937225189424 44:0.6094124389078244 45:0.36631992292682364 46:0.3896153513310435 47:0.5444185058342118 48:0.652470527924078 49:0.7274580531600462 50:0.6427281052769384 51:0.6397647348588497 52:0.47593448506101776 53:0.7122377887647783 54:0.3607620793958687 55:0.40129094447799146 56:0.42557390354534447 57:0.658338496274406 58:0.6207898012039916 59:0.4357050673923913
9999 0:0.581495242604845 1:0.6435540566970226 2:0.47463390713218406 3:0.7091281367143105 4:0.7127280701276637 5:0.4384613503459768 6:0.5841302834416682 7:0.6627585075834703 8:0.4554187976480303 9:0.5517227606199749 10:0.5417411377013619 11:0.5587628230881475 12:0.681796802379399 13:0.7639309094546445 14:0.5271940246152871 15:0.5785051305182406 16:0.6285652834089184 17:0.7278575937718058 18:0.6407383401604291 19:0.697661525911333 20:0.6362230034338867 21:1.0 22:0.4217018327671165 23:0.6121768187888765 24:0.6735691274047144 25:0.45796663852759767 26:0.5180826274754643 27:0.5448099595679726 28:0.4721956828741456 29:0.3841815302995247 30:0.4704619191536291 31:0.38129412752621256 32:0.45766562852828874 33:0.38158707079577664 34:0.49552887637218607 35:0.5727561614753676 36:0.5016338036071217 37:0.7104920431379997 38:0.5028703278547411 39:0.5981954982919246 40:0.3697896010131578 41:0.40447138502921115 42:0.40267618267081856 43:0.3762005036738304 44:0.5983658062851914 45:0.3814103250965532 46:0.5467777604631223 47:0.5404022198290553 48:0.6275089967455515 49:0.6181836010006361 50:0.7320838635780949 51:0.48757097969261726 52:0.6858197516968524 53:0.576761941521749 54:0.5535371667520858 55:0.41625321439800833 56:0.6087874467476775 57:0.5947014856497722 58:0.7133560121306681 59:0.4593373224142972
9999 0:0.5566079819411924 1:0.5988458601320528 2:0.3006513213625117 3:0.5933508995961484 4:0.623147803146562 5:0.39706170493331716 6:0.5665122840594263 7:0.56636963185006 8:0.4556645963329288 9:0.5198787606850229 10:0.4934111840153229 11:0.49384857205605265 12:0.733973024507982 13:0.6595889685802555 14:0.7156808128765335 15:0.7355880205184131 16:0.5353555976505097 17:0.6080822764797987 18:0.6105400621319081 19:0.5593377110832214 20:0.7797832523804207 21:0.6121768187888765 22:0.3950479860958269 23:1.0 24:0.6384362748683282 25:0.4193788135078435 26:0.4463294361780692 27:0.32225497960697813 28:0.44262794841710157 29:0.3732230240298128 30:0.4263220706574616 31:0.33015268932373554 32:0.4212654359775808 33:0.4222304667035994 34:0.47148672270320724 35:0.5532573002165806 36:0.3551659001023876 37:0.5265164287415254 38:0.4105094247751595 39:0.598463695585562 40:0.3605663796205355 41:0.36603019698690864 42:0.43300548568317243 43:0.3807077456615913 44:0.5895621607863817 45:0.3662192279789339 46:0.38580998126237287 47:0.5335798934354647 48:0.661965305635561 49:0.6639476200217774 50:0.5660416493664956 51:0.6150791488334203 52:0.5064859196676111 53:0.8301111967399974 54:0.41537575971015395 55:0.3959725675674706 56:0.3817242270159128 57:0.6201521561401232 58:0.6355821040130024 59:0.4150964467999441
