100 0:1.0 1:0.7595815748714779 2:0.4524696271275905 3:0.6811977205139381 4:0.7315913912313874 5:0.5024752637049523 6:0.5478289089366162 7:0.6830988854025558 8:0.604282870729944 9:0.6670246905271072 10:0.612312786920663 11:0.8347024471728896 12:0.5757954945925061 13:0.557418878904828 14:0.6643717318848826 15:0.6078626574055389 16:0.4495080554008237 17:0.5513847205246816 18:0.7147398666299087 19:0.5537820799401234 20:0.6125277898041329 21:0.581495242604845 22:0.7076058915498318 23:0.5566079819411924 24:0.6681311074334308 25:0.5897359193852173 26:0.6355130811560532 27:0.47381405339777477 28:0.6025679311439708 29:0.4868423613780603 30:0.5944076611268815 31:0.6564738213151528 32:0.5761189126927075 33:0.6555375594819497 34:0.6929397626182613 35:0.7343855407835548 36:0.4613978991440062 37:0.6618397452169023 38:0.6776341117697315 39:0.6724852383171382 40:0.5965776653801892 41:0.6407467953048953 42:0.5752450663735527 43:0.5145144376112134 44:0.7440182530547544 45:0.5992673636359449 46:0.4378813378146235 47:0.5096284323352641 48:0.7005839338120552 49:0.6292532889182199 50:0.6007354362241258 51:0.5232030050569666 52:0.4945059313463428 53:0.5910291249566468 54:0.39447147877336475 55:0.6458416600519925 56:0.4692737586501011 57:0.7907436731186339 58:0.7459242599449591 59:0.7119294255103403
100 0:0.8347024471728896 1:0.6865253839138573 2:0.4680320809751932 3:0.5886370725712959 4:0.7069217787880208 5:0.42270349320001693 6:0.5363790895860019 7:0.6884043902792403 8:0.571156426486123 9:0.655963646466369 10:0.6015847493283898 11:1.0 12:0.561534758276839 13:0.5168358332755879 14:0.5594220903478603 15:0.5349719043691239 16:0.4468340100457723 17:0.5636841257296626 18:0.6440854995975376 19:0.5225795543744003 20:0.5410154030013925 21:0.5587628230881475 22:0.6007629358803607 23:0.49384857205605265 24:0.6382030001571957 25:0.5178383875000396 26:0.611340768198079 27:0.47157791471517374 28:0.538753088685889 29:0.38382026633171995 30:0.530746387770489 31:0.6074433326301023 32:0.501602176414141 33:0.5973775456712958 34:0.5874349420034374 35:0.7520688479458004 36:0.48505874273277355 37:0.593057063544217 38:0.6369651738788108 39:0.6494462548575269 40:0.5514544822441793 41:0.5670521865194885 42:0.5223332699365766 43:0.5038175167247181 44:0.7120219830626865 45:0.5840984910973095 46:0.35158138275725115 47:0.4703294303269185 48:0.6197464449242241 49:0.5645771746389621 50:0.5696481873467774 51:0.4721639524181292 52:0.45870365405451374 53:0.5261944261342087 54:0.32483294484580955 55:0.5936130717248866 56:0.43665324983310994 57:0.7695733964186787 58:0.7550826094758059 59:0.6524493280971511
100 0:0.7076058915498318 1:0.5964520073052297 2:0.7062765098064514 3:0.541070935395203 4:0.5849346970057115 5:0.6314659306341885 6:0.33926117422174185 7:0.520542502787376 8:0.8314219406780684 9:0.7717845260885664 10:0.7161532451390163 11:0.6007629358803607 12:0.36166709367175987 13:0.4028941786837768 14:0.4994470445362904 15:0.42501138291471596 16:0.672025178763549 17:0.3969452467993465 18:0.5439462355702285 19:0.37967373058809084 20:0.42198462904391976 21:0.4217018327671165 22:1.0 23:0.3950479860958269 24:0.5309130239016682 25:0.7330407635660394 26:0.8006105794803737 27:0.7408019977627276 28:0.8607075330958893 29:0.7157780524556026 30:0.8200320043877753 31:0.811324454196094 32:0.7696488554606947 33:0.904328897178351 34:0.8400286022397725 35:0.5594571205759975 36:0.660383920146493 37:0.5962782018094743 38:0.8189560471572395 39:0.531969778151688 40:0.8637044950006766 41:0.8769566942623938 42:0.8407725981778515 43:0.8013004561233196 44:0.5667488429888331 45:0.8480401628548286 46:0.6848196205149653 47:0.6351073152328464 48:0.5708750505292608 49:0.498461921350408 50:0.4691958406152329 51:0.6910131772503898 52:0.6417043470787049 53:0.4326785118919843 54:0.6256084545268237 55:0.8976550843658553 56:0.6607026174072932 57:0.5502085951605142 58:0.610155706162022 59:0.9408735795066242
100 0:0.6555375594819497 1:0.5701081353509465 2:0.6467985390091885 3:0.4858025552014099 4:0.601543017121084 5:0.5658425045896863 6:0.3058201200214531 7:0.5013804713575548 8:0.8149500304475964 9:0.7464387442004508 10:0.6893703271000539 11:0.5973775456712958 12:0.3585296768369071 13:0.3716331615975582 14:0.4530577100016568 15:0.4155700423239089 16:0.6870495677346758 17:0.4142661371523834 18:0.500163855186485 19:0.32858206979303684 20:0.3627767148429863 21:0.38158707079577664 22:0.904328897178351 23:0.4222304667035994 24:0.5200732170391744 25:0.6904983449020645 26:0.7801310669176604 27:0.6757502352007911 28:0.8358654170597294 29:0.6664653916402468 30:0.7768175727069548 31:0.762596535638607 32:0.7713963329436946 33:1.0 34:0.7870803877516 35:0.5379981691061478 36:0.6500180114074944 37:0.5230035507546134 38:0.7797356219809682 39:0.4611442640695687 40:0.8838563826253644 41:0.8873954484292407 42:0.8217284412719824 43:0.7412072693765683 44:0.5445071405154104 45:0.8580461881145374 46:0.6634401908270251 47:0.6284264950072672 48:0.5521832875857425 49:0.4610738526828009 50:0.39730252264682453 51:0.66816389512934 52:0.6209854612581494 53:0.44471109935327796 54:0.59067153359593 55:0.9150232457824994 56:0.6165886605593064 57:0.5529478953159663 58:0.5835874788450928 59:0.8925482134018418
100 0:0.7440182530547544 1:0.8248953421405173 2:0.4726757130399384 3:0.6938375814191539 4:0.8263583334695195 5:0.4733335245533139 6:0.5084505655628339 7:0.6806636106129518 8:0.6481472366133415 9:0.7471257150590298 10:0.6851427330380887 11:0.7120219830626865 12:0.5581052190213625 13:0.5641130815459617 14:0.5922330032172449 15:0.5548294656941557 16:0.49827089871668834 17:0.6524852733550341 18:0.7386870370067901 19:0.6358207806489999 20:0.6094124389078244 21:0.5983658062851914 22:0.5667488429888331 23:0.5895621607863817 24:0.7255025985924752 25:0.5876019488371292 26:0.6257220332858973 27:0.4563379506760556 28:0.5908575028078865 29:0.5677392521954052 30:0.5749374345913134 31:0.5951101729883556 32:0.6058082606806899 33:0.5445071405154104 34:0.6650704138181078 35:0.8193207173949341 36:0.514545181937262 37:0.6773378577870519 38:0.6463847568714113 39:0.6365774589934909 40:0.48530907246679866 41:0.5454178705933959 42:0.6421022402660012 43:0.6177289283477179 44:1.0 45:0.49289260841686183 46:0.4825746649577103 47:0.5293499985132532 48:0.7341287237657168 49:0.6536753595184706 50:0.6410139959344281 51:0.5435047912965801 52:0.5582749007766304 53:0.5695181383864059 54:0.4833888426701888 55:0.5574225206593839 56:0.5278788097542086 57:0.7968758609352149 58:0.8340603872905237 59:0.58482512949585
100 0:0.6458416600519925 1:0.5665301822740333 2:0.6706325508464657 3:0.5036773493778985 4:0.6156119764636443 5:0.557253443436385 6:0.36068219506313476 7:0.5272252014025252 8:0.782762632335991 9:0.7393001371362681 10:0.7004997096127676 11:0.5936130717248866 12:0.39529157714616575 13:0.3787318160744425 14:0.4161563066424764 15:0.43176823039993695 16:0.6773620311541761 17:0.3983013909730464 18:0.5099277324485686 19:0.3630350512321743 20:0.40129094447799146 21:0.41625321439800833 22:0.8976550843658553 23:0.3959725675674706 24:0.5361827862176449 25:0.6956999134893739 26:0.7901139887652409 27:0.6841423743243114 28:0.8002079707989416 29:0.652721855961054 30:0.7449116205307587 31:0.7494933824861361 32:0.7499948425649807 33:0.9150232457824994 34:0.8024130369352738 35:0.5413451411025192 36:0.6352872566976225 37:0.5386212351895104 38:0.8110512947601309 39:0.4814991249876299 40:0.8404798693971833 41:0.8423026820302746 42:0.8318339771251144 43:0.7516541612283286 44:0.5574225206593839 45:0.8637866955081667 46:0.648821205003163 47:0.6265868933087112 48:0.5389532651060478 49:0.4576102492491847 50:0.4301293853590317 51:0.6371255598957152 52:0.6525542010880648 53:0.41355212910434963 54:0.564887205923392 55:1.0 56:0.6258169659056719 57:0.5400681868567526 58:0.5891129408245626 59:0.8751069929143813
100 0:0.7907436731186339 1:0.7164768847577498 2:0.43257888615636 3:0.6266839827832127 4:0.7648664412396946 5:0.484909882245902 6:0.5592948443380285 7:0.6927762443118888 8:0.5641422800414613 9:0.6863107485716072 10:0.5973621643977214 11:0.7695733964186787 12:0.5834676233618599 13:0.5288731361491062 14:0.6270257381282346 15:0.5753485499993765 16:0.5022408040479155 17:0.6351675016564919 18:0.7177682617020912 19:0.6045309845908262 20:0.658338496274406 21:0.5947014856497722 22:0.5502085951605142 23:0.6201521561401232 24:0.6521589130641333 25:0.5940400449487655 26:0.6241009761594242 27:0.4531607839744601 28:0.5700694370131051 29:0.466691309316797 30:0.5680981731032997 31:0.6124769884667725 32:0.5558892902481503 33:0.5529478953159663 34:0.6442673524465939 35:0.7292857148943579 36:0.46945148450465474 37:0.6627106253524928 38:0.595866531042069 39:0.6790046565415921 40:0.4903593977349636 41:0.5599363193308846 42:0.5957271552633508 43:0.5465902944803919 44:0.7968758609352149 45:0.516862294096478 46:0.4109075522743325 47:0.541322556696139 48:0.669705381677615 49:0.5787599740020826 50:0.63464930302839 51:0.5818097281667716 52:0.5003786182606227 53:0.5953448094543449 54:0.41172102894413176 55:0.5400681868567526 56:0.4258440272615734 57:1.0 58:0.7377778186744033 59:0.5741078874446559
100 0:0.7459242599449591 1:0.790296880470839 2:0.5169688141551624 3:0.6820314999999559 4:0.8375095805234587 5:0.5524844098073526 6:0.6368471190553198 7:0.6879398495159657 8:0.7173369338876073 9:0.7626212354817891 10:0.7465229879296352 11:0.7550826094758059 12:0.6508814462370832 13:0.6634710077750867 14:0.608318003488582 15:0.5737801507948754 16:0.6220528999948909 17:0.714947341401198 18:0.7751330087144831 19:0.6856666557518227 20:0.6207898012039916 21:0.7133560121306681 22:0.610155706162022 23:0.6355821040130024 24:0.7672455772347428 25:0.6112820669132005 26:0.6114866901967234 27:0.5215202970254981 28:0.6178332207888672 29:0.5563347659032531 30:0.643491931381185 31:0.5643656810668195 32:0.634410378123504 33:0.5835874788450928 34:0.6683278532672557 35:0.8027448897096365 36:0.6045683106237708 37:0.7096300149079547 38:0.6914304122976475 39:0.7102323524274528 40:0.5169119416162169 41:0.5409557969248197 42:0.59309403587884 43:0.5678079697632077 44:0.8340603872905237 45:0.5918955151610471 46:0.5562546411356476 47:0.5733900283627854 48:0.74336969431313 49:0.6778726102319241 50:0.7102439485839374 51:0.6009440708153492 52:0.6254882368143131 53:0.6012023014661874 54:0.4812903968215418 55:0.5891129408245626 56:0.5953748615234299 57:0.7377778186744033 58:1.0 59:0.6371479264901645
100 0:0.7119294255103403 1:0.5979273105606797 2:0.6938593674962098 3:0.5391663600233219 4:0.6065462707813005 5:0.6319995673598895 6:0.34047687552064343 7:0.5556051880541534 8:0.847889449313858 9:0.7850394546929681 10:0.7309383206561956 11:0.6524493280971511 12:0.37833390612955836 13:0.4186679989628613 14:0.495218418539588 15:0.4254808684272493 16:0.6905590359876557 17:0.4146631636148357 18:0.5757147764517222 19:0.38180205755326585 20:0.4357050673923913 21:0.4593373224142972 22:0.9408735795066242 23:0.4150964467999441 24:0.5467002112087218 25:0.7647967523024106 26:0.8275291183897809 27:0.7334642810234469 28:0.8488727405422358 29:0.7083279398614545 30:0.8346583948900781 31:0.8381694666767625 32:0.7812654283368403 33:0.8925482134018418 34:0.8608986997346366 35:0.5846635346239968 36:0.6910443298692899 37:0.5817891914321279 38:0.849461128055688 39:0.5485200244079983 40:0.8525534592010647 41:0.8909675164933869 42:0.8343602126007568 43:0.7971250831750547 44:0.58482512949585 45:0.8570592777744535 46:0.6827262987793388 47:0.6426087039374213 48:0.5710245152277494 49:0.5074086143573574 50:0.4587773018408614 51:0.6744349787342191 52:0.658451056770462 53:0.442670244605605 54:0.6066768858336543 55:0.8751069929143813 56:0.678463557426204 57:0.5741078874446559 58:0.6371479264901645 59:1.0
100 0:0.7595815748714779 1:1.0 2:0.41159445991994636 3:0.6964270202588332 4:0.8396092510719132 5:0.5476902992778646 6:0.5014354370597042 7:0.6793935125636843 8:0.6443283611654423 9:0.7125363952196786 10:0.707749583418804 11:0.6865253839138573 12:0.5921883544299058 13:0.6342035033255589 14:0.6565155719546792 15:0.6434294022301639 16:0.4955182055167916 17:0.6150085887627221 18:0.7750771878181257 19:0.654336699975081 20:0.6416407519191145 21:0.6435540566970226 22:0.5964520073052297 23:0.5988458601320528 24:0.7696364575598058 25:0.5543123309473169 26:0.5973181311077682 27:0.431463632364488 28:0.6337775831076872 29:0.5631063454224979 30:0.6242326309365168 31:0.5620801070104176 32:0.6032248637805215 33:0.5701081353509465 34:0.6283109961296892 35:0.780250992660168 36:0.484668144946022 37:0.7081046190894718 38:0.6542716119083016 39:0.7162719663522165 40:0.5719460682727208 41:0.5789793892334355 42:0.5277837937658011 43:0.5499521449525386 44:0.8248953421405173 45:0.5366669603367712 46:0.4971789538629857 47:0.548940910778954 48:0.7831916880189014 49:0.6813128627528524 50:0.6771671554152501 51:0.5089954569303186 52:0.5888002078765301 53:0.593484848266663 54:0.42426255996726686 55:0.5665301822740333 56:0.5465160644553967 57:0.7164768847577498 58:0.790296880470839 59:0.5979273105606797
