-0.0069042,0.92666,-0.37149,0.0016938,-0.01711,0.046039,-0.018741,0.0018368,-0.02118,-8.5329e-05,-0.00080371,0.0060301,-5.5168e-17,-2.3193e-17,3.7678e-17,6.1925e-18
-0.0009591,0.031735,0.046138,0.35407,0.85648,0.080449,0.14526,-0.15414,0.030806,0.0021456,0.027594,0.29137,4.0984e-17,3.5055e-17,-1.1669e-16,-3.6608e-17
-0.00073145,0.026055,0.033186,0.16746,0.28481,-0.1059,-0.019981,0.65994,-0.0042383,0.0032534,0.038295,-0.66366,3.4217e-16,1.9319e-16,-7.1148e-17,6.523e-18
-5.5102e-05,0.011616,-0.0072292,0.0019935,-0.022277,0.077295,-0.062845,0.010852,0.87362,0.00055175,0.0032011,-0.014004,0.36465,0.15468,-0.25964,-0.039132
-2.1275e-05,0.0044848,-0.0027912,0.0007697,-0.0086011,0.029844,-0.024265,0.0041901,0.33731,0.00021303,0.001236,-0.0054071,-0.12975,-0.12782,0.833,0.39689
-2.0812e-05,0.0043872,-0.0027305,0.00075295,-0.008414,0.029194,-0.023737,0.004099,0.32997,0.0002084,0.0012091,-0.0052894,-0.83282,-0.27888,-0.1641,-0.30211
-0.014854,-1.8547e-05,0.0006079,-0.0021212,-0.0026534,0.002135,-0.0029582,-0.0031467,-0.00053714,-0.67689,0.14973,0.00031635,0.26572,-0.65792,9.7879e-05,-0.12522
-0.0048511,0.001666,0.0067168,-0.014514,-0.018226,0.014835,-0.021458,-0.023898,-0.0054068,0.14452,0.65113,0.001753,0.10676,0.16324,0.34228,-0.63091
-0.00029941,0.011439,0.012665,-0.074442,-0.13002,0.22882,0.95094,0.1345,0.043144,0.0022967,0.025459,-0.0036866,2.1977e-16,-1.499e-17,-2.4637e-17,-3.0967e-17
-0.035267,0.36772,0.92555,-0.041357,-0.048047,0.032418,-0.030201,-0.025573,-0.0030429,-0.0011511,-0.015458,-0.00086814,-5.8829e-17,-2.3374e-17,3.6397e-17,1.2835e-18
-0.00063821,0.044242,0.0074168,0.26152,-0.05628,-0.6578,0.24042,-0.5306,0.073308,0.00051994,0.0090271,-0.38591,8.1655e-16,4.7933e-16,-6.2425e-16,-1.4049e-16
-0.015434,-1.9272e-05,0.00063164,-0.0022041,-0.002757,0.0022184,-0.0030737,-0.0032696,-0.00055812,-0.70333,0.15558,0.00032871,-0.25573,0.63319,-9.42e-05,0.12051
-0.0053984,0.001854,0.0074746,-0.016151,-0.020282,0.016508,-0.023879,-0.026594,-0.0060168,0.16082,0.72459,0.0019508,-0.095938,-0.14669,-0.30758,0.56695
-0.00074896,0.035571,0.024989,0.17722,-0.1397,-0.61114,0.070645,0.48883,0.057872,0.002862,0.032188,0.5704,2.7837e-16,-4.7275e-17,-1.4811e-16,6.5648e-17
-0.0001041,0.022031,-0.013794,-0.85968,0.37648,-0.33521,0.063345,-0.0050383,0.045286,0.00015884,0.0013655,-0.0088127,5.0061e-16,1.4491e-16,-2.4217e-16,-3.4779e-17
-0.9991,-0.019513,-0.03029,0.0010208,0.0012057,-0.00085023,0.00090179,0.00084379,0.00013258,0.019391,-0.011247,-1.1756e-05,-5.7493e-17,-2.419e-17,8.885e-17,8.1642e-18
