-0.0080946,-0.0034218,0.00016852,-0.062282,-0.28765,0.65737,-0.0038685,-0.072524,-0.00066572,-0.029802,0.024125,-0.0015868,0.68879
-0.025217,0.0010724,-3.7126e-05,-0.20846,0.66383,0.29498,-0.00076513,0.2227,-1.1782e-06,-0.38745,-0.47791,0.010908,-2.2204e-16
-1.0491e-05,-0.0017847,-0.0020716,0.00014275,0.00069596,-0.0018104,-0.2219,-0.00030222,-0.77064,-0.4632,0.37496,-0.024664,-0.033232
-0.0095061,0.00040581,-1.422e-05,0.022855,-0.027842,-0.10118,0.0019747,-0.82535,-2.8912e-05,-0.25054,-0.28283,0.40546,-2.6368e-16
-0.99567,0.015605,-0.00019463,-0.066943,-0.047491,-0.037556,7.7359e-06,0.015828,2.445e-06,0,0,-1.0408e-17,1.3878e-17
-0.0077134,-0.0032606,0.00016058,-0.059348,-0.2741,0.62641,-0.0036863,-0.069109,-0.00063436,0.031275,-0.025317,0.0016653,-0.72283
-0.0097692,0.00042588,-1.5802e-05,0.17079,0.030697,0.069764,-0.00090317,0.36505,1.1554e-05,0.070026,0.14554,0.89754,3.9899e-16
-2.3432e-05,-0.0039967,-0.0066505,0.00032049,0.0016073,-0.0043908,-0.80636,-0.001431,-0.19935,0.43169,-0.34945,0.022986,0.03097
-0.015845,-0.99969,0.017684,0.0022942,0.0033421,-0.0036841,0.0046009,0.00010405,0.0009551,-1.8041e-16,-2.2204e-16,3.0835e-16,2.3245e-16
-1.1743e-05,-0.0020079,-0.0042706,0.00016138,0.00082996,-0.0023613,-0.5481,-0.0010674,0.60529,-0.44756,0.36231,-0.023831,-0.03211
-7.5939e-05,-0.017647,-0.99981,-7.6988e-05,-0.00011781,0.00015487,0.0082448,1.1994e-05,0.00035399,-4.597e-17,-6.5269e-17,3.2729e-17,7.6762e-17
-0.044505,0.0019052,-6.7235e-05,0.0056656,0.62294,0.23348,0.00059946,-0.35446,-2.211e-05,0.41279,0.50917,-0.011621,-3.0531e-16
-0.073911,0.003202,-0.00011684,0.95652,0.097097,0.13192,-0.00015089,-0.0027288,-6.6143e-06,-0.093401,-0.1264,-0.1675,-3.8858e-16
