-0.064539,0.0058514,0.040113,0.0014628,-0.54178,0.04006,-0.33933,0.12422,-0.17899,0.037543,0.18507,-0.10245,0.10183,0.0056295,0.15491,-0.29199,-0.019454,-0.033641,0.24219,0.16914,-0.21305,-0.091636,-0.024675,-0.037342,-0.21655,0.13663,0.082031,0.16841,0.012613,0.21648,-0.27999,0,0,0,0,0,0,0,0
-0.0056718,-0.0022633,0.0094729,-0.007961,-0.0051729,-0.031285,0.047202,-0.092606,-0.041331,0.024464,0.052625,-0.015071,0.032983,0.0059147,-0.0078801,0.11157,-0.057879,-0.16781,0.11204,0.025727,-0.1289,0.093855,-0.072352,0.032093,0.17668,-0.01125,-0.015748,0.13769,-0.15476,-0.31117,-0.23418,-0.072767,-0.014521,0.57724,0.53226,-0.03212,-0.15713,0.13445,0.026106
-0.23539,0.29872,0.87072,-0.020374,0.10737,0.003292,0.014431,0.043844,-0.019087,-0.054511,-0.0060225,-0.024892,0.036037,0.021156,-0.041004,0.094234,-0.0083764,0.037435,0.036061,0.11915,0.021866,-0.087851,0.048412,0.0069893,0.053004,-0.018344,0.11461,-0.12632,0.0020671,0.036556,-0.075409,1.0096e-15,1.2143e-16,3.6082e-16,-5.5511e-17,-7.4593e-17,-9.7145e-17,3.4694e-17,-4.7705e-17
-0.10857,-0.088401,0.0050959,0.098882,-0.07557,-0.058911,-0.2381,-0.2316,0.34843,-0.022023,-0.30772,-0.11892,-0.37424,0.30257,0.0912,0.10271,-0.3576,0.13079,0.094645,-0.11013,0.092927,-0.070719,0.10288,0.0016922,-0.069334,-0.076251,0.14502,0.11926,0.29106,-0.10561,-0.19454,1.645e-15,-1.4833e-16,2.5674e-16,-3.7383e-16,-6.9405e-16,-1.4919e-16,4.9873e-18,-7.3184e-17
-0.05307,-0.0014151,0.031208,-0.028949,-0.35823,-0.040422,0.20196,-0.1952,-0.30008,-0.023853,0.10182,0.24817,-0.40024,0.10174,-0.016876,0.19916,0.051012,0.14554,-0.13976,0.17642,0.25385,0.16141,-0.27824,-0.10459,0.026837,0.098056,0.0012321,0.01522,0.00095765,0.05655,0.014625,-0.024191,-0.34113,0.035562,-0.090625,-0.0023303,-0.041483,0.087312,0.10197
-0.0070201,0.0056924,-0.0017028,0.007141,0.0030095,-0.0061434,0.0045059,-0.066952,0.016136,-0.070805,0.018448,-0.09916,0.090705,0.29968,-0.047321,-0.084841,0.18817,0.050195,-0.061382,0.011617,0.070469,0.12389,0.12853,0.027833,0.066402,0.041663,-0.088845,0.043586,-0.038899,0.046095,-0.081705,0.85259,-0.041698,0.12264,-0.033131,-0.14297,-0.031665,-0.0055797,-0.020814
-0.010536,0.0019233,0.007556,-0.029776,-0.015422,-0.05913,-0.226,-0.024778,-0.027616,0.060146,0.0018601,0.061834,0.0028825,0.040861,0.30242,-0.078927,0.047443,-0.058823,-0.1398,-0.2628,-0.04136,0.10104,-0.16333,0.090025,0.45046,-0.03141,0.29428,-0.1158,-0.035113,0.16797,0.04952,-0.070057,-0.028142,-0.097994,-0.020962,-0.36671,-0.3933,-0.039978,-0.22937
-0.11342,-0.030523,-0.0086427,-0.20184,-0.21837,-0.23057,0.32779,-0.0063779,0.024987,-0.1353,-0.42705,0.20492,0.21953,-0.25464,0.044292,-0.12026,0.28377,0.0078992,0.018188,-0.0006551,-0.024773,0.12555,0.16687,0.032421,0.019197,-0.057067,0.25419,0.16713,0.34773,-0.084335,-0.1179,-1.3201e-15,2.949e-17,-6.9942e-16,-1.7e-16,-2.498e-16,8.3267e-17,-1.6732e-16,6.9389e-18
-0.12354,-0.05933,-0.021543,-0.69233,-0.044287,-0.22231,-0.093513,-0.0056615,0.047701,0.030461,0.15474,-0.040137,-0.031667,0.048906,0.16897,0.31233,0.058932,-0.011921,-0.14558,-0.0046006,0.14236,-0.10787,-0.051738,-0.068267,-0.12359,0.018253,-0.12855,0.040899,-0.054301,0.030608,-0.045035,0.026787,0.37773,-0.039377,0.10035,0.0025803,0.045934,-0.09668,-0.11291
-0.58372,-0.75223,0.082988,0.15098,0.13284,0.038826,0.031132,0.12102,-0.069466,-0.02658,0.13116,0.003617,-0.0034998,-0.035699,-0.023759,-0.020941,0.04576,-0.001015,-0.027228,-0.0061586,-0.0055482,0.00034502,-0.0078849,0.006308,0.026333,0.003232,-0.0048228,0.0079999,0.0053997,0.0067014,-0.0074437,4.3997e-16,-9.2808e-17,-5.4481e-17,-1.687e-16,1.2913e-16,3.1876e-17,-2.8189e-18,-1.3227e-17
-0.031672,0.018681,-0.010968,0.039813,-0.0089457,0.066711,0.089278,-0.064393,0.42124,0.35584,0.29011,0.31558,0.11318,0.036874,0.17386,-0.048943,0.15935,0.2632,0.32902,0.19394,0.1205,0.00073117,-0.065524,-0.017043,0.083125,-0.41455,-0.050783,0.055601,-0.0021345,0.040138,-0.0016382,-3.6082e-15,6.245e-17,-9.2287e-16,2.1164e-16,-1.8041e-16,-1.4919e-16,6.245e-17,-3.0358e-18
