-0,-1,-0,-0,-0
8.7773e-05,-0,0.0032564,0.69754,0.71653
0.0025174,-0,0.99999,-0.0046686,0
1,-0,-0.0025179,-0.00011408,-3.1225e-17
9.0162e-05,0,0.003345,0.71653,-0.69755
