-0.00071372,0.99922,0.036737,1.3848e-05,0.014104,-0.0016176,0.00020564,-0.0014934,1.5553e-18,3.7911e-18,9.64e-19
-0.00013711,0.0080896,-0.008696,-8.4558e-05,-0.64229,-0.4347,-0.02157,-0.39936,-0.041205,0.48652,-3.3197e-16
-9.6535e-05,0.0067084,-0.0060364,-5.9141e-05,-0.44966,-0.44528,-0.019477,0.57295,0.043915,-0.51853,5.8928e-16
-0.064144,-0.0001339,0.0026935,-0.87303,0.00011442,5.4484e-05,-0.0018066,-2.4922e-07,-0.46877,-0.039701,-0.1112
-0.025739,-5.373e-05,0.0010808,-0.35032,4.5914e-05,2.1863e-05,-0.00072493,-1e-07,0.77429,0.065576,-0.52229
-0.024019,0.03655,-0.99894,-0.0013386,0.011491,0.0027952,0.0084445,0.00052097,-3.4694e-18,-2.7756e-17,5.1915e-19
-7.0983e-05,0.007706,-0.0042032,-4.2517e-05,-0.5121,0.57372,0.0011525,-0.40512,0.041719,-0.4926,8.367e-17
-0.0029423,0.0002268,-0.0080724,0.0022637,0.021451,0.019778,-0.99953,-0.0018614,8.2508e-17,-7.7195e-17,4.0314e-17
-0.024336,-5.0802e-05,0.0010219,-0.33122,4.3412e-05,2.0671e-05,-0.00068542,-9.4553e-08,0.41666,0.035288,0.84549
-3.7029e-05,0.00675,-0.0019607,-2.117e-05,-0.34962,0.53216,0.0019455,0.59001,-0.04189,0.49462,-4.268e-16
-0.99702,-0.0015878,0.023839,0.073322,-0.00017853,-8.6839e-05,0.0029025,4.0615e-07,2.2768e-17,-8.6736e-18,-1.0004e-17
