-0.99912,0.016808,-0.03499,0.010543,-0.0050877,0.010648,0.00023792,-4.9223e-06,-0.00033918,9.5691e-08
-0.0085165,-0.0052592,0.015912,-0.78358,-0.084077,-0.025657,0.18253,-0.0057113,-0.587,7.9623e-05
-0.0058299,-0.0025849,0.0078573,-0.59478,-0.11173,0.049217,-0.40973,0.0087857,0.68064,-2.8664e-05
-0.0003187,-0.023994,0.014078,0.085293,-0.64791,-0.34005,0.0084733,0.19571,-0.0049484,-0.64663
-0.038406,-0.38802,0.92004,0.016494,0.022175,0.026476,-0.0037727,-0.0015455,0.0014647,-4.7606e-05
-0.0075805,-0.0034287,0.010395,-0.13616,0.22017,-0.43576,0.76027,0.0073721,0.40604,3.2969e-05
-0.00027437,-0.019584,0.01278,0.076174,-0.58521,-0.30816,0.0084695,-0.36962,0.0024509,0.6477
-0.010702,-0.0030207,0.009222,-0.0032857,0.39874,-0.77008,-0.46972,-0.0012719,-0.16469,3.5338e-05
-0.0019082,-0.92066,-0.38911,-0.0043011,0.021034,0.0098645,1.3429e-05,-0.019337,0.00021741,-0.0069923
-0.00010502,-0.023051,-0.0045999,0.014487,-0.098759,-0.050071,-0.0001028,0.90804,-0.011733,0.40287
