-0.0050156,0.96858,0.24651,0.00047782,0.031625,0.0016637,-0.00012962,-0.0046021,0.0039051,0.0047013,-7.313e-06,0.0012188,3.3953e-17,-2.3853e-17,-1.6571e-17
-0.00054233,0.014856,-0.013729,-0.00017797,-0.27549,-0.014414,-0.01973,-0.46751,-0.30091,-0.7501,-0.012113,0.22624,-9.1513e-17,9.9876e-17,3.3543e-16
-0.00028809,0.0063683,-0.0079007,-9.6022e-05,-0.014106,0.0079951,-0.0064108,0.068898,-0.67594,0.012804,-0.015467,-0.73317,-2.4511e-16,-3.3531e-17,-2.9948e-16
-0.023944,-0.00030676,0.000679,-0.10423,0.011881,-0.19657,-0.53173,0.020086,0.0086178,-3.7743e-05,-0.16218,-0.00034657,-0.62825,0.40448,0.2863
-0.00041651,0.0040286,-0.013854,-0.00015533,-0.20437,-0.0072099,-0.030017,-0.7605,-0.10526,0.60491,-0.0077281,0.040605,-3.4098e-16,8.2676e-17,-1.2461e-17
-0.022639,-0.00029004,0.000642,-0.098553,0.011234,-0.18585,-0.50275,0.018991,0.0081482,-3.5686e-05,-0.15334,-0.00032768,0.74275,0.35171,-0.05503
-0.0024105,0.00095964,-0.0048659,0.00077037,0.0068778,-0.017379,0.056789,0.0014005,0.020566,-0.00015998,-0.81947,-0.0023012,-0.13516,-0.086059,-0.54658
-0.094481,-0.002638,0.010392,-0.98468,-0.0024957,0.042656,0.11179,-0.0041687,-0.0016689,7.1737e-06,0.030724,6.5658e-05,-0.0074258,-0.073935,-0.023501
-0.011612,-3.3814e-05,-0.00029173,-0.004378,0.0097376,-0.16121,-0.43581,0.016458,0.0070517,-3.0873e-05,-0.13265,-0.00028347,0.048609,-0.82854,0.27763
-0.053808,0.24475,-0.96706,-0.0054421,0.031864,0.024858,-0.0075767,0.0085375,0.01344,-2.3913e-05,0.0057474,0.00058258,5.7694e-17,-4.1459e-17,-2.9899e-17
-0.00081762,0.032379,-0.016432,-0.00024975,-0.86681,-0.083484,0.021634,0.15939,0.35526,-0.011158,0.0061565,-0.29684,-1.0733e-15,7.0323e-16,3.8498e-16
-0.010089,0.0034507,-0.017612,0.0032214,0.059096,-0.57252,0.50591,-0.02596,-0.0060579,-4.2148e-05,-0.33337,-0.0014029,0.13008,0.082824,0.52604
-0.00051525,0.016645,-0.011933,-0.00016348,-0.34746,-0.028004,0.013734,0.41352,-0.56036,0.26668,-0.01628,0.56701,-3.1905e-16,3.8297e-16,3.537e-16
-0.020717,0.0024844,-0.013231,-0.0023834,0.064235,-0.74933,-0.025607,-0.0098653,-0.020345,9.3189e-05,0.38495,0.00070037,-0.12655,-0.080576,-0.51176
-0.99317,-0.018022,0.050633,0.098792,-0.0031278,0.027028,0.014408,-0.00047769,-0.00022627,8.6361e-07,0.0030851,2.7167e-06,8.9713e-17,8.8796e-18,-9.2511e-18
