1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:20.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:30.0
1:0.0	2:0.0	3:20.0	4:0.0	5:0.0	6:0.0
1:0.0	2:0.0	3:20.0	4:0.0	5:0.0	6:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:40.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:18.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:11.0
1:0.0	2:0.0	3:40.0	4:0.0	5:0.0	6:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:12.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:40.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:21.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:20.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:14.0
1:0.0	2:1.0	3:30.0	4:0.0	5:1.0	6:8.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:14.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:14.0
1:0.0	2:1.0	3:0.0	4:0.0	5:0.0	6:14.0
1:1.0	2:0.0	3:0.0	4:0.0	5:0.0	6:14.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:14.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:13.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:14.0
1:0.0	2:0.0	3:17.0	4:0.0	5:0.0	6:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:30.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:16.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:17.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:40.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:20.0
1:0.0	2:0.0	3:40.0	4:0.0	5:0.0	6:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:62.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:20.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:30.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:30.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:19.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:23.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:30.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:40.0
1:0.0	2:0.0	3:1.0	4:1.0	5:0.0	6:18.0
1:1.0	2:0.0	3:27.0	4:1.0	5:0.0	6:11.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:30.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:10.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:10.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:40.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:10.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:20.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:34.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:11.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:17.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:30.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:15.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:19.0
1:0.0	2:1.0	3:3.0	4:0.0	5:0.0	6:14.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:19.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:13.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:14.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:17.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:20.0
1:0.0	2:1.0	3:2.0	4:0.0	5:0.0	6:16.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:40.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:20.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:30.0
