1:0.0	2:7.0	3:11.0	4:1.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:1.0
1:0.0	2:30.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:20.0	10:0.0	11:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:20.0	10:0.0	11:0.0
1:0.0	2:40.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:0.0
1:0.0	2:6.0	3:10.0	4:1.0	5:0.0	6:0.0	7:1.0	8:0.0	9:0.0	10:0.0	11:0.0
1:0.0	2:0.0	3:9.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:1.0	10:1.0	11:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:40.0	10:0.0	11:0.0
1:0.0	2:12.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:0.0
1:0.0	2:37.0	3:1.0	4:0.0	5:1.0	6:0.0	7:1.0	8:0.0	9:0.0	10:0.0	11:0.0
1:0.0	2:21.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:0.0
1:0.0	2:10.0	3:8.0	4:0.0	5:1.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:1.0
1:1.0	2:0.0	3:3.0	4:0.0	5:0.0	6:0.0	7:0.0	8:1.0	9:9.0	10:0.0	11:0.0
1:0.0	2:0.0	3:27.0	4:0.0	5:0.0	6:1.0	7:0.0	8:0.0	9:11.0	10:1.0	11:0.0
1:0.0	2:14.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:0.0
1:0.0	2:14.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:0.0
1:1.0	2:0.0	3:3.0	4:0.0	5:0.0	6:1.0	7:0.0	8:0.0	9:10.0	10:0.0	11:0.0
1:1.0	2:0.0	3:1.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:13.0	10:0.0	11:0.0
1:0.0	2:14.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:13.0	10:0.0	11:0.0
1:0.0	2:14.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:0.0
1:1.0	2:0.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:16.0	10:0.0	11:0.0
1:0.0	2:28.0	3:0.0	4:0.0	5:1.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:1.0
1:0.0	2:0.0	3:16.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:0.0
1:0.0	2:2.0	3:13.0	4:0.0	5:1.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:1.0
1:0.0	2:40.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:0.0
1:0.0	2:9.0	3:9.0	4:0.0	5:1.0	6:0.0	7:1.0	8:0.0	9:0.0	10:0.0	11:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:40.0	10:0.0	11:0.0
1:0.0	2:48.0	3:12.0	4:1.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:1.0
1:0.0	2:9.0	3:9.0	4:1.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:1.0
1:0.0	2:25.0	3:3.0	4:0.0	5:1.0	6:0.0	7:1.0	8:0.0	9:0.0	10:0.0	11:0.0
1:0.0	2:18.0	3:10.0	4:1.0	5:0.0	6:0.0	7:1.0	8:0.0	9:0.0	10:0.0	11:0.0
1:0.0	2:19.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:0.0
1:0.0	2:17.0	3:3.0	4:0.0	5:2.0	6:0.0	7:1.0	8:0.0	9:0.0	10:0.0	11:0.0
1:0.0	2:17.0	3:11.0	4:1.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:1.0
1:0.0	2:26.0	3:11.0	4:0.0	5:1.0	6:0.0	7:1.0	8:0.0	9:0.0	10:0.0	11:1.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:20.0	10:0.0	11:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:40.0	10:0.0	11:0.0
1:0.0	2:19.0	3:9.0	4:1.0	5:0.0	6:0.0	7:1.0	8:0.0	9:0.0	10:0.0	11:0.0
1:0.0	2:0.0	3:10.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:0.0
1:0.0	2:2.0	3:7.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:1.0
1:0.0	2:25.0	3:13.0	4:0.0	5:1.0	6:0.0	7:1.0	8:0.0	9:0.0	10:0.0	11:0.0
1:0.0	2:10.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:0.0
1:0.0	2:20.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:0.0
1:0.0	2:34.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:0.0
1:0.0	2:0.0	3:10.0	4:1.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:17.0	10:0.0	11:0.0
1:0.0	2:0.0	3:30.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:0.0
1:0.0	2:0.0	3:15.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:0.0
1:0.0	2:0.0	3:19.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:18.0	10:0.0	11:0.0
1:0.0	2:19.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:13.0	10:0.0	11:0.0
1:0.0	2:14.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:0.0
1:1.0	2:0.0	3:1.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:15.0	10:0.0	11:0.0
1:0.0	2:5.0	3:13.0	4:0.0	5:1.0	6:0.0	7:1.0	8:0.0	9:0.0	10:0.0	11:0.0
1:2.0	2:0.0	3:4.0	4:0.0	5:0.0	6:1.0	7:0.0	8:1.0	9:11.0	10:0.0	11:0.0
1:0.0	2:27.0	3:11.0	4:0.0	5:1.0	6:0.0	7:1.0	8:0.0	9:0.0	10:0.0	11:0.0
1:0.0	2:20.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:0.0
1:0.0	2:18.0	3:10.0	4:1.0	5:0.0	6:0.0	7:1.0	8:0.0	9:0.0	10:0.0	11:0.0
