1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:20.0	11:0.0	12:0.0	13:0.0	14:0.0	15:0.0
1:0.0	2:0.0	3:0.0	4:2.0	5:0.0	6:2.0	7:0.0	8:21.0	9:0.0	10:5.0	11:0.0	12:0.0	13:0.0	14:0.0	15:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:20.0	11:0.0	12:0.0	13:0.0	14:0.0	15:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:0.0	7:1.0	8:0.0	9:0.0	10:10.0	11:0.0	12:0.0	13:1.0	14:8.0	15:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:1.0	7:0.0	8:21.0	9:2.0	10:13.0	11:3.0	12:0.0	13:0.0	14:0.0	15:0.0
1:0.0	2:0.0	3:0.0	4:1.0	5:0.0	6:0.0	7:0.0	8:3.0	9:0.0	10:14.0	11:0.0	12:0.0	13:0.0	14:0.0	15:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:11.0	11:0.0	12:0.0	13:0.0	14:0.0	15:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:0.0	7:1.0	8:0.0	9:0.0	10:29.0	11:0.0	12:1.0	13:0.0	14:7.0	15:2.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:12.0	11:0.0	12:0.0	13:0.0	14:0.0	15:0.0
1:0.0	2:0.0	3:0.0	4:3.0	5:0.0	6:1.0	7:0.0	8:15.0	9:1.0	10:20.0	11:0.0	12:0.0	13:0.0	14:0.0	15:0.0
1:0.0	2:1.0	3:0.0	4:2.0	5:2.0	6:2.0	7:0.0	8:11.0	9:1.0	10:1.0	11:1.0	12:0.0	13:0.0	14:0.0	15:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:20.0	11:0.0	12:0.0	13:0.0	14:0.0	15:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:14.0	11:0.0	12:0.0	13:0.0	14:0.0	15:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:0.0	7:1.0	8:0.0	9:0.0	10:30.0	11:0.0	12:0.0	13:0.0	14:9.0	15:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:14.0	11:0.0	12:0.0	13:0.0	14:0.0	15:0.0
