1:0.0	2:20.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0
1:0.0	2:30.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0
1:1.0	2:0.0	3:7.0	4:0.0	5:0.0	6:0.0	7:2.0	8:1.0	9:9.0
1:0.0	2:0.0	3:20.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0
1:0.0	2:40.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0
1:0.0	2:18.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0
1:0.0	2:0.0	3:11.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0
1:1.0	2:0.0	3:30.0	4:0.0	5:0.0	6:0.0	7:1.0	8:0.0	9:8.0
1:0.0	2:12.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0
1:0.0	2:40.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0
1:0.0	2:21.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0
1:0.0	2:20.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0
1:0.0	2:0.0	3:14.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0
1:0.0	2:0.0	3:40.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0
1:0.0	2:14.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0
1:0.0	2:14.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0
1:0.0	2:0.0	3:15.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0
1:0.0	2:0.0	3:15.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0
1:0.0	2:14.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0
1:0.0	2:0.0	3:13.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0
1:0.0	2:14.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0
1:0.0	2:0.0	3:17.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0
1:0.0	2:30.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0
1:0.0	2:0.0	3:16.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0
