"d4d5d5","d3d3d3","d5d4d4","d4d3d3","d4d4d4","d5d5d4","d5d5d5","d4d4d5"
"0.0014443","-0.095178","-0.006197","-0.0073783","-0.60435","-0.0014004","0.79095","0.0012364"
"-0.0044449","0.98245","-0.0036068","0.07616","-0.16982","-0.0032998","-0.010851","-0.0001802"
"0.70695","-0.032516","0.2993","-0.0025207","-0.21477","0.57919","-0.16599","0.020817"
