"d4d5d5","d3d3d3","d5d4d4","d4d3d3","d3d4d4","d4d4d4","d5d5d4","d5d5d5","d4d4d5"
"0.0008296","-0.028331","0.0034873","-0.010981","-0.011367","-0.61433","-1.0347e-05","0.78837","0.0027136"
"-0.0021631","0.8565","-0.00062312","0.33198","0.34364","-0.17146","-0.0029605","-0.093243","-0.0012569"
"0.43723","-0.048904","0.31318","-0.018955","-0.019621","-0.23747","0.62564","-0.19081","0.47264"
