"d4d5d4","d4d5d5","d3d3d3","d5d4d4","d5d5d4","d4d4d4","d4d4d5","d5d5d5"
"0.010068","0.00055214","-0.33713","0.0040977","0.0044361","-0.54901","0.0079165","0.76468"
"0.0021757","-0.00011988","0.93199","0.00056813","-0.0011529","-0.30951","-0.00040429","0.18866"
"0.31272","-0.002844","-0.029653","0.052976","0.62835","-0.19072","0.66341","-0.16492"
