"d9d9d9","d9d9d8","d8d9d9","d4d9d9","d10d10d10","d9d10d10","d9d9d10","d10d9d9","d8d8d8","d8d8d9","d4d4d4","d9d8d8","d10d10d9"
"-0.63182","0.042063","0.049241","-0.0023504","-0.15033","-0.0067385","-0.024795","0.022492","0.75315","0.046352","-0.00017538","0.05744","-0.012562"
"-0.53122","0.0011378","-0.022362","0.0066208","0.79283","0.00079541","0.091707","-0.029642","-0.27739","-0.017995","0.00049403","-0.043193","0.015909"
"-0.33939","-0.12733","0.31852","-0.011771","-0.39054","-0.046681","0.5243","0.23208","-0.39037","-0.002079","-0.00087831","0.34117","0.1215"
