"1.csv","10.csv","11.csv","12.csv","13.csv","14.csv","15.csv","16.csv","17.csv","18.csv","19.csv","2.csv","20.csv","21.csv","22.csv","23.csv","24.csv","25.csv","26.csv","27.csv","28.csv","29.csv","3.csv","30.csv","31.csv","32.csv","33.csv","34.csv","35.csv","36.csv","37.csv","38.csv","39.csv","4.csv","40.csv","41.csv","42.csv","43.csv","44.csv","45.csv","46.csv","47.csv","48.csv","49.csv","5.csv","50.csv","51.csv","52.csv","53.csv","54.csv","55.csv","56.csv","57.csv","58.csv","59.csv","6.csv","60.csv","7.csv","8.csv","9.csv"
"-0.1338","-0.079945","-0.18966","0.19015","-0.08402","0.09398","-0.06599","0.092533","0.027567","-0.092079","0.063002","-0.24351","0.045918","-0.0707","0.092976","-0.1413","0.06177","-0.059286","0.2422","-0.064262","0.10233","0.13956","-0.0038643","-0.14505","0.082264","-0.064891","-0.081776","-0.069245","0.11013","0.1136","-0.071232","-0.12962","-0.058511","0.021988","0.10909","0.065135","0.27429","-0.080571","-0.021469","-0.14152","-0.075674","-0.21039","0.08981","0.31621","0.072202","0.059557","0.021137","0.062727","-0.16507","-0.24373","-0.25347","-0.020492","-0.05872","-0.028973","-0.17722","0.11974","0.023626","0.10802","0.1966","0.17428"
"-0.13638","-0.11562","-0.11125","0.10799","0.16392","0.020527","-0.094884","-0.031415","-0.015328","-0.030478","-0.19846","0.010406","-0.096176","-0.14307","-0.085365","0.16806","0.084123","0.09698","0.050119","0.15646","0.15493","0.0049814","0.090997","0.13945","0.046483","-0.10126","-0.052637","0.07269","-0.41796","0.063379","0.017814","0.12448","-0.21326","-0.074282","0.080325","-0.015606","0.19617","0.064379","-0.21015","0.19083","0.098971","-0.12007","0.093521","0.074874","-0.12505","-0.01844","0.13355","0.10946","-0.064318","0.10274","0.12688","-0.062765","0.17594","-0.053127","0.29033","0.13972","0.0081116","-0.12841","0.011289","0.19058"
"-0.11855","0.12007","0.25386","0.13328","-0.16214","0.025245","0.034937","-0.083207","-0.17813","-0.11529","0.26763","0.11328","-0.042134","0.045015","0.12102","0.11322","0.10925","0.025504","-0.10502","0.03365","0.092556","0.2293","0.18318","0.11684","-0.076918","0.13008","0.024492","-0.022084","0.06588","0.049835","0.067877","0.012848","0.096831","-0.10175","0.096269","0.29988","0.24483","0.28983","-0.11975","-0.081419","0.081752","0.16817","-0.043187","-0.096195","-0.060967","0.19051","0.16572","0.090375","0.1336","0.11468","-0.14865","0.0453","-0.068224","0.16761","0.019381","0.14299","0.067676","0.021011","0.069809","-0.026709"
