"d10d10d11","d9d9d9","d9d9d8","d10d10d10","d9d10d10","d11d10d10","d10d9d9","d11d12d12","d12d12d12","d12d12d11","d12d11d11","d10d9d10","d9d9d10","d8d8d8","d11d11d10","d8d8d9","d11d11d12","d11d11d11","d10d11d11","d10d10d9","d9d8d9"
"-0.00072585","-0.0084006","-0.00033338","0.012074","-0.00012361","0.10017","0.31747","-0.10215","0.60299","-0.37655","0.019359","-0.01303","-0.13951","0.0018745","-0.0044926","0.19264","-0.021169","-0.56168","-0.0081694","2.4853e-016","3.1091e-017"
"-0.99063","0.13522","-0.00094954","0.0035701","0.0058551","-0.016166","0.0046493","0.002771","0.0011226","-0.00061209","0.0046151","-1.9262e-005","0.00045096","-0.00034989","3.0207e-005","-0.00044896","0.00066582","5.7336e-005","4.9457e-007","1.1228e-016","5.3909e-018"
"-0.00079223","0.00021181","-1.9999e-006","1.6259e-005","-0.12608","0.0040058","-0.0010045","-0.00056348","-0.00021254","0.00011364","-0.00082736","3.3418e-006","-7.6457e-005","5.8639e-005","-5.0425e-006","7.3889e-005","-0.00010859","-9.2647e-006","-7.9459e-008","0.97463","0.1849"
