"d3d3d4","d3d3d2","d3d3d3","d3d3d1","d3d2d1","d3d2d2","d1d4d4","d8d7d8","d3d2d3","d8d7d7","d6d5d5","d6d6d6","d6d6d7","d6d6d5","d4d5d4","d4d5d5","d5d8d8","d3d1d1","d3d1d3","d4d4d4","d4d4d5","d3d1d4","d4d4d1","d5d6d6","d5d6d5","d4d4d3","d4d3d3","d3d4d4","d4d3d4","d4d3d1","d4d3d2","d8d8d8","d8d8d7","d5d4d5","d5d4d4","d5d5d6","d5d5d4","d5d5d5","d4d1d4","d2d3d4","d2d3d3","d2d2d1","d5d4d1","d6d7d7","d6d7d6","d2d1d3","d7d6d6","d1d2d3","d1d2d2","d2d4d4","d1d1d4","d7d8d8","d7d8d7","d1d3d4","d1d3d3","d7d7d8","d7d7d6","d7d7d7"
"-0.0018077","-2.0439e-05","0.019177","1.2371e-05","-0.017735","0.092203","-0.070253","0.46976","-0.0086614","0.14117","-0.18883","0.097842","-0.0033572","0.027581","0.0012849","-0.35035","0.14224","-0.06906","-0.00064952","0.13041","-0.0015941","-0.082762","-0.021071","0.14854","-0.063286","-0.0028633","-0.023271","-0.0039232","-0.22798","0.17791","0.1984","-0.13458","-0.29929","0.00010552","0.045408","0.16855","-0.1228","-9.5939e-05","-0.03057","-0.023049","-0.054445","-0.1906","-0.00050825","-0.025712","0.26327","0.073205","0.00029347","0.00061352","0.015463","0.023577","-0.22291","-0.19399","0.1417","7.5447e-06","0","0","0","0"
"-0.00063932","-7.1752e-06","0.000943","1.3767e-05","-0.0030595","0.01003","-0.010053","0.0057221","0.0015336","-0.022632","0.030298","-0.015612","-0.0017211","0.0066293","0.00020837","0.033089","0.09213","0.016397","9.5583e-05","-0.011178","0.00030385","0.012932","0.0010027","-0.00065104","-0.01375","0.0024392","-0.059699","0.044792","-0.0147","-0.041916","0.013504","0.15717","-0.053561","0.00013801","0.11822","0.085096","-0.021262","8.1695e-07","-0.036237","0.025361","-0.051666","0.22663","-0.0012209","-0.10149","-0.17963","-0.21511","-0.00085086","-0.0035296","0.45477","0.080749","-0.34604","-0.23728","-0.29303","2.4574e-05","-0.16101","-0.10871","0.017922","0.52209"
"-0.0045825","-5.3371e-05","0.05578","-7.0461e-06","-0.0077615","0.90153","0.037223","-0.23728","-0.0070991","0.091504","-0.030119","0.089269","-0.006901","0.025683","0.0007066","-0.030111","-0.040504","-0.12209","-0.00017014","-0.14176","-0.012683","0.0059773","0.053837","-0.067576","-0.030585","0.0038256","-0.087563","0.11533","-0.057657","-0.076441","0.043851","-0.061548","-0.037616","4.7256e-05","0.017934","-0.0053441","-0.034272","-1.8724e-05","0.013147","-0.0014166","0.052357","0.061418","0.00081988","0.049638","-0.025155","0.0050361","2.9038e-05","0.00022031","0.017172","0.023695","0.071854","-0.063511","0.059509","3.3492e-06","5.0654e-16","4.5103e-17","-8.8471e-17","-2.7756e-17"
