"d5d4d5","d9d9d9","d9d9d8","d5d4d4","d3d3d3","d10d10d10","d10d9d9","d5d5d6","d5d5d4","d5d5d5","d6d5d6","d6d5d5","d6d6d6","d6d6d5","d9d9d10","d5d9d9","d4d5d4","d4d5d5","d8d9d9","d9d10d10","d4d4d4","d4d4d5","d5d6d6","d5d6d5","d8d8d8","d8d8d9","d9d8d8","d10d10d9"
"4.9699e-06","-0.0041928","-0.0056348","0.0081875","4.5812e-06","-1.1514e-20","-6.9009e-06","0.9994","-4.0263e-06","0.029869","5.7613e-06","-0.0013628","0.012854","1.3193e-05","5.9401e-06","-0.0027295","-9.4753e-06","-1.0348e-05","5.9338e-06","0.00023526","0.0012526","0.0015159","-0.001603","-3.4401e-06","-0.0023986","-8.2913e-05","0.00070678","0.00023507"
"0.98659","0.000445","0.00041562","-0.00051693","-0.14748","-2.1787e-17","0.06427","3.8973e-06","-0.014138","1.1743e-05","0.0058952","-3.0379e-07","1.7572e-06","0.011835","0.0064572","-2.3094e-06","-0.010978","-0.012258","0.00676","3.2744e-07","1.7782e-06","2.1752e-06","-2.4191e-06","-0.00032037","-6.7326e-05","0.0041786","-1.3536e-06","-2.483e-07"
"0.013406","1.0321e-05","1.1644e-05","-1.5958e-05","0.049964","-2.2313e-16","0.0074908","3.4921e-06","-0.15689","9.5054e-05","0.051851","-1.2245e-05","0.00016942","-0.74771","0.19623","2.4675e-06","0.34113","-0.13211","0.17935","2.4508e-07","9.4265e-07","1.0104e-06","-7.9369e-07","0.45117","0.0011772","-0.053255","5.9234e-06","9.0949e-07"
