"d3d3d4","d3d3d2","d3d3d3","d3d2d2","d3d2d3","d8d7d8","d1d4d5","d8d7d7","d6d5d5","d6d6d6","d6d6d7","d6d6d5","d4d5d4","d4d5d5","d8d9d9","d3d5d5","d3d4d5","d4d4d4","d4d4d5","d5d7d7","d5d6d6","d5d6d5","d4d4d3","d4d3d3","d4d3d4","d3d4d4","d8d8d8","d8d8d7","d9d8d8","d5d4d5","d5d4d4","d5d5d6","d5d5d4","d5d5d5","d2d3d3","d2d2d1","d2d2d3","d2d2d2","d6d2d2","d6d7d7","d2d5d5","d2d1d2","d2d1d1","d2d1d4","d7d6d5","d7d6d6","d1d2d2","d1d1d2","d2d4d5","d1d1d4","d7d8d8","d7d8d7","d1d1d1","d7d7d8","d7d7d7"
"-1.1862e-06","-0.0085887","-0.010801","0.00074368","-0.011658","-4.616e-07","0.00061292","-0.010239","-0.091951","0.0009895","-9.193e-05","0.055174","-0.036438","0.00015899","-0.066999","0.01269","0.31521","-0.16785","0.32822","-0.00035242","-0.36387","-0.45367","0.43797","-0.061425","-0.36058","0.25031","0.089612","-0.026968","-6.4743e-05","-0.0174","-5.8236e-05","-0.0016259","-0.037148","0.052798","0.00041111","0.014001","0.027287","0.014593","0.031895","-0.018837","-0.019146","-5.177e-05","-0.0044984","-0.015103","-0.0079441","-0.010108","-0.039362","0.047633","1.5264e-09","2.9677e-16","0","0","0","0","0"
"-3.8601e-07","-0.011567","-0.036131","-0.00057896","0.025879","5.9535e-08","0.00063245","0.21352","0.16926","-0.27727","-2.7652e-05","0.015053","-0.22117","-0.00046516","0.1574","0.39216","-0.097858","-0.039558","-0.077631","0.00016589","0.5528","-0.27867","0.2011","-0.028955","-0.032337","0.08347","0.115","-0.089283","-2.4057e-05","0.0031265","0.00048887","0.34461","-0.0061191","0.056785","0.00092255","-0.13113","-0.025235","0.034557","0.040196","-0.030861","0.027481","2.0629e-05","-0.017925","0.02741","0.031099","-0.012056","-0.033781","0.02114","7.1678e-09","5.421e-16","2.4286e-16","2.7756e-16","-2.7756e-17","-8.4655e-16","6.8749e-16"
"-1.4014e-05","-0.29754","-0.80675","0.011368","-0.50731","1.0241e-06","-0.0023521","0.0079342","0.0051803","0.033713","2.8637e-05","0.020403","-0.011491","-5.1294e-05","0.015561","-0.0047471","-0.0072137","0.012225","-0.0037885","1.3901e-06","-0.013679","0.012164","-0.0097449","0.0032","0.0054876","-0.0099891","-0.010929","0.0023496","-7.0186e-06","0.006866","1.402e-05","-0.0019636","-0.00075092","-0.0026051","-1.9525e-05","-0.0014787","-0.0027722","-0.0032405","-0.003462","0.001008","0.0039664","2.2997e-06","0.0024093","-0.002107","-0.00044007","0.0031294","0.0058983","-0.0041419","-9.1131e-10","-4.3005e-17","5.9328e-17","-5.5507e-18","-1.6098e-17","8.4931e-17","-1.4063e-17"
