"d3d3d4","d9d9d9","d3d3d3","d3d3d1","d3d2d1","d3d2d2","d19d19d18","d19d19d19","d6d5d5","d17d18d18","d6d6d6","d6d6d7","d6d6d5","d18d17d17","d16d17d17","d18d17d18","d9d6d6","d9d17d17","d19d19d20","d17d16d16","d18d18d20","d3d1d2","d16d15d15","d13d13d13","d4d4d4","d4d4d5","d18d20d20","d3d4d3","d4d3d3","d3d4d4","d19d20d20","d4d3d2","d8d8d8","d16d16d15","d18d18d18","d16d16d16","d18d18d17","d19d18d17","d16d16d17","d20d20d20","d19d18d18","d19d18d19","d18d18d19","d5d5d6","d19d20d19","d5d5d5","d15d16d16","d20d18d17","d20d18d18","d18d19d20","d2d3d3","d2d2d3","d2d2d2","d6d7d7","d15d15d16","d15d15d15","d2d1d1","d20d20d19","d18d20d19","d17d17d18","d12d12d12","d20d19d19","d17d17d17","d7d6d6","d17d17d16","d20d19d18","d1d2d2","d1d1d2","d20d19d20","d1d1d1","d18d19d18","d18d19d19","d1d3d2","d11d11d11","d7d7d6","d7d7d7"
"-4.0173e-06","-1.1477e-30","-1.1875e-06","0","1.4226e-09","0","-5.6132e-23","-1.0566e-06","9.9691e-09","-3.0426e-09","0.0016484","-0.012012","4.8713e-11","4.6508e-10","-0.046544","6.6427e-11","-1.4461e-09","0.21063","-1.9151e-09","3.7097e-09","-9.9375e-10","2.5513e-05","-2.2828e-10","-1.6045e-11","-4.3519e-10","4.0272e-10","6.9239e-11","-0.14571","6.9532e-10","1.1611e-08","0.00032522","-6.4207e-09","-2.349e-08","-2.4907e-08","0.0015119","9.2045e-09","2.7031e-09","4.2599e-09","4.3994e-10","-2.167e-05","-1.4033e-09","-7.8354e-10","-1.9209e-10","-3.2294e-10","-5.1475e-10","-5.4087e-09","-6.9616e-10","6.0713e-07","1.1252e-09","-3.2065e-05","-2.2339e-11","-3.4757e-10","-3.945e-11","-1.7374e-10","-7.9101e-11","0.00022347","0.0031455","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.96544"
"-0.0003412","-1.0665e-17","-6.0219e-05","5.028e-18","0.003352","-2.0438e-32","-3.5688e-18","-0.99998","0.004268","-0.00065305","-0.0011432","-8.9595e-06","-9.2749e-06","-8.073e-05","-3.6122e-06","-2.3179e-05","1.4985e-05","3.091e-06","-4.5568e-06","2.9313e-05","-1.1518e-05","-4.5243e-06","-3.4756e-06","-2.8195e-07","-7.7889e-06","2.4459e-05","-5.1095e-06","-1.4853e-06","4.1342e-07","7.6758e-06","-2.2623e-05","-1.6216e-05","-1.2457e-05","-1.0388e-05","-0.00020677","-1.8355e-05","-8.2088e-06","-2.5095e-05","-2.816e-06","4.8473e-06","1.3632e-05","8.6055e-06","2.2828e-06","4.9633e-06","8.4799e-06","9.0221e-05","1.156e-05","1.0825e-06","-1.5528e-05","-2.2488e-05","5.4559e-07","7.227e-06","7.4704e-07","2.072e-06","3.4796e-07","1.1752e-05","-2.8482e-16","1.3565e-16","-3.2421e-17","-1.0097e-16","-1.2622e-17","-1.7344e-16","-4.3022e-17","-3.7415e-17","-8.0806e-17","-5.7659e-17","-1.3785e-16","6.0653e-17","1.8264e-17","2.4818e-17","-1.2003e-17","1.8553e-17","-4.2412e-17","-7.1995e-17","-2.0956e-18","0"
"-1.7235e-05","6.2909e-17","-5.19e-06","6.4867e-18","6.4013e-09","-4.4568e-17","-6.2547e-18","-4.8859e-06","4.7366e-08","-1.4793e-08","0.0084472","-0.19548","1.9572e-10","2.0586e-09","-0.62746","-1.8804e-09","-2.1661e-09","0.39342","-3.7734e-09","8.4746e-09","-2.6286e-09","8.1712e-05","-7.358e-10","-6.5551e-11","-1.8289e-09","8.563e-09","-2.2049e-09","0.28328","-1.1051e-09","-1.7949e-08","-0.00023884","4.476e-09","-1.7485e-09","-2.5002e-09","0.0002758","3.934e-09","1.377e-09","2.8329e-09","3.0177e-10","-1.5852e-05","-1.1221e-09","-6.529e-10","-1.6431e-10","-3.0135e-10","-4.9504e-10","-5.2495e-09","-6.859e-10","6.0571e-07","1.1269e-09","-3.2339e-05","-2.2795e-11","-3.581e-10","-4.0928e-11","-1.8287e-10","-8.379e-11","0.00023725","0.044223","0.0271","0.10337","-0.043757","-0.082799","-0.26332","-0.033436","-0.15659","0.16173","0.042555","-0.24688","0.13407","0.17551","-0.15409","-0.06834","-0.015523","0.14264","0.15293","-0.0037573","-0.075921"
