"d3d3d4","d6d4d4","d1d4d4","d6d5d6","d6d5d5","d6d6d6","d6d6d7","d6d6d5","d10d4d4","d4d7d7","d4d5d4","d7d1d4","d4d5d5","d4d5d7","d8d4d4","d8d8d10","d4d4d4","d5d7d5","d4d4d5","d3d7d4","d4d4d6","d5d7d7","d5d7d6","d5d6d6","d8d6d6","d5d6d5","d5d6d7","d1d7d4","d8d5d5","d8d8d4","d5d4d5","d7d4d3","d5d4d4","d7d4d4","d7d4d5","d7d2d1","d5d5d6","d5d5d7","d5d5d4","d5d5d5","d7d3d1","d6d7d7","d6d10d8","d6d7d6","d7d6d6","d7d7d5","d7d7d3","d7d7d1","d7d5d8","d7d5d5","d7d8d8","d7d8d6","d7d8d5","d7d7d8","d7d7d7"
"0.012142","0.012158","0.048566","0.012142","0.057269","2.0265e-08","0.012142","5.5322e-47","0.012142","0.024283","1.0484e-77","0.012142","0.05309","0.012136","0.024283","0.012142","1.0376e-24","0.01174","0.085084","0.012142","0.012158","0.024283","0.012142","1.8086e-05","0.012142","1.8325e-10","0.012142","6.6459e-74","0.012142","0.012142","5.5134e-48","0.012142","0.039204","6.365e-48","0.012142","0.012141","0.029089","0.097133","4.6793e-49","0.0081253","0.024283","0.048566","0.012142","4.6633e-62","0.024283","0.024283","0.012142","0.012142","0.012142","0.036425","0.012142","0.012142","0.012142","0.024283","0.012142"
"8.7175e-80","0.0094209","3.935e-18","8.1475e-73","1.0282e-15","6.4639e-32","7.6954e-76","7.618e-15","1.2338e-73","7.414e-63","0.0094335","6.0422e-76","0.22289","0.0094179","3.0985e-73","1.2353e-73","0.37734","0.0087863","0.065962","1.8499e-61","0.0094209","2.3791e-76","1.3601e-79","9.4422e-63","1.253e-76","0.0033686","5.5949e-75","0.0094335","1.1897e-74","1.1432e-74","0.018867","1.0672e-60","0.12046","0.009433","3.2686e-75","5.6803e-07","1.3569e-07","1.9714e-66","0.12264","0.0031291","4.1338e-64","1.5641e-17","7.094e-77","6.4389e-69","3.3172e-76","5.1879e-74","4.7724e-80","9.3121e-71","1.0311e-73","2.168e-70","8.2859e-75","3.0199e-76","3.172e-74","4.1832e-73","1.1295e-74"
"8.549e-26","1.1664e-11","2.4064e-19","1.778e-09","0.0068648","0.10194","2.7045e-25","0.014089","2.8832e-23","8.7822e-19","7.4808e-21","1.9453e-25","1.6179e-08","1.7303e-06","2.1042e-24","3.0888e-22","3.4066e-15","8.4287e-05","1.2153e-08","1.7553e-21","7.1819e-11","1.9729e-24","1.911e-25","0.013259","2.9399e-24","0.0013616","6.0544e-27","1.3593e-16","1.3259e-25","1.5497e-24","7.1343e-14","4.0159e-21","1.0778e-06","4.0079e-08","1.6247e-13","8.6143e-20","0.013761","2.0775e-14","6.5951e-13","0.84781","1.4147e-22","9.5042e-16","1.8833e-25","0.00082875","4.552e-16","4.1543e-18","4.4445e-26","8.3538e-15","3.3375e-23","1.5182e-08","2.1577e-27","5.932e-24","2.4243e-25","1.2021e-23","1.0133e-26"
