"d5d6d6","d5d4d5","d6d5d6","d4d5d5","d5d4d4","d6d5d5","d6d6d6","d6d6d5","d5d5d6","d4d4d4","d5d5d4","d5d5d5"
"0.17623","0.125","0.062502","7.6514e-53","1.9948e-39","0.24499","0.0065877","0.10805","0.095782","4.19e-37","7.2834e-46","0.18086"
"3.4126e-19","2.5662e-23","9.1217e-18","0.0016076","0.0016076","4.5967e-17","2.5556e-19","1.8534e-22","1.6221e-20","0.065911","0.0024114","0.92846"
"0.023577","4.3193e-131","1.4085e-13","3.4136e-121","3.0348e-122","0.00059518","0.94811","0.0094242","0.018292","3.6322e-120","1.2151e-119","3.6098e-06"
