"d10d10d11","d9d9d9","d10d10d10","d11d10d10","d9d9d10","d10d9d9","d11d11d10","d11d11d11","d10d11d11"
"1.6761e-120","0.99981","1.1581e-30","3.0333e-110","9.8766e-40","0.00019343","9.1406e-113","3.4278e-114","3.5954e-111"
"0.0049445","4.7344e-269","2.2931e-10","0.0013","7.9079e-276","5.7885e-266","0.0025323","0.98889","0.0023302"
"1.8812e-16","1.5829e-18","0.95307","0.015156","0.0040556","0.01548","0.0060341","7.2643e-10","0.0061999"
