"d5d6d6","d5d4d5","d5d6d5","d4d5d5","d5d4d4","d6d6d6","d5d5d6","d5d5d4","d4d4d4","d5d5d5","d4d4d5"
"3.2818e-123","0.016423","2.6426e-91","0.098539","0.11496","1.5754e-121","4.4826e-121","0.049269","0.67335","0.014612","0.032846"
"0.24966","1.7355e-117","5.2181e-141","2.251e-96","1.3805e-98","0.49933","0.24966","7.9995e-96","2.2437e-87","0.0013483","1.0662e-100"
"1.2816e-34","3.4216e-25","0.00075182","1.5228e-17","1.1872e-20","9.0322e-34","1.6258e-34","1.107e-14","7.1128e-22","0.99925","1.6167e-18"
