0.12878,0.135,-0.11306,-0.11805,0.13517,0.11691,-0.1213,-0.13157,0.12943,0.12939,0.13543,0.13886,-0.12587,-0.12304,0.12637,0.12571,-0.13937,-0.14221,0.11511,-0.14711,0.14253,-0.12882,0.14583,-0.089448,0.10394,0.14211,0.13931,-0.12671,0.14902,0.13536,0.14029,0.14912,0.13952,0.1426,0.13914,0.14222,-0.1324,-0.13072,0.1374,0.10498,0.12571,0.14493,0.13003,0.14233,0.13608,0.11342,-0.12084,0.00056513,0.12137,-0.037663,-0.14142,0.11951,-0.12484,0.12861,-0.11244,0.13593,-0.13369,0.13572,0.13372,0.13891
-0.035873,-0.17947,-0.079218,-0.17182,-0.083826,-0.16568,-0.036377,-0.13081,-0.16869,-0.18463,-0.10294,-0.12167,-0.12269,-0.13972,-0.046241,0.066463,-0.12084,-0.1412,-0.068107,-0.11827,0.060595,-0.18352,-0.076534,-0.076349,-0.042638,-0.15048,-0.15919,-0.14319,0.0076599,0.1122,0.074579,0.11302,0.10249,0.054134,-0.16403,0.11758,-0.098874,-0.13651,-0.13949,0.22651,0.11879,-0.068935,-0.17576,-0.1618,-0.18747,0.015248,0.15351,0.23896,0.16385,0.22441,-0.1441,-0.066059,-0.1142,0.14935,0.095465,0.024435,0.035256,-0.099304,-0.17054,-0.11102
0.159,-0.12289,0.14674,-0.003775,-0.15776,-0.16207,-0.1011,0.068206,-0.16719,-0.071395,-0.17122,0.0094941,-0.22612,0.085806,-0.17728,-0.18743,-0.15275,-0.16002,-0.067613,-0.14442,-0.12618,-0.054488,0.13626,-0.19654,-0.06031,0.085919,0.064761,0.092348,0.0079656,-0.13669,-0.15432,-0.079343,-0.17336,0.052462,0.068571,-0.10458,-0.12107,0.047187,-0.037376,-0.031512,0.17856,-0.053787,0.10689,-0.015228,-0.06895,0.24841,-0.20132,-0.13015,-0.088184,-0.17781,-0.15788,-0.093823,-0.18461,-0.14559,-0.22501,0.003273,-0.10188,-0.035808,-0.13438,0.12103
0.2459,-0.028268,-0.056592,0.069521,-0.055389,0.049547,0.27461,-0.12199,0.014496,0.0046431,-0.051347,0.13009,0.08401,0.001187,-0.0031996,0.014763,0.11088,0.013972,0.029579,-0.015132,-0.15783,-0.020153,0.099333,0.35071,0.24923,-0.0097884,0.0046012,-0.20248,0.08704,-0.11162,-0.13688,-0.12392,-0.16503,0.066203,0.041676,-0.13735,0.17512,0.013148,0.03613,0.035417,0.17774,0.037031,-0.0071096,-0.037391,-0.033827,0.21118,-0.10128,0.28768,0.16354,0.35337,0.029162,-0.1106,0.045385,-0.080672,-0.088394,0.11708,0.056127,0.035977,0.0012756,0.14372
0.11485,-0.073084,0.066114,-0.039265,-0.11925,-0.1402,0.17562,-0.037639,-0.10672,-0.0007024,-0.081058,-0.07136,0.0042961,0.11506,-0.098998,-0.17636,0.15768,-0.085345,0.28683,0.10513,0.091886,-0.022541,0.038285,-0.1073,0.13615,0.18136,0.058956,-0.040906,0.044209,0.23275,0.18581,0.21699,-0.0091489,-0.04405,0.089823,0.2032,0.2636,0.10547,0.0072373,0.13392,0.045252,-0.085266,0.083903,-0.02204,-0.044607,0.10342,0.21981,0.012476,-0.060691,-0.16569,0.18426,0.21201,-0.035377,-0.12296,-0.081452,0.037793,0.34353,0.094348,-0.029864,-0.015388
0.025014,-0.0090282,0.41338,0.20164,0.0028702,0.035564,-0.0093343,0.23758,0.047214,0.051865,-0.031165,-0.088659,-0.16299,0.27769,0.094444,0.14159,-0.062109,-0.14018,0.19042,-0.15108,0.035079,0.2068,0.019496,0.022152,0.16858,0.043008,-0.056505,0.27214,-0.011658,0.10681,0.019699,-0.0599,0.078375,-0.018248,-0.0086898,-0.026738,-0.0028973,0.14578,-0.025432,0.11781,-0.10896,-0.08652,-0.072043,-0.072132,-0.023961,-0.22282,-0.12029,0.24322,0.21935,0.11995,-0.13057,0.014466,-0.13186,0.13349,-0.029713,0.021936,-0.0042813,0.13012,0.055832,0.0015571
0.04857,0.07085,0.025876,0.19114,0.11978,-0.10777,-0.10937,0.21536,-0.238,-0.034085,-0.15962,0.10759,0.1218,0.033154,-0.10586,-0.11674,-0.023384,0.028817,-0.21814,0.0046479,-0.066468,-0.097459,0.06596,0.17163,-0.24172,0.08851,0.27925,0.1702,-0.041228,0.13591,-0.0082537,0.1208,0.10227,-0.087852,0.12383,0.14307,-0.17659,0.0139,0.14454,0.13004,0.053179,0.15074,-0.12245,0.23684,0.15017,-0.0041834,0.14585,0.26567,0.054214,0.10323,0.0072841,0.016503,0.17373,-0.075826,0.094746,-0.01927,0.023372,-0.0019542,-0.10978,0.15721
0.059263,-0.055032,0.1568,-0.13958,0.015275,-0.12023,-0.033647,0.017686,-0.045455,0.03914,4.9552e-05,0.034076,0.061592,0.19211,0.020864,0.094357,0.058453,0.090178,-0.16663,-0.042403,-0.035049,0.31428,0.063358,-0.14352,-0.072696,0.09486,-0.085534,0.035344,0.22488,-0.076172,-0.059805,-0.0077308,0.15525,0.31843,0.064447,0.020047,0.087138,0.054181,0.079311,-0.10482,0.19875,0.073375,0.058978,0.0084252,-0.064296,0.20404,0.17979,-0.12439,0.017754,0.018715,-0.028095,-0.12294,0.14879,0.17636,0.40599,0.26356,0.047273,0.11321,0.01111,-0.10365
0.062041,-0.01023,0.033261,-0.0040863,-0.14973,0.063364,-0.17562,0.22163,0.056281,-0.068046,0.11821,0.11367,0.045565,-0.1762,-0.23182,0.0157,0.0077069,0.13644,0.19844,0.15188,0.14936,-0.20791,0.062689,-0.024679,0.066631,-0.13096,-0.055477,0.18381,0.068487,-0.12716,-0.072232,-0.10554,-0.0061891,0.17235,-0.093819,-0.060342,-0.087267,0.26918,-0.1105,-0.0022528,0.018806,0.14928,0.063946,-0.036456,-0.073782,0.10623,0.10874,-0.016722,0.032734,0.086634,-0.017972,0.3482,0.1624,0.32354,-0.072313,-0.012971,0.10739,-0.13262,-0.061791,0.17017
-0.062137,0.002725,0.25158,0.072663,0.15391,-0.11761,0.29822,0.072337,-0.015377,-0.02312,0.1742,-0.1329,-0.17284,-0.22566,0.20313,-0.23375,-0.054842,0.1783,-0.018803,0.16125,0.26481,-0.12983,-0.029661,0.13098,-0.16016,-0.0079694,-0.043534,0.039566,0.048519,-0.086088,0.0089515,0.081306,0.12802,0.13503,0.003248,0.050236,0.039046,0.15079,0.070309,-0.18444,0.22385,-0.0010505,-0.090793,0.032561,0.0099618,0.020696,-0.078965,0.10667,-0.23181,0.11813,-0.10266,0.044528,-0.16611,-0.098454,-0.10689,0.1244,-0.089804,0.0051208,0.030719,-0.16499
