1:0.0	2:0.0	3:0.0	4:3.0	5:1.0	6:0.0	7:16.0
1:0.0	2:0.0	3:0.0	4:30.0	5:0.0	6:0.0	7:0.0
1:1.0	2:0.0	3:1.0	4:8.0	5:0.0	6:0.0	7:10.0
1:0.0	2:0.0	3:0.0	4:20.0	5:0.0	6:0.0	7:0.0
1:1.0	2:0.0	3:1.0	4:26.0	5:0.0	6:0.0	7:12.0
1:0.0	2:0.0	3:0.0	4:18.0	5:0.0	6:0.0	7:0.0
1:0.0	2:0.0	3:0.0	4:2.0	5:1.0	6:1.0	7:7.0
1:0.0	2:0.0	3:0.0	4:40.0	5:0.0	6:0.0	7:0.0
1:0.0	2:0.0	3:0.0	4:12.0	5:0.0	6:0.0	7:0.0
1:0.0	2:0.0	3:0.0	4:40.0	5:0.0	6:0.0	7:0.0
1:0.0	2:0.0	3:0.0	4:21.0	5:0.0	6:0.0	7:0.0
1:0.0	2:0.0	3:0.0	4:20.0	5:0.0	6:0.0	7:0.0
1:0.0	2:0.0	3:0.0	4:14.0	5:0.0	6:0.0	7:0.0
1:0.0	2:0.0	3:0.0	4:40.0	5:0.0	6:0.0	7:0.0
1:0.0	2:0.0	3:0.0	4:14.0	5:0.0	6:0.0	7:0.0
1:0.0	2:0.0	3:0.0	4:14.0	5:0.0	6:0.0	7:0.0
1:0.0	2:0.0	3:0.0	4:15.0	5:0.0	6:0.0	7:0.0
1:0.0	2:0.0	3:0.0	4:15.0	5:0.0	6:0.0	7:0.0
1:0.0	2:0.0	3:0.0	4:14.0	5:0.0	6:0.0	7:0.0
1:0.0	2:0.0	3:0.0	4:13.0	5:0.0	6:0.0	7:0.0
1:0.0	2:0.0	3:0.0	4:14.0	5:0.0	6:0.0	7:0.0
1:0.0	2:0.0	3:0.0	4:17.0	5:0.0	6:0.0	7:0.0
1:1.0	2:0.0	3:0.0	4:22.0	5:1.0	6:0.0	7:6.0
1:0.0	2:0.0	3:0.0	4:16.0	5:0.0	6:0.0	7:0.0
1:0.0	2:0.0	3:0.0	4:17.0	5:0.0	6:0.0	7:0.0
1:0.0	2:0.0	3:0.0	4:32.0	5:1.0	6:1.0	7:6.0
1:0.0	2:0.0	3:1.0	4:1.0	5:0.0	6:0.0	7:18.0
1:1.0	2:0.0	3:1.0	4:22.0	5:0.0	6:0.0	7:16.0
1:0.0	2:0.0	3:0.0	4:20.0	5:1.0	6:1.0	7:40.0
1:1.0	2:0.0	3:1.0	4:9.0	5:0.0	6:0.0	7:9.0
1:0.0	2:0.0	3:0.0	4:30.0	5:0.0	6:0.0	7:0.0
1:1.0	2:0.0	3:1.0	4:19.0	5:0.0	6:0.0	7:9.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:0.0	7:19.0
1:0.0	2:0.0	3:1.0	4:6.0	5:0.0	6:1.0	7:15.0
1:1.0	2:0.0	3:1.0	4:13.0	5:0.0	6:0.0	7:15.0
1:1.0	2:0.0	3:0.0	4:32.0	5:1.0	6:0.0	7:6.0
1:1.0	2:0.0	3:0.0	4:7.0	5:1.0	6:0.0	7:11.0
1:0.0	2:0.0	3:0.0	4:30.0	5:1.0	6:1.0	7:8.0
1:0.0	2:0.0	3:1.0	4:8.0	5:1.0	6:1.0	7:19.0
1:0.0	2:0.0	3:0.0	4:10.0	5:0.0	6:0.0	7:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:0.0	7:10.0
1:1.0	2:0.0	3:1.0	4:23.0	5:0.0	6:0.0	7:15.0
1:0.0	2:0.0	3:0.0	4:10.0	5:0.0	6:0.0	7:0.0
1:0.0	2:1.0	3:1.0	4:14.0	5:0.0	6:1.0	7:3.0
1:0.0	2:0.0	3:0.0	4:34.0	5:0.0	6:0.0	7:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:0.0	7:11.0
1:0.0	2:0.0	3:0.0	4:17.0	5:0.0	6:0.0	7:0.0
1:0.0	2:0.0	3:0.0	4:30.0	5:0.0	6:0.0	7:0.0
1:0.0	2:0.0	3:0.0	4:15.0	5:0.0	6:0.0	7:0.0
1:0.0	2:0.0	3:0.0	4:19.0	5:0.0	6:0.0	7:0.0
1:0.0	2:0.0	3:0.0	4:18.0	5:0.0	6:0.0	7:0.0
1:0.0	2:0.0	3:0.0	4:19.0	5:0.0	6:0.0	7:0.0
1:0.0	2:0.0	3:0.0	4:13.0	5:0.0	6:0.0	7:0.0
1:0.0	2:0.0	3:0.0	4:14.0	5:0.0	6:0.0	7:0.0
1:0.0	2:0.0	3:0.0	4:17.0	5:0.0	6:0.0	7:0.0
1:1.0	2:0.0	3:1.0	4:6.0	5:0.0	6:0.0	7:12.0
1:0.0	2:0.0	3:0.0	4:19.0	5:0.0	6:0.0	7:0.0
1:0.0	2:0.0	3:0.0	4:38.0	5:0.0	6:1.0	7:1.0
1:0.0	2:0.0	3:0.0	4:20.0	5:0.0	6:0.0	7:0.0
1:0.0	2:0.0	3:0.0	4:30.0	5:0.0	6:0.0	7:0.0
