1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:23.0	7:0.0	8:0.0	9:0.0	10:0.0	11:0.0	12:0.0	13:2.0	14:0.0	15:0.0	16:0.0	17:0.0	18:0.0	19:0.0	20:0.0	21:0.0	22:0.0	23:0.0	24:0.0	25:0.0	26:0.0	27:0.0	28:0.0	29:0.0	30:0.0	31:0.0	32:0.0	33:0.0	34:0.0	35:0.0	36:1.0	37:0.0	38:0.0	39:0.0	40:0.0	41:0.0	42:0.0	43:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:2.0	7:0.0	8:0.0	9:0.0	10:0.0	11:0.0	12:0.0	13:0.0	14:0.0	15:1.0	16:1.0	17:0.0	18:0.0	19:0.0	20:1.0	21:1.0	22:1.0	23:5.0	24:0.0	25:0.0	26:2.0	27:1.0	28:1.0	29:0.0	30:0.0	31:1.0	32:0.0	33:0.0	34:0.0	35:0.0	36:1.0	37:0.0	38:1.0	39:0.0	40:1.0	41:4.0	42:1.0	43:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:1.0	12:0.0	13:0.0	14:0.0	15:0.0	16:0.0	17:0.0	18:0.0	19:0.0	20:0.0	21:0.0	22:0.0	23:0.0	24:0.0	25:0.0	26:11.0	27:0.0	28:0.0	29:3.0	30:0.0	31:2.0	32:0.0	33:0.0	34:0.0	35:0.0	36:0.0	37:0.0	38:4.0	39:0.0	40:0.0	41:9.0	42:0.0	43:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:0.0	12:0.0	13:0.0	14:0.0	15:0.0	16:0.0	17:0.0	18:0.0	19:0.0	20:0.0	21:0.0	22:0.0	23:0.0	24:0.0	25:0.0	26:5.0	27:0.0	28:0.0	29:1.0	30:0.0	31:0.0	32:0.0	33:0.0	34:0.0	35:0.0	36:0.0	37:0.0	38:2.0	39:0.0	40:0.0	41:16.0	42:0.0	43:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:20.0	7:1.0	8:0.0	9:0.0	10:0.0	11:0.0	12:0.0	13:0.0	14:0.0	15:0.0	16:0.0	17:0.0	18:0.0	19:0.0	20:0.0	21:0.0	22:0.0	23:0.0	24:0.0	25:0.0	26:0.0	27:0.0	28:0.0	29:0.0	30:0.0	31:0.0	32:0.0	33:0.0	34:0.0	35:0.0	36:0.0	37:0.0	38:0.0	39:0.0	40:0.0	41:8.0	42:1.0	43:0.0
1:0.0	2:2.0	3:0.0	4:0.0	5:0.0	6:18.0	7:2.0	8:0.0	9:0.0	10:1.0	11:0.0	12:0.0	13:1.0	14:0.0	15:0.0	16:0.0	17:0.0	18:0.0	19:0.0	20:0.0	21:0.0	22:0.0	23:0.0	24:1.0	25:0.0	26:0.0	27:0.0	28:0.0	29:0.0	30:0.0	31:0.0	32:0.0	33:0.0	34:0.0	35:0.0	36:1.0	37:0.0	38:0.0	39:0.0	40:0.0	41:4.0	42:0.0	43:0.0
1:0.0	2:2.0	3:0.0	4:0.0	5:0.0	6:23.0	7:2.0	8:0.0	9:0.0	10:0.0	11:0.0	12:0.0	13:1.0	14:0.0	15:0.0	16:0.0	17:0.0	18:0.0	19:0.0	20:0.0	21:0.0	22:0.0	23:0.0	24:0.0	25:0.0	26:0.0	27:0.0	28:0.0	29:0.0	30:0.0	31:0.0	32:0.0	33:0.0	34:0.0	35:0.0	36:1.0	37:0.0	38:0.0	39:0.0	40:0.0	41:0.0	42:1.0	43:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:5.0	7:1.0	8:0.0	9:0.0	10:0.0	11:0.0	12:0.0	13:0.0	14:0.0	15:0.0	16:0.0	17:0.0	18:0.0	19:0.0	20:0.0	21:0.0	22:0.0	23:0.0	24:0.0	25:0.0	26:0.0	27:0.0	28:0.0	29:0.0	30:0.0	31:0.0	32:0.0	33:0.0	34:0.0	35:0.0	36:0.0	37:0.0	38:0.0	39:0.0	40:0.0	41:17.0	42:0.0	43:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:7.0	7:0.0	8:0.0	9:0.0	10:0.0	11:1.0	12:0.0	13:0.0	14:0.0	15:0.0	16:0.0	17:0.0	18:0.0	19:0.0	20:0.0	21:0.0	22:0.0	23:0.0	24:0.0	25:0.0	26:26.0	27:0.0	28:0.0	29:0.0	30:0.0	31:1.0	32:0.0	33:0.0	34:0.0	35:0.0	36:1.0	37:0.0	38:0.0	39:0.0	40:0.0	41:3.0	42:1.0	43:0.0
1:0.0	2:1.0	3:0.0	4:0.0	5:0.0	6:1.0	7:0.0	8:0.0	9:0.0	10:0.0	11:0.0	12:0.0	13:0.0	14:0.0	15:0.0	16:0.0	17:0.0	18:0.0	19:0.0	20:0.0	21:0.0	22:0.0	23:0.0	24:0.0	25:0.0	26:6.0	27:0.0	28:0.0	29:0.0	30:0.0	31:1.0	32:0.0	33:0.0	34:0.0	35:0.0	36:2.0	37:0.0	38:1.0	39:0.0	40:0.0	41:7.0	42:1.0	43:0.0
1:1.0	2:0.0	3:0.0	4:0.0	5:0.0	6:6.0	7:1.0	8:0.0	9:0.0	10:0.0	11:3.0	12:0.0	13:0.0	14:0.0	15:0.0	16:0.0	17:0.0	18:0.0	19:0.0	20:0.0	21:0.0	22:0.0	23:0.0	24:0.0	25:0.0	26:13.0	27:0.0	28:0.0	29:0.0	30:0.0	31:4.0	32:0.0	33:0.0	34:0.0	35:0.0	36:0.0	37:0.0	38:0.0	39:0.0	40:0.0	41:2.0	42:0.0	43:0.0
1:0.0	2:1.0	3:0.0	4:0.0	5:0.0	6:0.0	7:1.0	8:0.0	9:0.0	10:0.0	11:0.0	12:0.0	13:0.0	14:0.0	15:0.0	16:0.0	17:0.0	18:0.0	19:0.0	20:0.0	21:0.0	22:0.0	23:0.0	24:0.0	25:0.0	26:8.0	27:0.0	28:0.0	29:0.0	30:0.0	31:0.0	32:0.0	33:0.0	34:0.0	35:0.0	36:0.0	37:0.0	38:1.0	39:0.0	40:0.0	41:4.0	42:0.0	43:0.0
1:0.0	2:1.0	3:0.0	4:0.0	5:0.0	6:23.0	7:1.0	8:0.0	9:0.0	10:0.0	11:0.0	12:0.0	13:0.0	14:0.0	15:0.0	16:0.0	17:0.0	18:0.0	19:0.0	20:0.0	21:0.0	22:0.0	23:0.0	24:0.0	25:0.0	26:0.0	27:0.0	28:0.0	29:0.0	30:0.0	31:0.0	32:0.0	33:0.0	34:0.0	35:0.0	36:2.0	37:0.0	38:0.0	39:0.0	40:0.0	41:3.0	42:2.0	43:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:30.0	7:0.0	8:0.0	9:0.0	10:0.0	11:0.0	12:0.0	13:0.0	14:0.0	15:0.0	16:0.0	17:0.0	18:0.0	19:0.0	20:0.0	21:0.0	22:0.0	23:0.0	24:0.0	25:0.0	26:0.0	27:0.0	28:0.0	29:0.0	30:0.0	31:0.0	32:0.0	33:0.0	34:0.0	35:0.0	36:0.0	37:0.0	38:0.0	39:0.0	40:0.0	41:0.0	42:0.0	43:0.0
1:0.0	2:2.0	3:0.0	4:0.0	5:0.0	6:6.0	7:1.0	8:0.0	9:0.0	10:0.0	11:0.0	12:0.0	13:0.0	14:0.0	15:0.0	16:0.0	17:0.0	18:0.0	19:0.0	20:0.0	21:0.0	22:0.0	23:0.0	24:0.0	25:0.0	26:0.0	27:0.0	28:0.0	29:0.0	30:0.0	31:0.0	32:0.0	33:0.0	34:0.0	35:0.0	36:2.0	37:0.0	38:0.0	39:0.0	40:0.0	41:9.0	42:0.0	43:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:6.0	7:1.0	8:0.0	9:0.0	10:0.0	11:0.0	12:0.0	13:0.0	14:0.0	15:0.0	16:0.0	17:0.0	18:0.0	19:0.0	20:0.0	21:0.0	22:0.0	23:0.0	24:0.0	25:0.0	26:0.0	27:0.0	28:0.0	29:0.0	30:0.0	31:0.0	32:0.0	33:0.0	34:0.0	35:0.0	36:1.0	37:0.0	38:0.0	39:0.0	40:0.0	41:8.0	42:2.0	43:0.0
1:0.0	2:2.0	3:0.0	4:0.0	5:0.0	6:8.0	7:1.0	8:0.0	9:0.0	10:0.0	11:0.0	12:0.0	13:0.0	14:0.0	15:0.0	16:0.0	17:0.0	18:0.0	19:0.0	20:0.0	21:0.0	22:0.0	23:0.0	24:0.0	25:0.0	26:0.0	27:0.0	28:0.0	29:0.0	30:0.0	31:0.0	32:0.0	33:0.0	34:0.0	35:0.0	36:1.0	37:0.0	38:0.0	39:0.0	40:0.0	41:8.0	42:0.0	43:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:0.0	7:1.0	8:0.0	9:0.0	10:0.0	11:0.0	12:0.0	13:0.0	14:0.0	15:0.0	16:0.0	17:0.0	18:0.0	19:0.0	20:0.0	21:0.0	22:0.0	23:0.0	24:0.0	25:0.0	26:7.0	27:0.0	28:0.0	29:0.0	30:0.0	31:0.0	32:0.0	33:0.0	34:0.0	35:0.0	36:0.0	37:0.0	38:1.0	39:0.0	40:0.0	41:20.0	42:1.0	43:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:2.0	7:0.0	8:0.0	9:0.0	10:0.0	11:0.0	12:0.0	13:0.0	14:0.0	15:0.0	16:0.0	17:0.0	18:0.0	19:0.0	20:0.0	21:0.0	22:0.0	23:0.0	24:0.0	25:0.0	26:33.0	27:0.0	28:0.0	29:0.0	30:0.0	31:1.0	32:0.0	33:0.0	34:0.0	35:0.0	36:1.0	37:0.0	38:1.0	39:0.0	40:0.0	41:1.0	42:1.0	43:0.0
1:0.0	2:2.0	3:1.0	4:0.0	5:0.0	6:1.0	7:1.0	8:0.0	9:0.0	10:0.0	11:1.0	12:0.0	13:1.0	14:1.0	15:0.0	16:0.0	17:0.0	18:0.0	19:0.0	20:0.0	21:0.0	22:0.0	23:0.0	24:0.0	25:0.0	26:2.0	27:0.0	28:0.0	29:0.0	30:0.0	31:1.0	32:0.0	33:1.0	34:0.0	35:0.0	36:0.0	37:0.0	38:1.0	39:0.0	40:0.0	41:6.0	42:0.0	43:1.0
1:0.0	2:1.0	3:0.0	4:0.0	5:0.0	6:1.0	7:1.0	8:1.0	9:0.0	10:0.0	11:0.0	12:1.0	13:0.0	14:0.0	15:0.0	16:0.0	17:0.0	18:0.0	19:0.0	20:0.0	21:0.0	22:0.0	23:0.0	24:0.0	25:0.0	26:0.0	27:0.0	28:0.0	29:1.0	30:0.0	31:0.0	32:0.0	33:0.0	34:0.0	35:0.0	36:2.0	37:0.0	38:0.0	39:0.0	40:0.0	41:10.0	42:2.0	43:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:1.0	12:0.0	13:0.0	14:0.0	15:0.0	16:0.0	17:0.0	18:0.0	19:0.0	20:0.0	21:0.0	22:0.0	23:0.0	24:0.0	25:0.0	26:14.0	27:0.0	28:0.0	29:0.0	30:0.0	31:1.0	32:0.0	33:0.0	34:0.0	35:0.0	36:0.0	37:0.0	38:0.0	39:0.0	40:0.0	41:14.0	42:0.0	43:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:4.0	7:1.0	8:0.0	9:0.0	10:0.0	11:1.0	12:0.0	13:0.0	14:0.0	15:0.0	16:0.0	17:0.0	18:0.0	19:0.0	20:0.0	21:0.0	22:0.0	23:0.0	24:0.0	25:0.0	26:3.0	27:0.0	28:0.0	29:1.0	30:0.0	31:1.0	32:0.0	33:0.0	34:0.0	35:0.0	36:0.0	37:0.0	38:1.0	39:0.0	40:0.0	41:4.0	42:1.0	43:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:1.0	12:0.0	13:0.0	14:0.0	15:0.0	16:0.0	17:0.0	18:0.0	19:0.0	20:0.0	21:0.0	22:0.0	23:0.0	24:0.0	25:0.0	26:0.0	27:0.0	28:0.0	29:0.0	30:0.0	31:2.0	32:0.0	33:0.0	34:0.0	35:0.0	36:0.0	37:0.0	38:1.0	39:0.0	40:0.0	41:15.0	42:0.0	43:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:0.0	12:0.0	13:0.0	14:0.0	15:0.0	16:0.0	17:0.0	18:0.0	19:0.0	20:0.0	21:0.0	22:0.0	23:0.0	24:0.0	25:0.0	26:30.0	27:0.0	28:0.0	29:0.0	30:0.0	31:0.0	32:0.0	33:0.0	34:0.0	35:0.0	36:0.0	37:0.0	38:0.0	39:0.0	40:0.0	41:0.0	42:0.0	43:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:1.0	9:0.0	10:0.0	11:0.0	12:0.0	13:0.0	14:0.0	15:0.0	16:0.0	17:0.0	18:0.0	19:0.0	20:0.0	21:0.0	22:0.0	23:0.0	24:0.0	25:0.0	26:1.0	27:0.0	28:0.0	29:1.0	30:0.0	31:1.0	32:0.0	33:0.0	34:0.0	35:0.0	36:0.0	37:0.0	38:2.0	39:0.0	40:0.0	41:24.0	42:0.0	43:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:1.0	7:0.0	8:0.0	9:0.0	10:0.0	11:0.0	12:0.0	13:0.0	14:0.0	15:0.0	16:0.0	17:0.0	18:0.0	19:0.0	20:0.0	21:0.0	22:0.0	23:0.0	24:0.0	25:0.0	26:2.0	27:0.0	28:0.0	29:2.0	30:0.0	31:0.0	32:0.0	33:0.0	34:0.0	35:0.0	36:1.0	37:0.0	38:2.0	39:0.0	40:0.0	41:21.0	42:1.0	43:0.0
1:0.0	2:1.0	3:0.0	4:0.0	5:0.0	6:1.0	7:1.0	8:0.0	9:0.0	10:0.0	11:0.0	12:0.0	13:0.0	14:0.0	15:0.0	16:0.0	17:0.0	18:0.0	19:0.0	20:0.0	21:0.0	22:0.0	23:0.0	24:0.0	25:0.0	26:1.0	27:0.0	28:0.0	29:0.0	30:1.0	31:1.0	32:1.0	33:0.0	34:0.0	35:0.0	36:1.0	37:0.0	38:0.0	39:0.0	40:0.0	41:8.0	42:1.0	43:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:11.0	7:0.0	8:0.0	9:0.0	10:0.0	11:1.0	12:0.0	13:0.0	14:0.0	15:0.0	16:0.0	17:0.0	18:0.0	19:0.0	20:0.0	21:0.0	22:0.0	23:0.0	24:0.0	25:0.0	26:3.0	27:0.0	28:0.0	29:1.0	30:0.0	31:1.0	32:0.0	33:0.0	34:0.0	35:0.0	36:1.0	37:0.0	38:1.0	39:1.0	40:0.0	41:19.0	42:1.0	43:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:6.0	7:1.0	8:0.0	9:0.0	10:0.0	11:1.0	12:0.0	13:0.0	14:0.0	15:0.0	16:0.0	17:0.0	18:0.0	19:0.0	20:0.0	21:0.0	22:0.0	23:0.0	24:0.0	25:0.0	26:0.0	27:0.0	28:0.0	29:0.0	30:0.0	31:1.0	32:0.0	33:0.0	34:0.0	35:0.0	36:1.0	37:0.0	38:0.0	39:0.0	40:0.0	41:8.0	42:2.0	43:0.0
1:0.0	2:1.0	3:0.0	4:0.0	5:0.0	6:4.0	7:1.0	8:1.0	9:0.0	10:0.0	11:2.0	12:0.0	13:0.0	14:0.0	15:0.0	16:0.0	17:0.0	18:0.0	19:0.0	20:0.0	21:0.0	22:0.0	23:0.0	24:0.0	25:0.0	26:13.0	27:0.0	28:0.0	29:2.0	30:0.0	31:0.0	32:0.0	33:0.0	34:0.0	35:0.0	36:1.0	37:0.0	38:1.0	39:0.0	40:0.0	41:13.0	42:1.0	43:0.0
1:0.0	2:1.0	3:0.0	4:0.0	5:0.0	6:4.0	7:0.0	8:0.0	9:0.0	10:0.0	11:1.0	12:0.0	13:0.0	14:0.0	15:0.0	16:0.0	17:0.0	18:0.0	19:0.0	20:0.0	21:0.0	22:0.0	23:0.0	24:0.0	25:0.0	26:3.0	27:0.0	28:0.0	29:0.0	30:0.0	31:2.0	32:0.0	33:0.0	34:0.0	35:0.0	36:1.0	37:0.0	38:1.0	39:0.0	40:0.0	41:9.0	42:1.0	43:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:1.0	7:0.0	8:0.0	9:0.0	10:0.0	11:0.0	12:0.0	13:0.0	14:0.0	15:0.0	16:1.0	17:0.0	18:0.0	19:1.0	20:0.0	21:0.0	22:0.0	23:0.0	24:0.0	25:0.0	26:17.0	27:0.0	28:0.0	29:0.0	30:0.0	31:1.0	32:0.0	33:0.0	34:0.0	35:1.0	36:1.0	37:0.0	38:1.0	39:0.0	40:0.0	41:5.0	42:1.0	43:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:1.0	12:0.0	13:0.0	14:0.0	15:0.0	16:0.0	17:0.0	18:0.0	19:0.0	20:0.0	21:0.0	22:0.0	23:0.0	24:0.0	25:0.0	26:27.0	27:0.0	28:0.0	29:1.0	30:0.0	31:0.0	32:0.0	33:0.0	34:0.0	35:0.0	36:0.0	37:0.0	38:0.0	39:0.0	40:0.0	41:1.0	42:0.0	43:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:1.0	7:0.0	8:0.0	9:0.0	10:0.0	11:0.0	12:1.0	13:0.0	14:0.0	15:0.0	16:0.0	17:0.0	18:0.0	19:0.0	20:0.0	21:0.0	22:0.0	23:0.0	24:0.0	25:0.0	26:13.0	27:0.0	28:0.0	29:0.0	30:0.0	31:0.0	32:0.0	33:0.0	34:0.0	35:0.0	36:2.0	37:0.0	38:1.0	39:0.0	40:0.0	41:9.0	42:2.0	43:0.0
1:0.0	2:1.0	3:0.0	4:0.0	5:0.0	6:2.0	7:1.0	8:0.0	9:0.0	10:0.0	11:0.0	12:0.0	13:0.0	14:0.0	15:0.0	16:0.0	17:0.0	18:0.0	19:0.0	20:0.0	21:0.0	22:0.0	23:0.0	24:0.0	25:0.0	26:3.0	27:0.0	28:0.0	29:0.0	30:0.0	31:0.0	32:0.0	33:0.0	34:0.0	35:0.0	36:1.0	37:0.0	38:1.0	39:1.0	40:0.0	41:3.0	42:2.0	43:0.0
