"d18d18d18","d16d16d15","d15d16d15","d18d18d17","d16d16d16","d9d9d9","d16d16d17","d9d9d8","d19d18d18","d10d10d10","d20d20d20","d19d18d19","d18d18d19","d19d20d17","d19d19d18","d10d10d18","d19d19d19","d15d16d16","d9d15d15","d17d18d18","d10d16d16","d18d17d17","d16d17d17","d18d17d18","d19d19d20","d8d9d9","d15d15d16","d17d16d16","d15d15d15","d17d16d17","d16d15d16","d10d18d18","d20d20d19","d16d15d15","d17d17d18","d17d17d17","d20d19d19","d17d17d16","d20d19d18","d19d20d20","d8d8d8","d8d8d9","d18d19d18","d18d19d19"
"-0.021338","-0.24342","0.010053","-0.216","0.4822","0.79598","8.2582e-005","-0.054941","0.0024017","-0.025734","0.0010036","-0.066298","0.047506","-0.057668","-0.0063668","0.0044312","0.014904","0.029975","-0.041823","-0.029947","-0.00060407","0.035804","0.0053633","0.0010497","0.027184","-0.047105","-0.038464","-0.0073809","-0.0091839","0.012719","0.029145","0.00030711","0.02652","0.0055606","-0.0083171","-0.026811","-0.021105","-0.014001","0.02959","3.0953e-016","0","0","0","0"
"-0.02958","0.0036973","0.0088209","0.0015317","-0.0098361","0.0083161","-0.00080794","0.026687","0.56967","-0.27341","0.035761","-0.069094","0.13187","0.31535","0.13707","-0.28747","-0.0027946","0.28828","0.10892","0.12876","0.22481","-0.0112","-0.36941","-0.035136","0.23636","-0.04516","0.11083","-0.047404","0.028648","-0.005395","-0.0025639","0.0293","-0.007655","0.011291","0.00091895","0.00083663","-0.00048831","0.0089803","-0.014963","8.389e-017","4.5103e-016","-6.0325e-016","8.743e-016","2.0817e-017"
"-0.0054327","9.5559e-005","-0.0041558","0.00050185","-0.002909","0.0022497","6.4248e-005","-0.017896","-0.11186","-0.032189","-0.01326","-0.024635","0.089031","0.15939","-0.012398","-0.057641","0.062488","-0.056113","-0.010726","0.0084752","-0.033706","0.018818","0.14731","0.091183","-0.22736","-0.6396","0.61976","-0.21128","0.13255","0.0094913","0.023365","0.033894","-0.021212","0.010299","0.0026234","-0.011745","0.0042524","-0.00058674","-0.011786","1.8628e-015","2.3245e-016","6.837e-016","9.1593e-016","-4.2154e-016"
