"d3d3d4","d12d8d8","d12d8d9","d3d3d2","d9d9d9","d3d3d3","d9d9d8","d3d3d1","d3d2d1","d3d2d2","d12d7d7","d12d7d8","d3d2d3","d6d5d6","d6d5d5","d16d20d20","d3d1d1","d14d14d14","d3d1d3","d3d4d5","d3d1d2","d13d13d13","d13d13d14","d13d13d12","d9d12d12","d3d4d3","d3d4d4","d8d8d8","d8d8d9","d8d8d7","d10d11d11","d10d10d8","d5d4d5","d5d4d4","d10d10d10","d12d7d12","d5d5d6","d11d12d12","d5d5d4","d5d5d5","d9d9d12","d9d9d11","d6d6d12","d6d7d7","d8d12d8","d7d12d12","d7d7d8","d7d7d6","d7d7d7","d12d12d1","d1d4d4","d6d5d12","d8d7d8","d8d7d7","d7d7d11","d7d7d12","d6d6d6","d6d6d7","d6d6d5","d12d12d8","d1d5d6","d12d12d7","d12d13d13","d12d12d5","d9d6d6","d4d5d4","d4d5d5","d4d5d6","d8d9d9","d8d9d8","d4d4d4","d8d8d11","d4d4d5","d11d6d6","d8d8d12","d11d8d8","d5d6d6","d4d4d1","d4d4d3","d4d4d2","d4d3d3","d4d3d4","d4d3d1","d4d3d2","d12d1d5","d4d2d2","d11d7d7","d9d8d8","d10d7d7","d2d3d4","d2d3d3","d10d8d8","d2d2d1","d8d11d11","d2d2d3","d2d2d2","d9d10d10","d2d1d2","d2d1d1","d12d12d12","d12d12d11","d7d6d6","d8d12d12","d1d2d4","d8d11d8","d1d2d3","d1d2d2","d2d4d4","d1d1d2","d8d7d12","d1d1d3","d2d4d5","d1d1d4","d12d4d5","d7d8d8","d7d8d7","d1d3d4","d1d1d1","d1d3d3","d11d11d11","d14d15d16"
"-9.0316e-006","0.016234","-0.0057679","0.00070069","-0.00015041","5.1531e-005","-0.018779","-0.00038983","-0.062216","0.059203","-0.10076","0.057423","-0.24826","0.057281","-0.051491","0.028141","-0.05229","0.038666","-0.010074","0.018768","-0.38729","0.070539","-0.026394","0.10354","-0.10371","0.044291","0.051302","-0.053416","-0.17807","0.084012","0.060121","-0.12244","-0.044481","0.021298","0.038569","0.017643","-0.038125","-0.12492","-0.069452","0.10285","0.012413","0.0062059","-0.2179","0.0018256","0.0064193","0.021463","0.0032929","0.11506","-0.097008","-0.05003","-0.061215","-0.014781","-0.10115","0.006602","0.020453","0.021173","0.012459","0.013198","0.11064","0.11769","-0.015826","-0.0093145","-0.11645","-0.079838","0.016995","0.20776","-0.067051","-0.0047092","-0.025366","-0.0068967","-0.005015","-0.0036995","0.13244","0.0044273","-0.028007","-0.0015158","-0.00072186","-0.0031117","-5.7305e-005","-0.027864","-0.65104","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"-0.0075032","6.5375e-005","0.0015189","0.015396","0.030336","0.0038392","0.0002157","0.0022989","0.0024991","0.0051926","0.0095491","0.73729","0.18819","0.038029","-0.0024393","-0.038614","-0.10711","-0.014579","-0.02233","0.0030416","-0.0015421","-0.016795","0.33251","-0.055253","-0.12103","0.082883","-0.021212","0.073593","-0.024547","-0.012042","0.0059999","-0.0012548","-0.045427","-0.22029","0.05489","-0.014507","0.01403","0.0090499","-0.0074334","0.030142","-0.13033","-0.017691","-1.405e-005","-0.0026815","-0.099565","0.018679","-0.0093534","0.026365","0.053729","-0.01204","0.0085431","0.085375","0.0038263","0.0075942","0.058125","0.021013","0.027827","0.018814","-0.00064807","0.0020567","-0.10423","0.053895","0.020509","-0.011939","-0.0051348","0.0012126","-0.010191","0.10999","-0.0024715","-0.28639","0.030351","0.18008","-0.0066986","0.054087","-0.0012343","-0.044386","-0.067735","-0.021458","0.10802","6.5139e-016","3.747e-016","-1.2629e-015","-6.3838e-016","1.8735e-016","-1.1926e-016","-4.4409e-016","1.6653e-016","-2.2898e-016","6.9389e-017","2.8796e-016","-1.1102e-016","2.2204e-016","9.194e-017","2.2204e-016","2.3592e-016","-1.5266e-016","2.9837e-016","-1.3878e-016","-1.9429e-016","-4.8572e-017","-1.9429e-016","-1.6653e-016","-1.8041e-016","9.7145e-017","-3.1919e-016","1.3878e-017","1.3878e-017","-1.4572e-016","-6.245e-017","-1.6653e-016","1.7347e-016","2.6368e-016","-2.3419e-016","1.249e-016","1.3878e-016","6.9389e-018","-2.7756e-017","-2.0817e-017","-3.4694e-017","-1.2663e-016","-3.6082e-016"
"-1.4709e-005","1.0964e-005","6.8187e-005","0.00055733","0.001832","-0.024295","-1.0521e-005","0.00015744","-6.5594e-005","5.9276e-005","-8.1848e-005","-0.0038353","-0.0011168","-0.00040457","0.00018178","0.00057969","0.001512","-0.0037129","0.016077","-0.0027197","-0.0024071","-0.0046089","-0.0021808","-0.0045012","0.005615","-0.0051515","0.030036","0.014868","-0.00085033","0.0011207","0.007188","-0.0034699","-0.020683","-0.10582","0.029143","-0.022318","0.0097498","0.012608","-0.027411","0.0090055","-0.073903","-0.0042843","0.0039614","0.014364","0.032544","-0.0078076","0.12016","-0.20662","-0.33914","0.053945","-0.00044822","0.039739","-0.017783","-0.10824","-0.56897","-0.058789","0.071597","0.032279","0.0030101","0.027141","-0.17799","0.090577","0.027116","-0.015018","0.095923","-0.0017017","-0.00071653","0.0081928","0.00049051","-0.0028771","0.00086573","0.0018854","-0.00013096","0.0043003","0.00028769","-0.0017007","0.00066203","8.2245e-005","-0.00047117","0.58107","-0.024869","0.063265","0.063793","0.10612","-0.038549","0.04029","-0.05136","0.052527","-0.039966","0.031494","0.040159","0.017183","0.0056568","0.069994","0.063413","0.013728","-0.074788","0.022213","0.048065","-0.02912","0.018659","0.0059464","0.010713","0.049125","0.0044503","0.056505","-0.010776","0.05571","0.04344","0.0082732","0.013178","-0.034334","0.017553","-0.0065335","-0.0083971","0.018936","0.014409","0.0071417","0.0078658","-0.027266","-0.023177"
