"d18d18d18","d16d16d15","d18d18d17","d16d16d16","d19d18d17","d16d16d17","d20d20d20","d19d18d18","d18d18d19","d19d20d18","d19d19d18","d19d20d19","d19d19d19","d15d16d16","d20d18d17","d20d18d18","d17d18d19","d17d18d18","d18d19d20","d16d17d18","d18d17d17","d16d17d17","d17d19d19","d19d19d20","d15d15d16","d17d16d16","d18d18d20","d15d15d15","d20d17d17","d20d20d19","d16d15d15","d17d17d19","d17d17d18","d18d20d20","d17d17d17","d20d19d19","d20d20d18","d20d19d18","d17d17d16","d19d20d20","d8d18d18","d8d8d8","d18d19d19","d17d18d20"
"0.55766","4.0535e-13","0.0022106","3.128e-13","1.1983e-77","2.2628e-11","0.092734","0.020973","0.032179","2.1236e-76","0.015341","3.655e-20","0.15687","2.1252e-16","9.9494e-76","8.4471e-49","1.7265e-28","9.0654e-05","0.0020885","0.0017923","8.1716e-05","4.416e-18","5.1347e-72","0.012834","1.1496e-44","4.803e-15","0.0019863","3.4954e-17","5.1264e-75","0.020183","6.3476e-63","4.1248e-75","0.020552","1.8987e-09","4.725e-06","0.012394","6.1773e-49","2.0118e-15","5.6467e-16","0.030161","0.0019863","0.0019863","0.015888","7.5613e-72"
"3.3768e-08","0.014377","0.015125","0.43749","0.0020539","0.041079","0.072307","0.0071114","0.0040774","0.0020539","0.0088777","6.5674e-09","1.0991e-10","0.016431","0.0061618","9.2953e-72","0.005633","0.010248","0.0060561","0.00020059","0.022982","0.030809","0.0020539","0.00012312","0.0082157","0.043132","1.6458e-82","0.14377","0.0041079","0.0012083","0.01027","1.9339e-14","0.015575","0.01312","0.00067369","0.013305","0.0020539","0.0041519","0.028755","0.0038864","2.2672e-78","5.1473e-78","0.00047053","0.0020539"
"0.010498","1.6985e-26","0.048243","2.7771e-11","7.1422e-70","1.3517e-08","0.032394","0.024659","0.016839","2.435e-30","0.017185","0.0098842","6.3507e-05","1.0408e-12","1.5026e-69","0.0024711","0.00063619","0.041921","6.1649e-10","5.526e-34","0.034026","4.1286e-11","4.8132e-21","0.018481","2.3924e-28","2.7171e-07","6.1645e-63","1.9189e-18","1.1485e-41","0.027801","9.2486e-09","0.0024711","0.024884","0.0064553","0.61448","0.015525","6.335e-09","0.0098313","1.0694e-21","0.019579","3.8979e-15","9.4222e-16","0.021677","3.9575e-67"
