"d9d9d9","d9d9d8","d8d9d9","d7d8d8","d8d8d8","d8d8d9","d8d8d7","d9d8d8","d7d7d7","d8d7d7"
"6.3935e-23","0.0081356","0.0001209","9.9095e-11","0.98173","0.0077385","5.0013e-10","0.0022729","2.1776e-26","2.9341e-18"
"0.99553","3.2452e-07","0.0020513","4.4169e-121","5.7829e-21","0.00015392","7.0267e-119","0.002268","5.672e-129","4.5447e-129"
"6.601e-226","8.2067e-242","0","0.041082","0.00033477","6.0012e-269","0.027388","1.7553e-233","0.90381","0.027388"
