"d9d9d9","d9d9d8","d8d9d9","d6d6d6","d8d9d8","d7d8d8","d8d8d8","d8d8d9","d7d7d8","d8d8d7","d9d8d8","d7d7d7"
"0.99235","0.0032498","0.0044003","3.1371e-139","7.1446e-139","3.8015e-33","3.9775e-18","2.7708e-11","3.7097e-28","1.0949e-30","1.4786e-06","1.0851e-152"
"0","0","0","0","0","0","0","0","0","0","0","1"
"2.0971e-18","0.0015062","0.0067466","0.028839","0.0032044","0.0032044","0.92766","0.0080109","0.0016022","0.0048065","0.014418","1.4985e-162"
