"d9d9d9","d9d9d8","d8d9d9","d6d6d6","d7d8d8","d8d8d8","d8d8d9","d7d6d6","d9d8d8","d7d7d7","d8d7d7"
"4.5038e-110","1.8327e-113","1.0528e-115","6.3861e-29","0.0074073","9.1312e-06","7.3258e-232","1.9116e-28","1.2849e-77","0.98518","0.0074073"
"0.97553","4.8443e-38","1.0226e-07","0.022936","3.2107e-239","1.6157e-35","1.0556e-16","0.0015291","6.2902e-25","1.4998e-28","2.212e-239"
"3.0657e-06","0.0082508","0.013201","0","6.1764e-160","0.96864","0.0016502","0","0.0082508","5.0709e-183","4.3061e-159"
