"d9d9d9","d9d9d8","d8d9d9","d10d10d10","d9d10d10","d10d9d9","d8d7d7","d7d8d8","d9d7d8","d8d8d8","d8d8d9","d7d7d8","d8d8d7","d9d8d8","d9d8d9","d7d7d7"
"2.3148e-08","0.013577","0.012148","3.4042e-82","1.947e-82","4.977e-82","0.0013759","0.0013759","0.001375","0.77048","0.0011035","0.0013759","0.0013759","0.0073231","5.9672e-71","0.18849"
"0.13217","6.3483e-53","2.5832e-56","0.43392","0.14464","0.14464","1.1167e-235","2.4423e-236","4.8564e-164","3.0425e-55","4.5199e-57","9.9655e-236","1.8915e-235","2.8385e-61","0.14464","2.6972e-236"
"0.97705","0.0001997","0.0017699","3.9957e-21","3.8788e-21","6.9991e-20","3.2481e-61","4.8598e-62","9.3039e-07","6.1626e-08","0.01391","3.8675e-62","1.6364e-61","0.0070734","4.1848e-16","1.9602e-62"
